name,count,rank,pctapi,pctblack,pctaian,pctwhite,pcttworace,pcthispanic,prop100k,year
Fetters,4125,7440,0.41,0.85,0.9,94.86,1.84,1.14,1.53,2000
Slavin,4125,7440,0.56,0.22,1.19,94.59,1.58,1.87,1.53,2000
Polson,4125,8027,1.26,4.19,0.7,89.75,1.65,2.45,1.4,2010
Renshaw,4124,7443,0.65,1.43,0.95,93.79,1.62,1.55,1.53,2000
Giffin,4124,8028,0.9,2.04,0.61,92.77,1.65,2.04,1.4,2010
Deng,4123,7444,91.56,3.35,,1.67,2.98,,1.53,2000
Fulford,4123,8029,0.34,14.63,0.44,81.64,1.24,1.72,1.4,2010
Plourde,4122,7445,0.61,0.15,0.19,96.89,1.29,0.87,1.53,2000
Schreck,4122,8030,0.44,,,95.73,1.38,2.21,1.4,2010
Nystrom,4122,8030,0.68,0.41,0.53,94.83,1.89,1.65,1.4,2010
Abdallah,4121,8032,1.33,10.68,0.22,76.66,6.62,4.49,1.4,2010
Halpern,4121,8032,0.58,0.44,0.24,95.34,1.09,2.31,1.4,2010
Charette,4121,8032,0.56,1.09,6.72,86.65,2.26,2.72,1.4,2010
Kirkham,4121,8032,0.8,2.14,0.32,92.87,1.33,2.55,1.4,2010
Holliman,4120,7446,0.24,36.48,0.36,59.59,2.01,1.31,1.53,2000
Holstein,4120,7446,0.75,0.51,1.09,94.03,1.31,2.31,1.53,2000
Rye,4120,7446,1.65,3.11,0.9,91,1.67,1.67,1.53,2000
Melville,4119,7449,0.8,8.86,0.58,86.04,1.97,1.75,1.53,2000
Messinger,4118,7450,0.68,0.29,0.36,96.28,1.26,1.12,1.53,2000
Turcios,4118,7450,,0.34,,3.57,0.66,95.24,1.53,2000
Garnica,4117,7452,0.36,0.19,0.66,5.61,0.49,92.69,1.53,2000
Dorado,4117,7452,3.38,,,5.42,0.53,90.24,1.53,2000
Feeley,4117,7452,0.53,0.51,0.19,96.48,0.83,1.46,1.53,2000
Ronan,4117,8036,1.09,1.46,0.15,85.26,1,11.05,1.4,2010
Mariani,4117,7452,1.04,0.8,0.22,88.85,1.26,7.82,1.53,2000
Otten,4117,7452,0.56,0.83,2.06,94.24,0.92,1.38,1.53,2000
Griner,4117,8036,0.66,7.58,0.24,86.69,1.53,3.3,1.4,2010
Gullett,4117,8036,0.39,6.83,0.27,89.09,1.36,2.06,1.4,2010
Dantzler,4117,8036,0.22,70.08,0.24,24.73,2.79,1.94,1.4,2010
Meissner,4116,7457,0.41,0.39,0.44,96.16,0.97,1.63,1.53,2000
Hagedorn,4116,8040,1,0.34,0.12,95,1.92,1.63,1.4,2010
Mortenson,4116,7457,0.66,0.27,1.34,94.95,1.09,1.7,1.53,2000
Scarlett,4116,7457,0.34,26.94,0.58,67.42,1.75,2.96,1.53,2000
Cleland,4116,8040,0.44,0.95,1.09,93.17,1.48,2.87,1.4,2010
Ketcham,4115,8042,0.61,0.92,0.44,94,1.36,2.67,1.4,2010
Palladino,4115,8042,0.36,,,95.8,0.61,2.96,1.4,2010
Mcentire,4115,8042,0.49,5.37,0.83,89.45,1.94,1.92,1.4,2010
Glisson,4115,7460,0.32,4.06,0.53,92.81,1.36,0.92,1.53,2000
Sweitzer,4115,7460,0.46,0.12,0.29,97.11,0.87,1.14,1.53,2000
Bevan,4114,8045,0.73,1.19,0.46,93.85,1.12,2.65,1.39,2010
Desjardins,4114,7462,0.34,2.24,0.51,93.7,1.68,1.53,1.53,2000
Penland,4114,7462,0.44,3.82,1.02,91.08,1.73,1.92,1.53,2000
Crumley,4113,7464,0.22,3.57,0.39,93.8,1.07,0.95,1.52,2000
Deen,4113,7464,5.13,7.27,0.58,80.65,4.28,2.09,1.52,2000
Elledge,4113,7464,0.51,2.16,0.63,92.63,1.56,2.5,1.52,2000
Shih,4113,7464,94.77,,,1.65,2.77,0.49,1.52,2000
Felker,4113,8046,0.46,2.02,0.71,93.68,1.41,1.73,1.39,2010
Copenhaver,4113,8046,0.32,0.63,0.49,95.62,1.22,1.73,1.39,2010
Yoshida,4113,8046,78.09,0.22,0.24,7.63,10.99,2.82,1.39,2010
Ashburn,4112,8049,0.54,6.61,0.34,88.93,1.58,1.99,1.39,2010
Pastore,4112,8049,,0.51,,92.61,0.88,5.62,1.39,2010
Rabon,4112,8049,2.12,6.96,0.78,86.45,1.78,1.92,1.39,2010
Almodovar,4112,8049,2.36,1.07,0.15,5.81,0.32,90.3,1.39,2010
Lafond,4112,8049,0.51,9.75,0.61,84.7,1.7,2.72,1.39,2010
Heuer,4112,7468,0.56,0.34,0.29,96.86,1.05,0.9,1.52,2000
Gloria,4112,7468,8.73,1.97,1.02,15.61,1.14,71.52,1.52,2000
Lawyer,4112,8049,0.61,14.2,0.9,80.93,1.41,1.95,1.39,2010
Krull,4111,8055,0.29,0.34,0.78,95.82,1.09,1.68,1.39,2010
Chancey,4111,8055,0.73,6.32,0.63,87.18,1.9,3.24,1.39,2010
Cowden,4111,8055,0.63,1.73,0.58,93.6,1.8,1.65,1.39,2010
Fant,4111,8055,0.75,34.01,0.32,60.23,1.9,2.8,1.39,2010
Kreger,4111,8055,0.8,0.17,1.19,93.99,1.75,2.09,1.39,2010
Lail,4111,7470,1.17,2.63,0.24,93.31,1.8,0.85,1.52,2000
Mcandrew,4110,7471,0.34,0.63,0.22,96.81,0.78,1.22,1.52,2000
Elledge,4110,8060,0.56,2.07,0.8,90.51,2.34,3.72,1.39,2010
Fiske,4110,8060,0.97,1.19,0.44,93.26,1.9,2.24,1.39,2010
Gorton,4110,8060,0.68,1.24,0.51,94.01,1.61,1.95,1.39,2010
Ginsberg,4110,8060,0.71,,,95.99,0.9,2.09,1.39,2010
Tennyson,4110,8060,0.63,18.69,1.02,74.5,2.09,3.07,1.39,2010
Mcnaughton,4110,7471,0.78,2.14,0.88,93.24,1.46,1.51,1.52,2000
Eddings,4109,8065,0.34,27.74,2.92,63.23,3.58,2.19,1.39,2010
Cortese,4109,7473,0.32,0.22,0.19,94.31,1.65,3.31,1.52,2000
Kindle,4109,8065,0.51,23.97,2.77,67.32,3.04,2.39,1.39,2010
Stgermain,4109,7473,0.8,4.04,1.53,90,2.21,1.41,1.52,2000
Hammon,4109,7473,0.29,7.59,0.73,87.71,1.7,1.97,1.52,2000
Polite,4108,8067,0.56,78.12,1.12,14.68,3.24,2.29,1.39,2010
Jessee,4108,8067,0.54,0.37,0.54,94.96,1.58,2.02,1.39,2010
Force,4108,8067,0.63,2.36,0.41,92.92,1.75,1.92,1.39,2010
Blakeney,4107,8070,0.56,42.76,0.41,52.45,2.09,1.73,1.39,2010
Tessier,4107,7476,0.24,2.17,0.29,93.26,1.39,2.65,1.52,2000
Leininger,4107,7476,0.41,0.19,0.37,97.08,0.63,1.31,1.52,2000
Flickinger,4107,7476,0.49,0.37,0.24,96.62,1.1,1.19,1.52,2000
Dement,4107,7476,0.63,1.44,0.75,93.96,1.56,1.66,1.52,2000
Haider,4107,8070,43.22,1.1,0.41,47.5,4.89,2.87,1.39,2010
Bumgardner,4107,7476,0.39,1.63,0.17,95.57,0.97,1.27,1.52,2000
Mccarley,4106,8072,0.44,7.82,0.71,87.21,2.26,1.56,1.39,2010
Fulford,4106,7481,0.37,13.93,0.29,83,1.24,1.17,1.52,2000
Boykins,4105,8073,0.24,91.57,0.22,3.46,2.78,1.73,1.39,2010
Wisner,4105,7482,0.49,3.17,0.32,93.37,1.19,1.46,1.52,2000
Shulman,4105,7482,0.63,,,96.95,1,0.85,1.52,2000
Cervantez,4105,7482,0.32,0.17,0.19,6.94,0.49,91.89,1.52,2000
Kinley,4105,8073,0.71,10.84,1.14,83.19,2.39,1.73,1.39,2010
Jacquez,4105,8073,0.34,0.97,2,7.6,0.44,88.65,1.39,2010
Jost,4104,8076,1.41,0.12,0.41,93.74,1.15,3.17,1.39,2010
Holifield,4104,8076,0.27,28.24,0.39,67.79,1.32,2,1.39,2010
Shulman,4104,8076,,0.85,,96.13,0.83,1.46,1.39,2010
Lovely,4104,8076,1.24,19.25,0.17,74.56,2.46,2.31,1.39,2010
Strasser,4104,7485,0.49,0.73,0.12,96.22,1.1,1.34,1.52,2000
Sartin,4104,7485,0.29,11.72,0.63,83.94,1.54,1.88,1.52,2000
Sabol,4104,7485,,0.34,,97.12,0.95,1.27,1.52,2000
Papp,4104,7485,0.51,0.61,0.49,96.32,1,1.07,1.52,2000
Rothstein,4103,7489,0.51,,,97.42,0.93,0.88,1.52,2000
Knopp,4103,8080,0.58,0.22,0.15,96.73,1.02,1.29,1.39,2010
Carraway,4103,8080,0.56,30.32,0.19,65.54,1.39,2,1.39,2010
Gilles,4102,8082,0.54,18.97,0.41,75.28,1.76,3.05,1.39,2010
Grote,4102,7490,0.29,0.34,0.2,97.15,0.68,1.34,1.52,2000
Beaudry,4102,7490,0.51,0.51,1.49,94.56,1.68,1.24,1.52,2000
Deville,4102,7490,0.39,14.46,0.8,80.06,1.66,2.63,1.52,2000
Villavicencio,4102,8082,5.8,0.27,0.17,7.02,0.41,86.32,1.39,2010
Brannen,4101,8084,0.68,4.58,0.37,90.88,1.66,1.83,1.39,2010
Trail,4101,8084,0.8,6.68,0.8,87.61,2,2.1,1.39,2010
Feeley,4101,8084,0.68,0.39,0.17,94.83,1.56,2.37,1.39,2010
Roop,4101,7493,0.95,0.39,0.34,96.24,1.15,0.93,1.52,2000
Villar,4100,7494,11.27,0.56,0.17,17.71,1.07,69.22,1.52,2000
Bussell,4100,7494,0.54,8.24,1.07,86.56,1.71,1.88,1.52,2000
Sheaffer,4100,8087,0.56,0.68,0.15,96.17,1.02,1.41,1.39,2010
Debord,4100,8087,0.95,0.51,0.8,92.68,1.8,3.24,1.39,2010
Medford,4099,8089,0.76,14.37,0.68,80.02,2.12,2.05,1.39,2010
Gillard,4099,8089,0.51,46.08,0.27,48.5,2.61,2.02,1.39,2010
Bowyer,4099,7496,0.56,4.22,0.32,92.02,1.27,1.61,1.52,2000
Holstein,4098,8091,0.95,0.32,1.15,93.27,1.93,2.39,1.39,2010
Stiffler,4098,8091,0.73,0.32,0.15,95.34,1.44,2.03,1.39,2010
Yoshida,4097,7497,82.65,0.27,0.15,7.03,8.23,1.68,1.52,2000
Meissner,4097,8093,0.85,0.51,0.56,94.7,1.34,2.03,1.39,2010
Demars,4097,8093,0.34,2.64,0.51,92.48,1.22,2.81,1.39,2010
Winkelman,4097,8093,0.71,0.27,0.49,94.95,1.81,1.78,1.39,2010
Countryman,4097,7497,0.32,4.08,1.68,91.19,1.61,1.12,1.52,2000
Hertz,4097,7497,0.39,1.86,0.34,95,1.24,1.17,1.52,2000
Flickinger,4097,8093,0.73,0.2,0.29,96.63,0.73,1.42,1.39,2010
Roseberry,4096,7500,0.17,8.69,0.71,88.09,1.07,1.27,1.52,2000
Hoey,4096,7500,3.3,6.81,0.22,87.01,0.9,1.76,1.52,2000
Gusman,4095,8097,2,3,0.12,14.26,1.9,78.71,1.39,2010
Laborde,4095,8097,0.49,11.01,0.17,75.85,1.12,11.36,1.39,2010
Almanzar,4095,8097,1.1,0.98,0.49,3,0.29,94.14,1.39,2010
Burnell,4095,8097,0.49,14.7,0.78,79.49,2.25,2.3,1.39,2010
Schock,4095,7502,0.56,0.17,0.42,96.53,0.76,1.56,1.52,2000
Boozer,4095,7502,,27.79,,69.01,1.51,1.29,1.52,2000
Kirschner,4094,7504,,,0.46,96.24,1.07,1.83,1.52,2000
Mccowan,4094,7504,0.17,33.59,1.51,61.24,1.93,1.56,1.52,2000
Burrus,4094,8101,0.49,33.46,0.42,60.75,2.76,2.13,1.39,2010
Kania,4092,8102,6.82,2.39,0.27,85.46,2.1,2.96,1.39,2010
Winkelman,4092,7506,0.32,0.22,0.68,96.58,1.1,1.1,1.52,2000
Lechner,4092,7506,0.44,0.12,0.29,96.77,0.83,1.54,1.52,2000
Pursley,4091,8103,0.39,6.16,0.68,87.53,2.42,2.81,1.39,2010
June,4091,8103,2.98,21.63,4.06,67.2,1.88,2.25,1.39,2010
Lydon,4091,8103,0.42,0.44,0.17,96.43,0.86,1.69,1.39,2010
Witham,4090,7508,0.46,0.34,0.61,96.19,1.34,1.05,1.52,2000
Rodney,4089,8106,0.78,51.06,0.29,41.72,2.03,4.11,1.39,2010
Mancia,4089,8106,1.69,0.78,,10.2,,86.77,1.39,2010
Llanos,4089,8106,3.89,2.08,0.34,6.21,0.51,86.97,1.39,2010
Murchison,4089,8106,0.39,43.09,0.42,50.55,3.18,2.37,1.39,2010
Depriest,4089,7509,0.22,11.69,1.03,83,2.01,2.05,1.52,2000
Chenault,4089,7509,0.29,26.56,0.49,69.41,1.91,1.35,1.52,2000
Thurber,4089,7509,0.61,0.24,0.71,95.23,1.49,1.71,1.52,2000
Mangold,4088,8110,0.73,0.22,0.24,95.4,1.54,1.86,1.39,2010
Dunson,4088,8110,0.34,53.79,1.74,38.82,2.86,2.45,1.39,2010
Issa,4088,8110,3.01,15.48,0.22,70.03,5.6,5.65,1.39,2010
Moten,4088,7512,2.15,84.81,0.42,8.1,2.89,1.64,1.52,2000
Tillotson,4087,7513,0.39,4.18,0.98,91.63,1.3,1.52,1.52,2000
Guan,4087,7513,92.27,,,3.74,1.27,1.47,1.52,2000
Deans,4087,8113,0.59,35.82,0.59,57.6,2.1,3.3,1.39,2010
Rosenblum,4086,8114,0.73,0.29,0,95.72,0.83,2.42,1.39,2010
Bixby,4086,8114,0.64,0.86,1.52,92.95,1.96,2.08,1.39,2010
Cavanagh,4086,8114,0.73,,,94.81,1.4,2.62,1.39,2010
Ketcham,4086,7515,0.51,0.93,0.29,95.28,1.03,1.96,1.51,2000
Wilkens,4086,8114,0.61,9.79,0.73,84.78,1.54,2.55,1.39,2010
Hockenberry,4086,8114,0.27,0.27,0.29,96.65,1.08,1.44,1.39,2010
Jiles,4086,7515,0.37,61.8,0.93,32.4,1.98,2.52,1.51,2000
Erdmann,4085,8119,0.71,0.32,0.22,94.47,1.64,2.64,1.38,2010
Mastin,4085,8119,0.42,12.24,0.2,82.15,1.96,3.04,1.38,2010
Klassen,4084,8121,0.76,,,92.75,1.08,4.9,1.38,2010
Muldoon,4084,8121,0.78,0.17,0.66,95.3,0.88,2.2,1.38,2010
Champlin,4084,8121,0.49,1.93,0.91,93.02,1.84,1.81,1.38,2010
Grosso,4083,7517,,0.32,,93.56,0.61,5.17,1.51,2000
Brodsky,4083,8124,0.61,0.34,0.27,95.89,0.56,2.33,1.38,2010
Belmonte,4083,8124,9.5,,,51.29,1.47,37.08,1.38,2010
Gamache,4082,8126,0.78,0.17,0.59,93.46,1.98,3.01,1.38,2010
Nottingham,4082,7518,0.39,12,1.3,83.88,1.45,0.98,1.51,2000
Kellam,4082,7518,0.39,38.02,0.42,58.3,1.91,0.96,1.51,2000
Alejo,4081,7520,12.94,0.32,0.47,3.04,1.15,82.09,1.51,2000
Crew,4081,8127,0.42,26.49,0.88,67.56,2.43,2.23,1.38,2010
Thoma,4080,7521,0.74,4.98,0.25,91.25,1.25,1.54,1.51,2000
Rye,4079,8128,1.62,2.57,1.13,90.39,1.67,2.62,1.38,2010
Fortson,4079,7522,0.27,52.22,0.27,43.37,1.99,1.89,1.51,2000
Holifield,4079,7522,0.22,27.46,0.42,68.99,1.57,1.35,1.51,2000
Marchetti,4079,7522,0.34,0.2,0.12,95.37,1.03,2.94,1.51,2000
Anson,4079,8128,3.97,5.44,1.03,83.04,2.79,3.73,1.38,2010
Leasure,4078,7525,0.32,1.59,0.54,95.41,0.88,1.25,1.51,2000
Mceachern,4078,7525,0.32,17.66,0.27,78.94,1.01,1.81,1.51,2000
Shuck,4078,8130,0.76,0.98,0.71,93.62,1.59,2.33,1.38,2010
Oceguera,4078,7525,,,0.2,3.24,0.34,96.17,1.51,2000
Armentrout,4077,8131,0.47,0.39,0.56,96.25,0.96,1.37,1.38,2010
Winkle,4077,8131,0.61,1.08,0.69,93.7,1.99,1.94,1.38,2010
Carleton,4077,7528,0.54,1.77,0.44,94.36,1.15,1.74,1.51,2000
Bing,4076,8133,5.54,42.98,0.56,45.93,2.77,2.21,1.38,2010
Rennie,4076,8133,0.93,10.97,0.49,83.22,1.72,2.67,1.38,2010
Weekley,4076,7529,0.32,6.21,0.27,90.33,1.55,1.32,1.51,2000
Farfan,4075,8135,1.01,1.18,0.25,6.92,0.52,90.13,1.38,2010
Slay,4075,8135,0.52,23.29,0.74,71.31,1.87,2.28,1.38,2010
Harvell,4074,7530,0.22,24.05,0.98,72.24,1.15,1.35,1.51,2000
Jerez,4074,8137,1.15,0.76,0.15,4.84,0.12,92.98,1.38,2010
Kinsella,4074,7530,0.54,0.27,0.12,97.03,0.79,1.25,1.51,2000
Krupa,4073,8138,0.74,,,96.12,0.93,1.99,1.38,2010
Waldon,4073,7532,0.56,34.52,1.52,59.54,2.46,1.4,1.51,2000
Kean,4072,7533,2.6,1.62,0.29,92.36,1.72,1.4,1.51,2000
Chancellor,4072,7533,0.39,14.54,1.92,79.72,2.06,1.38,1.51,2000
Deoliveira,4072,8139,1.3,5.77,0.61,83.45,1.45,7.42,1.38,2010
Weekley,4072,8139,0.39,6.41,0.54,89.12,1.35,2.19,1.38,2010
Rhee,4071,8141,91.75,0.22,0.17,3.93,3.32,0.61,1.38,2010
Presnell,4071,7535,0.17,1.06,0.91,96.07,0.88,0.91,1.51,2000
Detweiler,4071,7535,0.37,0.22,0.15,98.48,0.39,0.39,1.51,2000
Blosser,4071,7535,0.47,0.2,0.22,97,1.23,0.88,1.51,2000
Stroman,4071,8141,0.39,58.98,0.34,34.32,3.64,2.33,1.38,2010
Hardie,4071,8141,0.76,13.83,0.71,80.89,2.14,1.67,1.38,2010
Heiman,4070,8144,0.49,0.64,0.15,96.02,0.79,1.92,1.38,2010
Basso,4070,8144,2.31,,,87.54,1.92,7.35,1.38,2010
Lauderdale,4070,8144,0.74,26.71,0.49,66.36,2.68,3.02,1.38,2010
Lesher,4070,8144,0.69,0.22,0.71,94.67,1.33,2.38,1.38,2010
Beachy,4069,7538,,0.17,,98.55,0.61,0.57,1.51,2000
Wilcher,4069,8148,0.52,41.41,0.34,53.9,1.99,1.84,1.38,2010
Grosso,4069,8148,0.44,0.34,0.12,91.47,0.81,6.81,1.38,2010
Plumley,4069,7538,0.44,0.32,0.76,95.55,1.4,1.52,1.51,2000
Lingle,4069,7538,0.47,0.29,0.69,96.19,1.25,1.11,1.51,2000
Mayne,4068,8150,0.79,5.92,0.37,88.77,1.43,2.73,1.38,2010
Shubert,4068,8150,0.49,3.93,0.54,91.2,1.38,2.46,1.38,2010
Knopp,4068,7541,0.27,0.12,0.12,97.69,0.93,0.86,1.51,2000
Thoma,4068,8150,1.03,2.09,0.29,92.7,1.67,2.21,1.38,2010
Gamache,4068,7541,0.42,0.15,0.91,95.35,1.38,1.79,1.51,2000
Householder,4067,8153,0.49,0.44,0.57,94.91,1.65,1.94,1.38,2010
Brownfield,4067,8153,0.49,6.93,1.5,87.02,2.26,1.79,1.38,2010
Atwater,4067,7543,0.64,34.08,0.3,61.27,2.24,1.48,1.51,2000
Fitzwater,4066,8155,0.44,0.59,0.32,95.47,1.43,1.75,1.38,2010
Sinha,4066,8155,91.22,0.42,0.3,4.57,2.78,0.71,1.38,2010
Caine,4066,7544,0.71,25.14,0.47,70.34,1.82,1.52,1.51,2000
Chatham,4066,8155,1.28,5.95,0.61,87.41,1.99,2.75,1.38,2010
Mcphee,4065,8158,0.93,11.96,0.44,83.08,1.35,2.24,1.38,2010
Woodland,4065,7545,0.27,33.19,0.34,63.22,1.57,1.4,1.51,2000
Terwilliger,4064,7546,0.47,0.44,0.39,96.65,1.06,0.98,1.51,2000
Moller,4064,7546,0.71,2.24,0.59,90.92,1.28,4.26,1.51,2000
Loos,4064,8159,0.96,0.34,0.44,95.1,1.43,1.72,1.38,2010
Paquin,4064,8159,0.49,0.44,5.46,89.91,1.77,1.92,1.38,2010
Crumley,4064,8159,0.34,4.11,0.47,91.98,1.21,1.89,1.38,2010
Cottingham,4063,7548,0.47,19.03,0.66,76.96,1.38,1.5,1.51,2000
Cleland,4063,7548,0.54,0.79,1.26,94.54,0.98,1.9,1.51,2000
Armitage,4063,8162,1.18,0.89,0.64,91.95,3.05,2.29,1.38,2010
Mangrum,4062,7550,0.15,19.23,0.42,77.3,1.65,1.26,1.51,2000
Janke,4062,7550,0.34,0.37,0.37,96.73,0.89,1.3,1.51,2000
Hoey,4062,8163,3.72,6.79,0.12,85.08,1.48,2.81,1.38,2010
Willman,4062,7550,0.37,0.69,0.52,95.45,1.38,1.6,1.51,2000
Dann,4062,7550,1.5,6.01,1.94,88.11,1.18,1.26,1.51,2000
Shuck,4061,7554,0.47,0.74,0.71,95.12,1.5,1.45,1.51,2000
Paden,4061,7554,1.08,18.3,1.82,73.97,2.59,2.24,1.51,2000
Brim,4060,7556,0.39,30.32,0.57,65.25,1.7,1.77,1.51,2000
Adelman,4060,7556,0.32,0.2,0.15,97.19,1.03,1.11,1.51,2000
Jun,4059,8164,94.19,0.25,0,4.34,0.62,0.62,1.38,2010
Kimura,4059,8164,77.75,,,9.16,9.88,2.96,1.38,2010
Klink,4059,8164,0.99,0.59,0.17,94.83,1.28,2.14,1.38,2010
Schuette,4059,8164,0.59,,,96.18,0.96,1.85,1.38,2010
Tullis,4058,7558,0.2,11.11,1.18,85.07,0.96,1.48,1.5,2000
Kucera,4058,8168,0.49,0.2,0.17,96.72,0.69,1.72,1.38,2010
Presnell,4058,8168,0.3,1.21,0.64,94.97,1.55,1.33,1.38,2010
Nunnally,4058,8168,0.57,30.93,0.39,63.36,2.61,2.14,1.38,2010
Granillo,4058,8168,0.47,0.12,1.26,6.88,0.49,90.78,1.38,2010
Wald,4057,8172,1.08,3.25,0.52,91.74,1.36,2.05,1.38,2010
Hertel,4057,7559,0.69,0.22,0.52,96.55,0.84,1.18,1.5,2000
Donegan,4056,7560,,8.75,,88.49,1.06,1.26,1.5,2000
Crafton,4056,8173,0.44,12.03,0.52,82.99,1.85,2.17,1.38,2010
Leopold,4056,7560,0.69,6.53,0.49,89.08,1.16,2.05,1.5,2000
Gallaher,4056,7560,1.01,2.86,0.59,92.48,1.65,1.41,1.5,2000
Ensley,4055,8174,0.57,15.59,1.41,77.83,2.76,1.85,1.37,2010
Lark,4055,8174,1.41,41.8,0.22,49.96,2.64,3.97,1.37,2010
Gusman,4055,7563,2.24,2.47,0.22,14.28,1.65,79.14,1.5,2000
Popovich,4055,7563,0.57,0.35,0.2,94.53,1.7,2.66,1.5,2000
Chatham,4054,7565,1.04,6.27,0.25,89.32,1.43,1.7,1.5,2000
Hazard,4054,8176,0.99,10.83,3.85,76.42,4.32,3.6,1.37,2010
Roger,4054,8176,1.36,18.7,0.69,61.57,1.73,15.96,1.37,2010
Haberman,4053,8178,0.49,0.27,0.52,95.11,1.11,2.49,1.37,2010
Kennon,4053,8178,0.47,21.86,0.54,71.87,1.95,3.31,1.37,2010
Brodeur,4053,8178,0.72,0.15,0.57,94.55,1.92,2.1,1.37,2010
Collard,4053,8178,0.69,2.29,0.3,92.06,1.31,3.36,1.37,2010
Eklund,4053,8178,0.69,0.49,0.35,94.3,1.63,2.54,1.37,2010
Stella,4053,8178,1.04,1.18,0.25,86.92,1.38,9.23,1.37,2010
Schooley,4053,7566,0.37,0.62,0.37,96.3,1.06,1.28,1.5,2000
Pinder,4053,7566,0.49,39.8,0.3,54.68,1.85,2.89,1.5,2000
Maines,4052,7568,0.57,4.22,0.69,91.71,1.18,1.63,1.5,2000
Heise,4052,7568,0.42,0.64,0.25,96.79,0.74,1.16,1.5,2000
Jordon,4052,8184,0.49,37.07,0.74,55.55,2.49,3.65,1.37,2010
Kaczmarek,4052,8184,0.47,,,95.95,1.18,2.2,1.37,2010
Creek,4052,8184,0.47,10.78,1.48,82.65,2.3,2.32,1.37,2010
Finnerty,4052,8184,0.67,0.2,0.12,94.92,1.28,2.81,1.37,2010
Scheffler,4052,8184,1.04,0.15,0.27,95.24,1.23,2.07,1.37,2010
Boger,4051,8189,0.59,8.99,0.27,86.89,1.48,1.78,1.37,2010
Severino,4051,8189,2.47,0.94,0.15,50.65,0.49,45.3,1.37,2010
Vella,4051,8189,1.63,0.59,0.22,86.87,0.94,9.75,1.37,2010
Mackin,4051,8189,0.54,4.02,0.42,91.61,1.51,1.9,1.37,2010
Delapena,4051,8189,30.56,0.44,0.17,8.02,2.94,57.86,1.37,2010
Digiacomo,4051,8189,0.47,,,95.06,0.94,3.31,1.37,2010
Poon,4051,7570,91.24,2.3,0,3.92,1.95,0.59,1.5,2000
Nystrom,4051,7570,0.69,0.12,0.52,95.88,1.33,1.46,1.5,2000
Jahnke,4051,7570,0.39,0.15,0.35,97.41,0.64,1.06,1.5,2000
Murphree,4050,7573,0.17,0.22,0.49,97.26,0.94,0.91,1.5,2000
Teter,4050,8195,0.57,1.11,0.94,93.21,1.43,2.74,1.37,2010
Lowther,4049,8196,0.44,5.48,0.79,89.7,1.33,2.25,1.37,2010
Mcabee,4049,8196,0.22,6.79,0.47,88.89,2.32,1.31,1.37,2010
Sohn,4048,7574,43.23,1.04,0.35,53.11,1.41,0.86,1.5,2000
Jason,4048,8198,3.46,22.46,0.49,66.33,2.1,5.16,1.37,2010
Borst,4048,8198,0.67,1.04,0.27,94.44,1.41,2.17,1.37,2010
Woosley,4048,8198,0.35,1.01,0.42,95.43,1.53,1.26,1.37,2010
Shim,4048,7574,86.44,3.98,,4.97,4.1,,1.5,2000
Risley,4048,7574,0.44,0.3,0.91,95.83,1.09,1.43,1.5,2000
Pelaez,4048,7574,3.09,0.27,0.12,9.54,0.57,86.41,1.5,2000
Mao,4047,7578,92.78,,,2.17,3.61,0.86,1.5,2000
Kastner,4047,7578,2.08,0.64,0.25,93.95,1.21,1.88,1.5,2000
Lobato,4047,8201,0.32,0.42,0.64,18.38,0.69,79.54,1.37,2010
Armentrout,4047,7578,0.4,0.17,0.67,97.41,0.77,0.59,1.5,2000
Riggle,4047,8201,0.49,0.77,0.72,94.84,1.16,2.03,1.37,2010
Fortunato,4047,8201,1.88,,,81.79,1.04,14.33,1.37,2010
Macomber,4047,8201,1.11,0.32,0.3,94.64,1.88,1.75,1.37,2010
Philpott,4047,7578,0.4,7.34,1.21,87.74,1.33,1.98,1.5,2000
Gallup,4046,8205,0.54,0.89,0.82,93.2,1.75,2.79,1.37,2010
Pursley,4046,7582,0.32,5.71,0.67,90.43,1.48,1.38,1.5,2000
Matamoros,4044,8206,0.32,0.84,0.22,4.77,0.2,93.64,1.37,2010
Pitchford,4044,8206,0.49,25.67,1.19,67.61,2.35,2.7,1.37,2010
Sessoms,4044,8206,0.45,49.01,1.04,44.61,2.47,2.42,1.37,2010
Hollar,4044,7583,0.3,1.31,0.25,95.82,1.04,1.29,1.5,2000
Mangold,4044,7583,0.57,0.15,0.3,96.49,0.94,1.56,1.5,2000
Mccourt,4044,7583,0.27,0.59,0.2,96.96,0.74,1.24,1.5,2000
Desmarais,4043,7586,0.42,0.45,0.2,97.25,0.99,0.69,1.5,2000
Prouty,4042,8209,0.59,0.37,0.79,92.83,1.36,4.06,1.37,2010
Lamp,4042,8209,0.67,1.16,0.47,94.36,1.88,1.46,1.37,2010
Asuncion,4042,8209,69.67,,,4.18,8.91,16.7,1.37,2010
Delisle,4041,8212,0.74,1.53,0.62,93.42,1.34,2.35,1.37,2010
Gullett,4041,7587,0.25,6.41,0.89,90.18,1.06,1.21,1.5,2000
Debord,4041,7587,0.84,0.67,1.01,93.69,1.11,2.67,1.5,2000
Gaeta,4041,7587,0.4,,,49.99,0.67,48.53,1.5,2000
Houlihan,4040,7590,0.52,0.32,0.12,96.49,1.09,1.46,1.5,2000
Bae,4040,7590,95.35,0.27,0,2.55,1.29,0.54,1.5,2000
