officer_name,title,department_name,state_abbreviation,cause,eow_date,eow_year,eow_weekday,police_dog,url,photo_url
Marcus P. Willis,Officer,Metropolitan Police Department,DC,Gunfire (Inadvertent),1965-12-27,1965,Monday,False,https://www.odmp.org/officer/14303-officer-marcus-p-willis,https://www.odmp.org/media/image/officer/14303/125/14303.jpg
Rachiel Camuel Bailey,Police,Hawkins Police Department,TX,Vehicle pursuit,1965-12-27,1965,Monday,False,https://www.odmp.org/officer/16600-police-officer-rachiel-camuel-bailey,https://www.odmp.org/media/image/officer/16600/125/16600.jpg
Sam,K9,Chicago Police Department,IL,Gunfire (Inadvertent),1965-02-27,1965,Saturday,True,https://www.odmp.org/k9/1659-k9-sam,https://www.odmp.org/media/image/k9/1659/125/k9-sam.jpg
Donka,K9,Stockton Police Department,CA,Gunfire,1965-07-08,1965,Thursday,True,https://www.odmp.org/k9/1867-k9-donka,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/k9-no-photo-125.png
Ralph Augustus Chase,Lieutenant,Gardiner Police Department,ME,Assault,1966-01-01,1966,Saturday,False,https://www.odmp.org/officer/2988-lieutenant-ralph-augustus-chase,https://www.odmp.org/media/image/officer/2988/125/2988.jpg
Elton L. Williams,Constable,Vaiden Police Department,MS,Gunfire,1966-01-03,1966,Monday,False,https://www.odmp.org/officer/14233-constable-elton-l-williams,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
William Gordon Barnes,Trooper,Tennessee Highway Patrol,TN,Automobile crash,1966-01-07,1966,Friday,False,https://www.odmp.org/officer/1509-trooper-william-gordon-barnes,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
William L. Rickabaugh,Police,Santa Clara Police Department,CA,Motorcycle crash,1966-01-11,1966,Tuesday,False,https://www.odmp.org/officer/11249-police-officer-william-l-rickabaugh,https://www.odmp.org/media/image/officer/11249/125/police-officer-william-rickabaugh.jpg
Gabriel Morris Fish,Deputy,Baker County Sheriff's Office,FL,Gunfire,1966-01-11,1966,Tuesday,False,https://www.odmp.org/officer/4861-deputy-gabriel-morris-fish,https://www.odmp.org/media/image/officer/4861/125/4861.jpg
Michael S. Griffin,Officer,California Highway Patrol,CA,Motorcycle crash,1966-01-13,1966,Thursday,False,https://www.odmp.org/officer/5752-officer-michael-s-griffin,https://www.odmp.org/media/image/officer/5752/125/5752.jpg
Nicholas A. Carhart,Patrolman,Colorado State Patrol,CO,Automobile crash,1966-01-23,1966,Sunday,False,https://www.odmp.org/officer/2782-patrolman-nicholas-a-carhart,https://www.odmp.org/media/image/officer/2782/125/2782.jpg
Albert M. Alcorn,Sergeant,Colorado State Patrol,CO,Automobile crash,1966-01-23,1966,Sunday,False,https://www.odmp.org/officer/1105-sergeant-albert-m-alcorn,https://www.odmp.org/media/image/officer/1105/125/1105.jpg
Kenneth G. Nauska,Officer,Craig Police Department,AK,Gunfire,1966-01-30,1966,Sunday,False,https://www.odmp.org/officer/9866-officer-kenneth-g-nauska,https://www.odmp.org/media/image/officer/9866/125/9866.jpg
Joseph Mallory Gassman,Deputy,Escambia County Sheriff's Office,FL,Stabbed,1966-01-30,1966,Sunday,False,https://www.odmp.org/officer/5329-deputy-sheriff-joseph-mallory-gassman,https://www.odmp.org/media/image/officer/5329/125/5329.jpg
Francisco Fermaint-Medina,Policeman,Puerto Rico Police Department,PR,Stabbed,1966-02-03,1966,Thursday,False,https://www.odmp.org/officer/4809-policeman-francisco-fermaint-medina,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
William Donald Arndt,Sergeant,Marysville Police Department,WA,Gunfire,1966-02-05,1966,Saturday,False,https://www.odmp.org/officer/1293-sergeant-william-donald-arndt,https://www.odmp.org/media/image/officer/1293/125/police-officer-william-arndt.jpg
"City  John C. Sauer, Sr.",Marshal,Shelbina Police Department,MO,Struck by train,1966-02-09,1966,Wednesday,False,https://www.odmp.org/officer/11775-city-marshal-john-c-sauer-sr,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Stanley Butch,Patrolman,New York City Police Department,NY,Drowned,1966-02-11,1966,Friday,False,https://www.odmp.org/officer/2602-patrolman-stanley-butch,https://www.odmp.org/media/image/officer/2602/125/stanley-butch.jpg
Arthur G. Dotson,Policeman,Russellville Police Department,KY,Heart attack,1966-02-16,1966,Wednesday,False,https://www.odmp.org/officer/4233-policeman-arthur-g-dotson,https://www.odmp.org/media/image/officer/4233/125/c_arthur_garnet_dotson_headstone-.jpg
"Joseph Kelly Brown, Sr.",Sergeant,Prince George's County Police Department,MD,Gunfire,1966-02-19,1966,Saturday,False,https://www.odmp.org/officer/2321-sergeant-joseph-kelly-brown-sr,https://www.odmp.org/media/image/officer/2321/125/2321.jpg
Robert J. McKenna,Private,United States Army Military Police Corps,US,Gunfire,1966-02-22,1966,Tuesday,False,https://www.odmp.org/officer/9037-private-first-class-robert-j-mckenna,https://www.odmp.org/media/image/officer/9037/125/9037.jpg
"Ernest Wilson Walters, Sr.",Deputy,Forsyth County Sheriff's Office,NC,Gunfire,1966-02-23,1966,Wednesday,False,https://www.odmp.org/officer/13807-deputy-sheriff-ernest-wilson-walters-sr,https://www.odmp.org/media/image/officer/13807/125/13807.jpg
Thomas F. Jackson,Patrolman,New Orleans Police Department,LA,Gunfire,1966-02-26,1966,Saturday,False,https://www.odmp.org/officer/7003-patrolman-thomas-f-jackson,https://www.odmp.org/media/image/officer/7003/125/7003.jpg
John Charles Smith,Policeman,Los Angeles Police Department,CA,Vehicular assault,1966-03-02,1966,Wednesday,False,https://www.odmp.org/officer/12432-policeman-john-charles-smith,https://www.odmp.org/media/image/officer/12432/125/c_smith-john-c.-lapd.jpg
Benjamin L. Sentell,Lieutenant,Georgia State Patrol,GA,Automobile crash,1966-03-03,1966,Thursday,False,https://www.odmp.org/officer/12032-lieutenant-benjamin-l-sentell,https://www.odmp.org/media/image/officer/12032/125/lieutenant-ben-sentell.jpg
George W. Bannister,Lieutenant,Baton Rouge Police Department,LA,Gunfire,1966-03-03,1966,Thursday,False,https://www.odmp.org/officer/1468-lieutenant-george-w-bannister,https://www.odmp.org/media/image/officer/1468/125/1468.jpg
Herman Peccarelli,Inspector,Orange Police Department,NJ,Gunfire,1966-03-09,1966,Wednesday,False,https://www.odmp.org/officer/10484-inspector-herman-peccarelli,https://www.odmp.org/media/image/officer/10484/125/10484.jpg
Max Leonard Altman,Deputy,Mason County Sheriff's Department,MI,Vehicular assault,1966-03-12,1966,Saturday,False,https://www.odmp.org/officer/1172-deputy-sheriff-max-leonard-altman,https://www.odmp.org/media/image/officer/1172/125/c_altman.jpg
Dessie Kea,Officer,Vidalia Police Department,GA,Gunfire,1966-03-17,1966,Thursday,False,https://www.odmp.org/officer/7351-officer-dessie-kea,https://www.odmp.org/media/image/officer/7351/125/7351.jpg
"Osmer Douglas ""Doug"" McFillen",Deputy,Calcasieu Parish Sheriff's Office,LA,Aircraft accident,1966-03-19,1966,Saturday,False,https://www.odmp.org/officer/19315-deputy-sheriff-osmer-douglas-doug-mcfillen,https://www.odmp.org/media/image/officer/19315/125/19315.jpg
John Henry Monk,Deputy,Calcasieu Parish Sheriff's Office,LA,Aircraft accident,1966-03-19,1966,Saturday,False,https://www.odmp.org/officer/19316-deputy-sheriff-john-henry-monk,https://www.odmp.org/media/image/officer/19316/125/19316.jpg
Rodney K. Wentling,Patrolman,Greenville / West Salem Police Department,PA,Gunfire,1966-03-21,1966,Monday,False,https://www.odmp.org/officer/14001-patrolman-rodney-k-wentling,https://www.odmp.org/media/image/officer/14001/125/rodney-wentling.jpg
James J. Rivers,Police,Milwaukee Police Department,WI,Gunfire,1966-03-21,1966,Monday,False,https://www.odmp.org/officer/11327-police-officer-james-j-rivers,https://www.odmp.org/media/image/officer/11327/125/11327.jpg
of  John A. Dolan,Chief,Passaic Township Police Department,NJ,Heart attack,1966-03-22,1966,Tuesday,False,https://www.odmp.org/officer/4159-chief-of-police-john-a-dolan,https://www.odmp.org/media/image/officer/4159/125/chief-of-police-john-dolan.jpg
Marvin Lee Stocker,Officer,Metropolitan Police Department,DC,Gunfire,1966-03-23,1966,Wednesday,False,https://www.odmp.org/officer/12848-officer-marvin-lee-stocker,https://www.odmp.org/media/image/officer/12848/125/12848.jpg
Ralph C. Dunn,Detective,Chicago Police Department,IL,Automobile crash,1966-03-24,1966,Thursday,False,https://www.odmp.org/officer/4384-detective-ralph-c-dunn,https://www.odmp.org/media/image/officer/4384/125/c_ralph-dunn.png
Michael R. Damasco,Patrolman,Oregon Police Department,OH,Automobile crash,1966-03-24,1966,Thursday,False,https://www.odmp.org/officer/3779-patrolman-michael-r-damasco,https://www.odmp.org/media/image/officer/3779/125/c_headstone.jpg
Charles Scott,Deputy,Dutchess County Sheriff's Office,NY,Drowned,1966-03-31,1966,Thursday,False,https://www.odmp.org/officer/11948-deputy-sheriff-charles-scott,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
George T. Mullikin,Inspector,Maryland Natural Resources Police,MD,Drowned,1966-04-01,1966,Friday,False,https://www.odmp.org/officer/9725-inspector-george-t-mullikin,https://www.odmp.org/media/image/officer/9725/125/9725.jpg
John William Wallin,Patrolman,North Carolina Highway Patrol,NC,Vehicle pursuit,1966-04-01,1966,Friday,False,https://www.odmp.org/officer/13784-patrolman-john-william-wallin,https://www.odmp.org/media/image/officer/13784/125/c_trooper-wallin.jpg
Michael Theodore Dafferner,Trooper,Tennessee Highway Patrol,TN,Automobile crash,1966-04-06,1966,Wednesday,False,https://www.odmp.org/officer/3747-trooper-michael-theodore-dafferner,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
"William L. Easson, Jr.",Police,Vallejo Police Department,CA,Gunfire,1966-04-07,1966,Thursday,False,https://www.odmp.org/officer/4445-police-officer-william-l-easson-jr,https://www.odmp.org/media/image/officer/4445/125/4445.jpg
"Calvin C. Thacker, Jr.",Police,Vallejo Police Department,CA,Gunfire,1966-04-07,1966,Thursday,False,https://www.odmp.org/officer/13193-police-officer-calvin-c-thacker-jr,https://www.odmp.org/media/image/officer/13193/125/13193.jpg
Herbert Milo Rolfe,Deputy,Oscoda County Sheriff's Department,MI,Heart attack,1966-04-07,1966,Thursday,False,https://www.odmp.org/officer/16599-deputy-sheriff-herbert-milo-rolfe,https://www.odmp.org/media/image/officer/16599/125/16599.jpg
James Cavanaugh,Officer,Fairfield Police Department,CT,Struck by vehicle,1966-04-11,1966,Monday,False,https://www.odmp.org/officer/2932-officer-james-cavanaugh,https://www.odmp.org/media/image/officer/2932/125/c_cavanaugh.jpg
Oscar Eugene Mills,Trooper,Indiana State Police,IN,Vehicle pursuit,1966-04-12,1966,Tuesday,False,https://www.odmp.org/officer/9391-trooper-oscar-eugene-mills,https://www.odmp.org/media/image/officer/9391/125/9391.jpg
Buford R. Bunch,Deputy,Jasper County Sheriff's Office,MS,Gunfire,1966-04-16,1966,Saturday,False,https://www.odmp.org/officer/2480-deputy-sheriff-buford-r-bunch,https://www.odmp.org/media/image/officer/2480/125/2480.jpg
Ernest Milton Brockman,Patrolman,Bridgeton Police Department,MO,Automobile crash,1966-04-18,1966,Monday,False,https://www.odmp.org/officer/2288-patrolman-ernest-milton-brockman,https://www.odmp.org/media/image/officer/2288/125/2288.jpg
Claude M. Fisher,Sergeant,Chicago Police Department,IL,Gunfire,1966-04-19,1966,Tuesday,False,https://www.odmp.org/officer/4864-sergeant-claude-m-fisher,https://www.odmp.org/media/image/officer/4864/125/4864.jpg
Darvin K. Hogg,Patrolman,Texas Department of Public Safety - Texas Highway Patrol,TX,Gunfire,1966-04-25,1966,Monday,False,https://www.odmp.org/officer/6598-patrolman-darvin-k-hogg,https://www.odmp.org/media/image/officer/6598/125/6598.jpg
O. J. Weldon,Police,Cumberland Police Department,KY,Gunfire,1966-04-30,1966,Saturday,False,https://www.odmp.org/officer/13970-police-officer-o-j-weldon,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
"Anthony Lukis, Jr.",Trooper,New Jersey State Police,NJ,Gunfire,1966-05-04,1966,Wednesday,False,https://www.odmp.org/officer/8322-trooper-anthony-lukis-jr,https://www.odmp.org/media/image/officer/8322/125/8322.jpg
Conservation  Robert B. Markle,Warden,Wisconsin Department of Natural Resources,WI,Vehicle pursuit,1966-05-08,1966,Sunday,False,https://www.odmp.org/officer/8556-conservation-warden-robert-b-markle,https://www.odmp.org/media/image/officer/8556/125/8556.jpg
Joe E. Phillips,Officer,Atlanta Police Department,GA,Motorcycle crash,1966-05-10,1966,Tuesday,False,https://www.odmp.org/officer/10635-officer-joe-e-phillips,https://www.odmp.org/media/image/officer/10635/125/officer-joe-phillips.jpg
Clifton T. Miller,Patrolman,Rossford Police Department,OH,Vehicle pursuit,1966-05-14,1966,Saturday,False,https://www.odmp.org/officer/9315-patrolman-clifton-t-miller,https://www.odmp.org/media/image/officer/9315/125/9315.jpg
Tommy E. Kendall,Trooper,Mississippi Department of Public Safety - Mississippi Highway Patrol,MS,Gunfire,1966-05-16,1966,Monday,False,https://www.odmp.org/officer/7454-trooper-tommy-e-kendall,https://www.odmp.org/media/image/officer/7454/125/7454.jpg
Special  Terry Ray Anderson,Agent,United States Department of Justice - Federal Bureau of Investigation,US,Gunfire,1966-05-17,1966,Tuesday,False,https://www.odmp.org/officer/1223-special-agent-terry-ray-anderson,https://www.odmp.org/media/image/officer/1223/125/1223.jpg
of  Burkett M. Miller,Chief,Ray Police Department,ND,Vehicle pursuit,1966-05-18,1966,Wednesday,False,https://www.odmp.org/officer/9312-chief-of-police-burkett-m-miller,https://www.odmp.org/media/image/officer/9312/125/9312.jpg
Samuel Eugene Rouvier,Deputy,Clermont County Sheriff's Office,OH,Automobile crash,1966-05-21,1966,Saturday,False,https://www.odmp.org/officer/11574-deputy-sheriff-samuel-eugene-rouvier,https://www.odmp.org/media/image/officer/11574/125/11574.jpg
Billy Melton Stevens,Deputy,Davidson County Sheriff's Office,TN,Heart attack,1966-05-22,1966,Sunday,False,https://www.odmp.org/officer/12783-deputy-sheriff-billy-melton-stevens,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Fred Nelson,Deputy,Lander County Sheriff's Office,NV,Automobile crash,1966-05-24,1966,Tuesday,False,https://www.odmp.org/officer/18245-deputy-sheriff-fred-nelson,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Kenneth F. Herriage,Patrolman,Shreveport Police Department,LA,Gunfire,1966-05-25,1966,Wednesday,False,https://www.odmp.org/officer/6428-patrolman-kenneth-f-herriage,https://www.odmp.org/media/image/officer/6428/125/6428.jpg
Earl M. Taylor,Deputy,Monroe County Sheriff's Office,TN,Gunfire,1966-05-25,1966,Wednesday,False,https://www.odmp.org/officer/13118-deputy-sheriff-earl-m-taylor,https://www.odmp.org/media/image/officer/13118/125/13118.jpg
John Bannon,Patrolman,New York City Police Department,NY,Gunfire (Inadvertent),1966-05-27,1966,Friday,False,https://www.odmp.org/officer/1469-patrolman-john-bannon,https://www.odmp.org/media/image/officer/1469/125/patrolman-john-bannon.jpg
Sammy McSpadden,Patrolman,Hazen Police Department,AR,Vehicle pursuit,1966-05-28,1966,Saturday,False,https://www.odmp.org/officer/9145-patrolman-sammy-mcspadden,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
"City  James Strong, Jr.",Marshal,Corydon Police Department,KY,Gunfire,1966-05-28,1966,Saturday,False,https://www.odmp.org/officer/12920-city-marshal-james-strong-jr,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
James Thomas,Patrolman,Pilot Mountain Police Department,NC,Gunfire,1966-06-02,1966,Thursday,False,https://www.odmp.org/officer/13217-patrolman-james-thomas,https://www.odmp.org/media/image/officer/13217/125/13217.jpg
Preston R. Butler,Police,Huntsville Police Department,AL,Motorcycle crash,1966-06-03,1966,Friday,False,https://www.odmp.org/officer/2614-police-officer-preston-r-butler,https://www.odmp.org/media/image/officer/2614/125/2614.jpg
Thomas Tinerella,Officer,Streamwood Police Department,IL,Vehicular assault,1966-06-03,1966,Friday,False,https://www.odmp.org/officer/13335-officer-thomas-tinerella,https://www.odmp.org/media/image/officer/13335/125/13335.jpg
Joseph E. Sanchez,Sergeant,Baton Rouge Police Department,LA,Gunfire,1966-06-06,1966,Monday,False,https://www.odmp.org/officer/11718-sergeant-joseph-e-sanchez,https://www.odmp.org/media/image/officer/11718/125/11718.jpg
"W. H. Bing, Jr.",Sheriff,DeKalb County Sheriff's Department,TN,Vehicular assault,1966-06-08,1966,Wednesday,False,https://www.odmp.org/officer/1860-sheriff-w-h-bing-jr,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Richard John Klass,Police,Daly City Police Department,CA,Gunfire,1966-06-09,1966,Thursday,False,https://www.odmp.org/officer/7602-police-officer-richard-john-klass,https://www.odmp.org/media/image/officer/7602/125/c_richard-klass-copy.jpg
Joseph Francis Gaetano,Patrolman,Pittsburgh Bureau of Police,PA,Gunfire,1966-06-10,1966,Friday,False,https://www.odmp.org/officer/5196-patrolman-joseph-francis-gaetano,https://www.odmp.org/media/image/officer/5196/125/5196.jpg
Michael G. Rusnak,Detective,Gary Police Department,IN,Gunfire,1966-06-11,1966,Saturday,False,https://www.odmp.org/officer/11634-detective-michael-g-rusnak,https://www.odmp.org/media/image/officer/11634/125/detective-michael-rusnak.jpg
John Gurnovich,Patrolman,South Brunswick Police Department,NJ,Heart attack,1966-06-12,1966,Sunday,False,https://www.odmp.org/officer/19202-patrolman-john-gurnovich,https://www.odmp.org/media/image/officer/19202/125/19202.jpg
"of  George Edward ""Ted"" Seman",Chief,Evart Police Department,MI,Gunfire,1966-06-13,1966,Monday,False,https://www.odmp.org/officer/12025-chief-of-police-george-edward-ted-seman,https://www.odmp.org/media/image/officer/12025/125/12025.jpg
