Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI
20210921OHMIM,https://www.fox19.com/2021/09/22/middletown-school-bus-hit-with-bb-gun-fire/,1,Local,3,2021-09-21,Fall,Middletown Preparatory and Fitness Academy,Middletown,OH,High,School Bus,School Bus,Yes,Dismissal,15:00:00,Occupied school bus shot by multiple BBs,An occupied school bus leaving the school was shot with multiple BBs. The school bus driver stopped and notified police. No students were injured. Parents drove to the bus to pick their children up. Shooter fled.,Intentional Property Damage,Neither,No,No,No,No,No,No,No,No,null,No
20210921KSEAW,https://www.ksn.com/news/crime/daytime-shooting-near-east-high-bold-and-disturbing/ https://www.kansas.com/news/local/crime/article254417103.html https://www.kwch.com/2021/09/21/shooting-near-wichita-east-high-school/ https://www.ksn.com/news/local/2-shot-near-east-high-school/,10,Local,4,2021-09-21,Fall,East High School,Wichita,KS,High,Front of School,Outside on School Property,Yes,Lunch,12:30:00,Three students shot outside school during lunch,Shots were fired from off the school campus in the direction of the school during lunch time. Three students were wounded and bullets struck the school building. Three teen suspects were arrested. The shooting was related to an ongoing dispute. The victims were targeted.,Escalation of Dispute,Both,Yes,No,No,No,No,No,No,No,null,No
20210922NYSOB,https://newyork.cbslocal.com/2021/09/22/teen-shot-near-brooklyn-schools/,1,Local,3,2021-09-22,Fall,South Shore High School,Brooklyn,NY,High,Front of School,Outside on School Property,Yes,School Start,08:45:00,"Teen shot outside school, ran inside for help",A 17-year-old teen was shot outside of the school. He ran into the building for help. Shooter fled. Police responded to the school and victim was transported to the hospital.,null,null,No,No,No,No,No,No,null,No,null,No
20210922CTLIN,https://www.nhregister.com/news/article/Official-Shots-fired-outside-New-Haven-school-16479194.php#photo-21496632 https://www.wfsb.com/news/shots-fired-outside-new-haven-school-while-children-were-outside-for-recess/article_c9159638-1bdf-11ec-bb35-7becf930a489.html,2,Local,3,2021-09-22,Fall,Lincoln-Bassett Community School,New Haven,CT,Elementary,Off School Property,Outside on School Property,Yes,Lunch,11:00:00,Shots fired while students were outside for recess,Shots were fired from a vehicle near the school while children were outside for recess. Security officers and staff moved students inside and locked down until police arrived. No students or staff were injured.,Drive-by Shooting,Neither,No,No,No,No,No,No,null,No,null,No
20210921FLLAL,https://www.actionnewsjax.com/news/local/search-person-who-shot-school-buses-with-bb-gun/f0db9bc2-2500-4047-963a-c3fcb2acd99f/ https://www.news4jax.com/news/local/2021/09/21/two-school-buses-shot-with-a-bb-gun-tuesday-morning/,2,Local,4,2021-09-21,Fall,Lake Asbury Elementary School,Lake Asbury,FL,Elementary,School Bus,School Bus,Yes,School Start,05:55:00,Windows of two occupied school buses broken by BBs,"Two school buses were shot with BBs 10 minutes apart near Lake Asbury Elementary School. The first bus was shot while parked. The second was shot on a nearby street. Both buses had a driver, monitor, and student on board. Shooter fled. No injuries.",Intentional Property Damage,Neither,No,No,No,No,No,No,No,No,null,No
20210915VASPS,https://wjla.com/news/local/virginia-woman-charged-after-child-brings-stun-gun-to-elementary-school https://www.wusa9.com/article/news/local/virginia/child-brought-stun-gun-to-fcps-school-used-it-on-classmates/65-fd9a8726-3799-4bdb-ae6a-a65b994386d5 https://www.msn.com/en-us/news/crime/police-child-brought-stun-gun-to-fcps-elementary-school-used-it-on-classmates/ar-AAODLQn?ocid=st,3,Local,4,2021-09-15,Fall,Springfield Estates Elementary,Springfield,VA,Elementary,Inside School Building,Inside School Building,Yes,Morning Classes,null,Student used stungun on 3 classmates in the school,An elementary school student used a stungun on 3 classmates inside the school at different times during the school day. Multiple students were seen with the weapon. Police were notified the following day. The 27-year-old female owner of the weapon was charged with delinquency of a minor for allowing access to the stun gun. None of the students stunned were injured.,null,null,null,No,No,No,No,No,No,No,null,No
20210924MDWIB,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-wildwood-parkway-shooting-20210925-foif3yhuzjahniqo7u35vophv4-story.html,1,Local,3,2021-09-24,Fall,Wildwood Elementary/Middle School,Baltimore,MD,K-8,Outside on School Property,Outside on School Property,No,Evening,19:11:00,Teen shot outside of school,18-year-old male was shot outside of the school. Shooter fled.,null,Victims Targeted,No,No,No,No,No,No,null,No,null,No
20210924ALFAF,https://www.cnn.com/2021/09/25/us/fairfield-alabama-football-game-shooting/index.html https://www.wkrg.com/news/one-injured-after-shots-fired-near-alabama-high-school-football-game/ https://www.saturdaydownsouth.com/sports/high-school-football-game-in-alabama-shut-down-after-shooting-at-stadium/,100,National,4,2021-09-24,Fall,Fairfield High Preparatory School,Fairfield,AL,High,Parking Lot,Outside on School Property,No,Sport Event,21:47:00,Shots fired at visiting fans in the parking lot,Multiple shots were fired at visiting fans in the parking lot outside of the football stadium. Shots were fired from an abandon house across the street. An adult male was struck and transported to the hospital. Police inside the stadium told players and fans to get down and take cover. The game was cancelled. ,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,No,null,No
20210924VAESE,https://fredericksburg.com/news/local/crime-and-courts/gunfire-shuts-down-essex-football-game-in-tappahannock/article_fc41645f-1e55-5548-8b72-3f533d6f4c26.html https://www.wric.com/news/crime/gunfire-disrupts-essex-high-school-football-game/ https://fredericksburg.today/2021/09/25/shots-fired-in-essex-high-school-parking-lot-stops-friday-night-football-game/ https://www.wtvr.com/news/local-news/essex-football-game-violence,10,Local,4,2021-09-24,Fall,Essex High School,Essex,VA,High,Football Field/Track,Outside on School Property,No,Sport Event,20:20:00,Shots fired near ticket booth and softball field during football game,Shots were fired when a fight broke out near the ticket booth at the football stadium. Police stopped the football game and stadium followed emergencies procedures. The fight continued and shots were fired near the softball field 10 minutes later. 2 deputies were injured breaking up the fight. No one was struck by gunfire. Shooter fled.,Escalation of Dispute,Neither,No,No,No,No,No,No,null,No,10,No
20210903NCJUC,https://www.wsoctv.com/news/local/gunfire-erupts-end-high-school-football-game-police-say/RSMEYEGDR5HEHEKHZ3YPQ2QLLY/ https://www.wral.com/shots-fired-during-high-school-football-game-in-charlotte/19858153/,2,Local,4,2021-09-03,Fall,Julius Chambers High School,Charlotte,NC,High,Football Field/Track,Outside on School Property,No,Sport Event,21:30:00,Multiple shots fired near stadium gate following football game,Multiple shots were fired at the end of the high school football game while the parking lot was being cleared. Attendees and players still inside the stadium self-evacuated or took cover. Shooter fled. No injuries. Police recovered 4 shell casings near the visitor gate. No fights or issues were reported during the game.,null,Neither,No,No,No,No,No,No,No,No,4,No
20210903CABUB,https://abc7.com/body-cam-video-released-buena-park-officer-involved-shooting-man-shoots-at-school-bus-police-chase/11251250/ https://www.foxla.com/news/bus-driver-was-shooters-estranged-husband-buena-park https://mynewsla.com/crime/2021/09/07/buena-park-police-suspect-killed-in-shooting-at-bus-was-compton-man/ https://www.nbclosangeles.com/news/local/police-fatally-shoot-pursuit-suspect-who-crashed-into-buena-park-school-district-parking-lot/2686134/ https://www.latimes.com/california/story/2021-09-03/one-person-dead-after-shooting-involving-buena-park-police,10,Regional,4,2021-09-03,Fall,Buena Park School District Bus,Buena Park,CA,null,School Bus,School Bus,Yes,Dismissal,13:58:00,"Man fired shot at occupied school bus, attempting to kill wife (bus driver)","A man fired multiple shots from his vehicle at an occupied school bus. An officer witnessed the shooting and pursued the vehicle. After a brief chase, the bus crashed through a locked gate onto school district property. The officer fired shots at the armed driver and fatally struck him. The shooter was attempting to kill his estranged wife who was the bus driver. A student was on the bus during the shooting. Driver active domestic violence restraining order against the shooter.",Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,null,No
20210927ILCAC,https://www.lakemchenryscanner.com/2021/09/24/police-arrest-juvenile-who-brought-bb-gun-to-crystal-lake-elementary-school-shot-other-kids/,1,Local,4,2021-09-27,Fall,Canterbury Elementary School,Crystal Lake,IL,Elementary,Playground,Outside on School Property,Yes,Lunch,12:00:00,"Police called for student with gun on the playground, arrested student with BB gun",Police were called for a student with a gun on the playground. Police arrested a juvenile in possession of a BB gun. Multiple students were shot and sustained minor injuries. ,null,null,No,No,No,No,null,No,No,No,null,No
20210827PAACS,https://www.nbcphiladelphia.com/news/local/2-charged-in-gunfire-outside-high-school-football-game-that-killed-little-girl/3042762/ https://abc7chicago.com/academy-park-high-school-shooting-fanta-bility-pa-pennsylvania/10988723/ https://6abc.com/fanta-bility-shooting-academy-park-high-school-football-sharon-hill-police-officers-district-attorney-jack-stollsteimer/11053543/ https://www.bgdailynews.com/news/national/prosecutor-police-shots-hit-4-outside-game-killing-girl-8/article_e5fff831-e588-5b34-b421-0911a1ad85d5.html,100,National,4,2021-08-27,Fall,Academy Park High School,Sharon Hill,PA,High,Football Field/Track,Outside on School Property,No,Sport Event,21:00:00,Three officers fired into crowd following football game,"Two teens, 16 and 18, fired shots at each other near the exit to the football field. One bystander was struck in the crossfire. Three police officers responded to the shots by firing multiple shots into the crowd that was exiting the football game. Shots were fired a block away from the stadium just prior to the officers' firing and a fight also occurred between multiple young males nearby. An 8-year-old female was fatally shot. 2 juveniles and 2 unidentified persons were wounded. Initial ballistics analysis showed 4 of the 5 victims were struck by shots fire by the officers. Area was searched and no other weapons were recovered.",Escalation of Dispute,Random Shooting,null,No,No,Yes,No,No,No,No,null,No
20210902GAWOS,https://www.ajc.com/news/breaking-3-henry-schools-on-lockdown-due-to-suspicious-person/J6LSPTV7XVALNDGZOJVBSZJK2E/,1,Local,3,2021-09-02,Fall,Woodland High School,Stockbridge,GA,High,Outside on School Property,Outside on School Property,Yes,Morning Classes,10:30:00,"Man outside of school waving gun, school locked down",An adult male was walking around the outside of the school waving a handgun. School went on lockdown and police were dispatched for an active shooter. Police arrested the man and recovered a handgun. No shots were fired. He was under the influence of narcotics at the time of the incident. School was locked down for 3.5 hours and then dismissed. ,Illegal Activity,Neither,No,No,No,No,No,No,No,No,0,No
20210902NMALA,https://www.kob.com/albuquerque-news/apd-responding-to-shots-fired-at-ne-albuquerque-school/6225079/ https://www.krqe.com/news/albuquerque-metro/sandia-high-teen-accused-of-opening-fire-outside-school/,2,Local,4,2021-09-02,Fall,Albuquerque Christ Lutheran Church and School,Albuquerque,NM,K-8,Parking Lot,Outside on School Property,Yes,Lunch,12:30:00,Student fired shots at vehicle in the parking lot,A 16-year-old student at Sandia High School walked across the street to Christ Lutheran School to engage a group of teens who were coming to fight him. Teen fired multiple shots at a vehicle. Someone also fired from the vehicle at the teen. Shooter was shot in the leg. Shooter was transported to hospital in a personal vehicle. Gunshots were heard at the high school and the building went into lockdown. Shooter was known to carry a weapon on a regular basis.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,null,No,null,No
20210928MESOS,https://wgme.com/news/local/south-portland-police-on-scene-near-high-school https://www.pressherald.com/2021/09/28/person-found-with-gunshot-wound-near-south-portland-high-school/ https://www.newscentermaine.com/article/news/crime/person-shot-near-south-portland-high-school-official-says/97-afe151d5-1805-4c40-a31a-5291d8dde3a9 https://www.wmtw.com/article/person-shot-near-south-portland-high-school/37781378#,4,Local,4,2021-09-28,Fall,South Portland High School,South Portland,ME,High,Parking Lot,Outside on School Property,No,Evening,20:38:00,Teen shot in school parking lot,A teen was shot in the parking lot of the school. Shooter fled. Police said the shooting was targeted and isolated to just the shooter and the victim.,null,Victims Targeted,No,No,No,No,No,No,No,No,null,No
20210902CASAL,https://www.dailynews.com/2021/09/14/2-minors-arrested-in-shooting-of-santee-student-in-south-la/ https://losangeles.cbslocal.com/2021/09/02/shooting-santee-high-school-maple-primary-center/ https://www.foxla.com/news/shooting-at-santee-high-school-leaves-two-injured https://www.nbclosangeles.com/news/local/school-in-south-la-locked-down-as-police-respond-to-reports-of-shots-fired/2685232/,20,Regional,4,2021-09-02,Fall,Santee High School,Los Angeles,CA,High,Outside on School Property,Outside on School Property,Yes,Afternoon Classes,14:00:00,Fight between students escalated into shooting,"During a gang related fight between students on the parameter of the campus, the loser of the fight pulled out a handgun and shot the other student involved in the leg. School was locked down. Shooter fled and was arrested the following day. Injured student was transported to the hospital. Police said the fight was part of an on-going gang rivalry at the school.",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,Yes,No,null,No
20210830FLOKW,https://cbs12.com/news/local/pbc-mom-complains-about-safety-on-buses-after-her-daughter-was-shot-with-a-pellet-gun,1,Local,3,2021-08-30,Fall,Okeeheelee Middle School,West Palm Beach,FL,Middle,School Bus,School Bus,Yes,Dismissal,14:30:00,Female student shot in the neck with a pellet gun on the school bus,A female student was shot in the neck with a pellet gun on the school bus. The incident was not reported by the bus driver. The shooter was suspended multiple days later after the school investigated at the request of the victim's parent.,null,null,null,No,No,No,No,No,No,No,null,No
20210830MDNEO,https://www.wmar2news.com/news/local-news/police-investigating-shots-fired-in-owings-mills-monday-afternoon,1,Local,3,2021-08-30,Fall,New Town High School,Owings Mills,MD,High,Outside on School Property,Outside on School Property,Yes,Dismissal,15:00:00,Adult male fired shots during fight outside the school,A 34-year-old male fired shots during a fight outside the school. No one was injured. Shooter was arrested. ,Escalation of Dispute,Neither,No,No,No,No,No,No,null,No,null,No
20210830NJWEN,https://www.nj.com/crime/2021/08/teen-fatally-shot-in-newark-was-on-his-way-home-from-safe-space-program-mayor-says.html https://www.rlsmedia.com/article/shooting-near-newarks-west-side-high-school-leaves-teen-boy-dead,2,Local,4,2021-08-30,Fall,West Side High School,Newark,NJ,High,Front of School,Outside on School Property,Yes,Evening,20:30:00,Teen fatally shot leaving night program at the school,A teenage student was fatally shot leaving a night program at the school. He was shot multiple times in front of the school and ran 1/2 block before collapsing in the street. Shooter fled.,null,Victims Targeted,No,No,No,No,No,No,null,No,null,No
20210929OHSHS,https://www.cleveland19.com/2021/09/30/shot-fired-after-middle-school-football-game-east-cleveland/,1,Local,4,2021-09-29,Fall,Shaker Heights Middle School,Shaker Heights,OH,Middle,Parking Lot,Outside on School Property,No,Sport Event,18:30:00,Shot fired in school parking lot during football game,A shot was fired during a large fight in the parking lot of the school during a middle school football game. Police received a description of the vehicle with the shooter and stopped it nearby. Female shooter did not have a permit for the weapon and said she fired into the air to breakup the fight. A handgun with a round that misfired was recovered. No injuries reported. Game was suspended. ,Escalation of Dispute,Neither,No,No,No,No,No,No,No,No,1,No
20210924TNSTS,https://rutherfordsource.com/suspects-arrested-gunfire-school-parking-lot-friday/ https://www.wkrn.com/news/crime-tracker/no-one-hurt-after-shots-fired-in-parking-lot-at-stewarts-creek-high-school-football-game/ https://www.wsmv.com/news/two-arrested-for-after-shots-fired-in-school-parking-lot/article_767a6532-216d-11ec-b3ba-73829a6dc668.html,3,Local,4,2021-09-24,Fall,Stewarts Creek High School,Smyrna,FL,High,Parking Lot,Outside on School Property,No,Sport Event,20:30:00,Teen fired shots into the air during a fight in the parking lot during a football game,An 18-year-old male fired shots from a handgun into the air during a fight in the school parking lot near the football field. A SRO saw the muzzle flashes and was able to identify the shooter. A 17-year-old teen was seen with a rifle running from the area but did not fired the weapon. Both teens were arrested the week after the incident. ,Escalation of Dispute,Neither,No,null,No,No,No,No,No,No,null,No
20210930TNCUM,https://www.wreg.com/news/fight-prompted-shooting-at-memphis-elementary-school/ https://abcnews.go.com/US/boy-shot-memphis-school-critical-condition-suspect-large/story?id=80328357 https://dailymemphian.com/article/24432/child-shot-soulsville-cummings-elementary-school https://www.commercialappeal.com/story/news/crime/2021/09/30/one-injured-shooting-memphis-cummings-elementary-school/5929880001/,100,National,4,2021-09-30,Fall,Cummings Elementary School,Memphis,TN,K-8,Hallway,Inside School Building,Yes,Morning Classes,09:15:00,Student shot student in the stairwell then fled in vehicle,"A 13-year-old male student shot another 13-year-old male student during a fight in the stairwell of the school during morning classes, then fled in a vehicle. No other students were in the stairwell when the shooting occurred. It was recorded on CCTV. The school was placed on lockdown. Students were evacuated by police to a church across the street where they were released to their parents. Shooter turned himself in at the police station.",Escalation of Dispute,Victims Targeted,Yes,No,No,No,null,No,null,null,1,No
20210827VAFRW,https://www.wric.com/news/crime/woodbridge-teenager-arrested-in-nc-for-shooting-into-a-crowd-at-freedom-high-school/ https://www.nbcwashington.com/news/local/northern-virginia/17-year-old-charged-with-shooting-2-teens-after-high-school-football-game-in-virginia/2792728/ https://wtop.com/prince-william-county/2021/08/police-investigate-shooting-in-parking-lot-of-woodbridge-high-school-after-football-game/,50,Regional,4,2021-08-27,Fall,Freedom High School,Woodbridge,VA,High,Parking Lot,Outside on School Property,No,Sport Event,21:10:00,Teen fired shots into the crowd following football game,17-year-old student was involved with fight between two groups of students in the parking lot as the football game ended. Shooter fired shots into the crowd striking two bystanders. A 15-year-old male student and 14-year-old female student were wounded. The shooter fled the scene and was arrested in North Carolina with his family on vacation the following week.,Escalation of Dispute,Both,null,No,No,No,No,No,No,No,null,No
20210930MSNEN,https://www.wjtv.com/news/local/child-airlifted-to-hospital-after-shooting-at-newton-elementary-school/ https://www.wsaz.com/2021/09/30/child-shot-elementary-school-mississippi/ https://www.the-sun.com/news/3770610/newton-elementary-school-shooting-child/,3,Local,4,2021-09-30,Fall,Newton Elementary School,Newton,MS,Elementary,Outside on School Property,Outside on School Property,Yes,Dismissal,16:30:00,1st grader shot when gun inside backpack discharged,A 1st grade student was shot during dismissal when a gun in the backpack of another 1st grade student discharged. Victim was struck in the leg and airlifted to a trauma center. Police said the shooting was accidental.,Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,No
20190809NJWEN,https://www.nj.com/news/2019/08/16-year-old-arrested-for-shooting-2-teens-outside-newark-school-police-say.html https://www.rlsmedia.com/article/breaking-newark-nj-two-shot-outside-west-side-high-school,2,Local,4,2019-08-09,Fall,West Side High School,Newark,NJ,High,Front of School,Outside on School Property,No,Night,21:22:00,Two teens shot in front of the school,A 13-year-old and 18-year-old were shot in front of the school. Shooter fled the scene. 16-year-old shooter was arrested on 8/17/2019 and charged. Shooter was visiting from Connecticut and not a student at the school.,null,null,No,No,No,No,No,No,null,No,null,No
20211001TXYEH,https://www.khou.com/article/news/local/houston-school-shooting-report/285-55f3db2d-9784-48db-b496-3e1941d8e211 https://www.click2houston.com/news/local/2021/10/01/active-shooter-reported-at-yes-prep-southwest-secondary-authorities-say/ https://abc13.com/yes-prep-southwest-houston-school-active-shooting-today-whats-happening-at/11069057/,100,Regional,4,2021-10-01,Fall,YES Prep,Houston,TX,High,Entryway,Inside School Building,Yes,Morning Classes,11:45:00,Former student attacked school targeting specific staff member,"A 25-year-old male former student, armed with a rifle, tried to open locked doors and then fired shots to break the glass front door. He then fired shots at the school principal. Family reported he had a history of mental illness and was hearing voices at the time of the shooting. Shooter admitted shooting to police and said that the principal was not his target, he was looking for another staff member. Shooter surrendered when officers arrived. No students were injured. School was locked down and then evacuated. Principal was transported to hospital with graze wound to the back. Classes cancelled for next 3 days. ",Psychosis,Both,No,No,No,No,No,No,No,No,4,Yes
20211001INBEI,https://www.wishtv.com/news/crime-watch-8/teen-shot-at-ben-davis-hs-football-game-against-carmel-another-teen-in-custody/ https://fox59.com/news/ben-davis-coach-responds-after-shooting-outside-football-stadium-cuts-game-short/ https://www.wdrb.com/news/16-year-old-boy-shot-outside-high-school-football-game-in-indianapolis/article_a1ce5398-23c9-11ec-9d00-1f90653e1288.html,5,Local,4,2021-10-01,Fall,Ben Davis High School,Indianapolis,IN,High,Football Field/Track,Outside on School Property,No,Sport Event,21:00:00,Teen shot by another teen at the stadium gate during a football game,"An 18-year-old teen shot a 16-year-old teen need the gate to the football stadium. 5-6 shots were fired. Players ran off the field and the stands were evacuated. Game was televised and the shots could be heard on the TV broadcast. Police said neither were students at the school. Stadium had metal detectors, shooting occurred by the ticket office before the screening. The shooter fled and was chased by campus police. He was arrested near the campus. Shooter involved in two prior shootings in area and other violent incidents.",Illegal Activity,Victims Targeted,No,No,No,No,No,No,null,No,6,No
20211001NCSEF,https://abc11.com/seventy-first-high-school-71st-shooting-football/11070742/ https://www.wral.com/2-teens-hurt-in-shooting-following-high-school-football-game-in-fayetteville/19905531/ https://www.fayobserver.com/story/news/2021/10/02/fayetteville-football-game-shooting-2-injured-after-seventy-first-game-friday-night/5967044001/,5,Local,4,2021-10-01,Fall,Seventy-First High School,Fayetteville,NC,High,Parking Lot,Outside on School Property,No,Sport Event,22:00:00,Two teens shot in parking lot following football game,"A 19-year-old and 18-year-old were shot in the parking lot following the high school football game. A vehicle was also struck. Shooter fled. The following day, a 15-year-old was arrested for threating a mass shooting at the school in retaliation for the shooting. ",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,Yes,No,null,No
20211001NJCHC,https://www.inquirer.com/news/shooting-cherry-hill-west-high-school-20211002.html https://6abc.com/cherry-hill-police-shots-fire-shooting/11072449/ https://philadelphia.cbslocal.com/2021/10/02/cherry-hill-west-high-school-football-game-shooting/,3,Regional,4,2021-10-01,Fall,Cherry Hill West High School,Cherry Hill,NJ,High,Football Field/Track,Off School Property,No,Sport Event,20:45:00,Male fired 8 shots at the football stadium stands then fled,An unidentified male fired 8 shots from outside the stadium in the direction of the football stadium visitor side stands and then fled. No one was struck. Police recovered shell casings.,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,null,No,8,No
20211001NCNOD,https://www.cbs17.com/news/local-news/durham-county-news/17-year-old-shot-following-durham-high-school-football-game/ https://abc11.com/durham-shooting-stadium-drive-county-northern-hs-football/11072500/ https://www.newsobserver.com/news/local/crime/article254710472.html https://www.wavy.com/news/north-carolina/17-year-old-shot-after-durham-high-school-football-game-up-to-15-gunshots-fired-parent-says/,5,Local,4,2021-10-01,Fall,Northern High School,Durham,NC,High,Football Field/Track,Outside on School Property,No,Sport Event,21:42:00,Vehicle drove onto grass near stadium and fired 10-15 shots as crowd was exiting,A vehicle drove onto the grass near the stadium exit and fired 10-15 shots as fans were exiting. A 17-year-old was wounded and multiple vehicle were struck. Shooter fled.,Drive-by Shooting,Random Shooting,null,No,No,No,No,No,null,No,15,No
20211004PASCP,https://www.wrex.com/news/top-stories/two-officers-shot-near-philadelphia-school-related-shooting-at-nearby-hospital/article_7b3f5b44-24e8-11ec-b4d3-ef1ba88d79d7.html https://www.nbcphiladelphia.com/news/local/person-shot-inside-jefferson-hospital-shooter-flees/2979652/ https://6abc.com/philadelphia-hospital-shooting-thomas-jefferson-university-center-city-philly/11077698/,10,Regional,4,2021-10-04,Fall,School of the Future,Philadelphia,PA,High,Outside on School Property,Outside on School Property,No,Night,01:25:00,"Active shooter fled workplace shooting scene, shootout with police behind school","An adult male with a semi-auto rifle, handgun, and wearing body armor shot 2 coworkers at Center City Hospital. He fled on foot and was engaged by 4 officers behind the high school. Two officers were shot. Shooter was shot multiple times and transported in critical condition. School was switched to virtual learning due to shooting. ",null,Both,No,No,No,No,No,null,No,No,100,Yes
20211004OHWOT,https://www.wlwt.com/article/police-student-shot-in-arm-outside-of-woodward-high-school/37858634# https://www.fox19.com/2021/10/04/shooting-reported-outside-woodward-high-school-police-say/,2,Local,4,2021-10-04,Fall,Woodward High School,Toledo,OH,High,Off School Property,Off School Property,No,After School,16:30:00,"Student shot across the street, ran to school for assistance",A 17-year-old student was with a group of student in the parking lot across from the high school when he was shot. The shooter fled. The student ran to the school for assistance. Teachers and staff still at the school locked down the building. Police and EMS responded to the school and the student was transported to the hospital. ,null,null,No,No,No,No,No,No,null,No,null,No
20211005NDHEH,https://www.kxnet.com/news/local-news/active-shooting-incident-reported-at-hettinger-public-school-one-student-involved/ https://www.valleynewslive.com/2021/10/04/one-student-hospitalized-after-shooting-hettinger-public-school/ https://hot975fm.com/hettinger-public-school-shooting/ https://bismarcktribune.com/news/state-and-regional/student-injured-in-hettinger-shooting-suffered-self-inflicted-wound-counseling-offered-to-other-students/article_9550140c-b21b-5867-a1ad-2e6f2c02e09a.html,5,Local,4,2021-10-05,Fall,Hettinger Public School,Hettinger,ND,K-12,Classroom,Inside School Building,Yes,Morning Classes,09:39:00,Student walked into classroom and shot self in front of the class,A student walked into a classroom and shot him/herself in front of the class. School was locked down and then dismissed. Classes cancelled the following day.,Suicide/Attempted,Victims Targeted,No,No,No,No,null,No,No,No,1,No
20211005NCGAC,https://www.wcnc.com/article/news/crime/garinger-high-school-lockdown-police-activity/275-eaf117ce-5111-49d9-9fd9-95631a450dce https://www.charlotteobserver.com/news/local/article254768892.html https://www.wbtv.com/2021/10/05/school-officials-gun-found-charlotte-high-school-during-lockdown-after-shots-fired-near-school/,10,Local,4,2021-10-05,Fall,Garinger High School,Charlotte,NC,High,Front of School,Outside on School Property,Yes,Morning Classes,07:00:00,"Student fired shot at vehicle and then ran inside the school, lockdown, gun recovered",A teenage student fired shots at a vehicle on the street in front of the school. Shot may have been fired from the vehicle at the student. The shooter then ran into the school. The school was locked down and search by police. Police recovered a loaded handgun and 2 magazines. Student was arrested.,Drive-by Shooting,Victims Targeted,Yes,null,No,No,No,No,null,No,null,No
20210923IDRIR,https://www.postregister.com/star/news/jefferson-joint-school-dist-moving-forward-after-another-gun-incident/article_e7b6f146-3426-5c60-a8c7-4668519062a5.html,5,Local,4,2021-09-23,Fall,Rigby Middle School,Rigby,ID,Middle,Bathroom,Inside School Building,Yes,Morning Classes,null,Emotionally distressed student with a gun in the bathroom detained by SRO,"Staff members were notified of an emotionally distressed female student in the bathroom. When a staff member checked on the student, they saw a gun and notified the SRO. The SRO was able to deescalate the situation, secure the weapon, and detain the student. The school was locked down during the incident. ",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,0,No
20211004ILLAC,https://chicago.cbslocal.com/video/6072449-video-of-shooting-outside-lakeview-high-school/,1,Local,4,2021-10-04,Fall,Lakeview High School,Chicago,IL,High,Parking Lot,Outside on School Property,null,null,null,Shots fired in school parking lot,CCTV footage shows more than 12 shots fired in the school parking lot. No other information available.,null,null,null,No,No,No,No,No,null,No,12,No
20211006TXTIA,https://www.star-telegram.com/news/local/crime/article255930861.html https://dfw.cbslocal.com/2021/10/21/parents-safety-concerns-mansfield-isd-town-hall-campus-security-school-shooting/ https://www.star-telegram.com/news/local/crime/article254804532.html https://www.cnn.com/2021/10/06/us/timberview-high-school-shooting-texas/index.html https://www.npr.org/2021/10/06/1043697781/texas-high-school-timberview-shooting,999,International,4,2021-10-06,Fall,Timberview High School,Arlington,TX,High,Classroom,Inside School Building,Yes,Morning Classes,09:15:00,Shots fired during fight inside a classroom,"Shots were fired by an 18-year-old student during a fight inside the classroom. Shooter was in a classroom when another student, 15-year-old male, walked in and started to fight with the shooter, witnesses said, according to an arrest warrant affidavit supporting shooters’ arrest. 15-year-old student was critically injured. A 25-year-old teacher was shot in the back. A female student was grazed. A student also sustained a none gunshot injury. Four people were transported to the hospital. Shooter fled the scene and was arrested away from the school. School was placed on lockdown, searched by police, and students were evacuated from the building to an alternate location to reunite with parents. Police investigation showed no signs of bullying prior to the shooting. ",Escalation of Dispute,Both,No,No,No,No,No,No,No,No,6,No
20211007PAANP,https://6abc.com/philadelphia-shooting-antonia-pantoja-charter-school-shot-north-american-street/11095552/ https://philadelphia.cbslocal.com/video/6076428-antonia-pantoja-charter-staff-finds-bullet-holes-fragments-in-cafeteria/,4,Local,4,2021-10-07,Fall,Antonia Pantoja Charter School,Philadelphia,PA,K-8,Cafeteria,Both Inside/Outside,No,Night,null,"Multiple shots broke windows of the cafeteria, bullets found inside","Multiple shots were fired at the school breaking windows during the night. When staff arrived in the morning, they reported the damage to police. Bullet fragments were recovered inside the school.",Intentional Property Damage,Neither,null,No,No,No,No,No,null,No,null,No
