name,club,position,height_cm,foot,age,rating,position_second,height_inches
Samuel Moutoussamy,FC Nantes,DM,174,Right,26,83,M(C),68.5
Tom Cleverley,Watford,DM,175,Right,33,83,"M,AM(C)",68.9
Vladyslav Kabayev,Dynamo Kyiv,M(C),176,Right,27,83,"AM,F(RLC)",69.29
Todor Nedelev,Botev Plovdiv,AM(RLC),176,Left,29,83,F(RL),69.29
Gianluca Busio,Venezia FC,M(C),170,Both,20,83,AM(RLC),66.93
Mimoun Mahi,FC Utrecht,AM,174,Right,28,83,F(RLC),68.5
Umut Meras,Beşiktaş JK,D,175,Left,26,83,"DM,M(L)",68.9
Mehdi Zeffane,Clermont Foot 63,D,174,Right,30,83,DM(RL),68.5
Tjaronn Chery,Maccabi Haifa,AM(RLC),170,Left,34,83,F(RL),66.93
Fede Vico,CD Leganés,AM(RLC),176,Left,28,83,F(RL),69.29
Khoren Bayramyan,FC Rostov,M(RL),169,Right,30,83,AM(RLC),66.54
Nino Paraíba,Ceará SC,D,168,Right,36,83,"DM,M(R)",66.14
Borja García,Girona FC,AM(RLC),176,Right,32,83,,69.29
Tibor Halilović,SC Heerenveen,DM,176,Right,27,83,"M,AM(C)",69.29
Ben Osborn,Sheffield United,D,175,Left,28,83,"DM(L),M(RLC)",68.9
Jonathan Sabbatini,FC Lugano,DM,175,Right,34,83,"M,AM(C)",68.9
Javier Cabrera,Argentinos Juniors,AM(RLC),168,Right,30,83,,66.14
Joe Allen,Swansea City,DM,168,Right,32,83,"M,AM(C)",66.14
Rémi Walter,Sporting KC,DM,174,Left,27,83,M(C),68.5
Rodri Sánchez,Real Betis,M(C),170,Left,22,83,AM(RLC),66.93
Kostas Galanopoulos,AEK Athens,DM,172,Right,24,83,M(C),67.72
Giannis Fetfatzidis,Al Sailiya,AM(RLC),168,Both,31,83,F(RL),66.14
Nicola Zalewski,AS Roma,M,170,Right,20,83,AM(LC),66.93
Jonathan Lewis,Colorado Rapids,AM(RL),170,Right,25,83,F(RLC),66.93
Natailton Joãozinho,FC Sochi,AM(RLC),168,Left,33,83,F(RL),66.14
Damascena Welington,São Paulo FC,D,175,Left,21,83,"DM,M(L)",68.9
Ronald Matarrita,FC Cincinnati,D,175,Left,28,83,"DM,M(L)",68.9
Diego Zabala,Nacional,M(RL),170,Right,31,83,AM(RLC),66.93
Sho Sasaki,Sanfrecce Hiroshima,D(LC),176,Left,33,83,,69.29
Javi Ontiveros,Villarreal CF,AM,172,Right,25,83,F(RL),67.72
Gustavo Mosquito,Corinthians,AM,168,Right,25,83,F(RL),66.14
Hugo Vetlesen,FK Bodø/Glimt,M,168,Right,22,83,AM(RLC),66.14
Pablo Galdames,Genoa CFC,D(R),175,Right,25,83,"DM,M(C)",68.9
Lucas Villafañez,APOEL,AM(RLC),168,Right,31,83,F(RL),66.14
Michal Trávnik,Sparta Praha,DM,175,Left,28,83,"M,AM(C)",68.9
Felipe Gutiérrez,Universidad Católica,DM,170,Left,32,83,"M,AM(C)",66.93
Enzo le Fée,FC Lorient,M(C),170,Right,22,83,AM(RLC),66.93
Joan Sastre,PAOK,D,174,Right,25,83,DM(R),68.5
César Falletti,Ternana Calcio,M(C),170,Right,29,83,AM(RLC),66.93
Gabriel Veron,FC Porto,AM(RL),174,Right,20,83,F(RLC),68.5
Mats Möller Daehli,1. FC Nürnberg,AM(RLC),168,Right,27,83,,66.14
Christian Atsu,Hatayspor,AM(RLC),172,Left,30,83,F(RL),67.72
Ignacio Saavedra,Universidad Católica,DM,172,Right,23,83,M(C),67.72
David Pavelka,Sparta Praha,DM,174,Right,31,83,"M,AM(C)",68.5
José Manuel Arnáiz,CD Leganés,AM,175,Right,27,83,F(RLC),68.9
Jean Kouassi,Trabzonspor,AM(RL),174,Both,28,83,F(RLC),68.5
Grigoris Kastanos,US Salernitana,DM(C),176,Left,24,83,"M,AM(RC)",69.29
Juan Iturbe,Aris Thessaloniki,AM,170,Left,29,83,F(RL),66.93
Ghayas Zahid,MKE Ankaragücü,M(C),173,Right,28,83,AM(RLC),68.11
Chang-Hoon Kwon,Suwon Bluewings,AM(RLC),174,Left,28,83,F(RL),68.5
Daniel Johnson,Preston North End,M,173,Left,30,83,AM(LC),68.11
Billy Sharp,Sheffield United,F(C),175,Right,36,83,,68.9
Ángelo Henríquez,Miedź Legnica,F(C),175,Right,28,83,,68.9
Andrey Ramos,Coritiba,DM,176,Right,24,83,"M,AM(C)",69.29
Ahmed Fathi,Pyramids FC,D,175,Right,38,83,"M(R),DM(RC)",68.9
Oscar Dorley,SK Slavia Praha,D,174,Left,24,83,"DM(L),M,AM(LC)",68.5
Rayan Cherki,Olympique Lyonnais,AM(RLC),175,Both,19,83,,68.9
Bruno Costa,FC Porto,D(R),174,Right,25,83,"DM,M(RC)",68.5
Rodrigo Fernández,Club Guaraní,DM,172,Right,26,83,M(C),67.72
Jordan Sierra,Deportivo Toluca,DM,167,Right,25,83,M(C),65.75
Julian Green,SpVgg Greuther Fürth,DM,172,Both,27,83,"M,AM(C)",67.72
Omar Abdulrahman,Al Wasl,M(C),173,Left,31,83,AM(RLC),68.11
Santi Arzamendia,Cádiz CF,D,174,Left,24,83,"DM,M(L)",68.5
Cristian Tabó,Cruz Azul,AM,174,Right,28,83,F(RLC),68.5
Pereira Rossi,Al Faisaly FC,AM(RLC),170,Right,29,83,F(RL),66.93
Callum Styles,Barnsley,M,167,Left,22,83,AM(RLC),65.75
Quique González,SD Eibar,F(C),175,Left,32,83,,68.9
Gotoku Sakai,Vissel Kobe,D,176,Right,31,83,DM(RL),69.29
Lucas Fernandes,Portimonense SC,M,176,Right,25,83,AM(C),69.29
Yeison Gordillo,Junior FC,DM(C),176,Right,30,83,M(RLC),69.29
Jonatan Gómez,Argentinos Juniors,M(C),173,Right,32,83,AM(RLC),68.11
Bruno Pacheco,Ceará SC,D,174,Left,30,83,"DM,M(L)",68.5
Harvey Elliott,Liverpool,M(C),170,Left,19,83,AM(RLC),66.93
Omar Gaber,Zamalek SC,D(RL),174,Right,30,83,"DM,M(RLC)",68.5
Pablo Hervías,Málaga CF,D,174,Right,29,83,"DM,M(R),AM(RL)",68.5
Matías García,FC Juárez,D,174,Left,31,83,"DM,M(L),AM(RLC)",68.5
Achraf Bencharki,Al Jazira,AM,176,Left,28,83,F(RLC),69.29
José Pozo,Rayo Vallecano,AM(RLC),170,Left,26,83,F(RL),66.93
Duane Holmes,Huddersfield Town,M,173,Left,28,83,AM(RLC),68.11
Corentin Jean,Inter Miami CF,AM(RL),170,Right,27,83,F(RLC),66.93
Jorge Hernández,Club Querétaro,DM,170,Right,33,83,M(C),66.93
Antonio Marchesano,FC Zürich,M,167,Right,31,83,AM(C),65.75
Gustavo Campanharo,Kayserispor,DM,173,Right,30,83,"M,AM(C)",68.11
Diego Farias,Benevento Calcio,AM,173,Right,32,83,F(RLC),68.11
Jaime Gómez,FC Juárez,D,175,Right,29,83,"DM(R),M(RC)",68.9
Eliot Matazo,AS Monaco,DM,174,Right,20,83,M(C),68.5
Álvaro Barreal,FC Cincinnati,AM,172,Left,22,83,F(RL),67.72
Riqui Puig,Los Angeles Galaxy,M,169,Right,23,83,AM(C),66.54
Iván Piris,Club Libertad,D,174,Right,33,83,DM(RL),68.5
Sebastián Pérez,Boavista FC,DM,176,Right,29,83,M(C),69.29
Claude Gonçalves,Ludogorets Razgrad,DM,173,Right,28,83,M(C),68.11
Mark Diemers,Feyenoord,M,175,Right,29,83,AM(C),68.9
Sho Inagaki,Nagoya Grampus,DM,175,Right,30,83,"M,AM(C)",68.9
Fábio Carvalho,Liverpool,M(C),170,Right,20,83,AM(RLC),66.93
Edgar Zaldivar,Atlas,DM,173,Right,26,83,M(C),68.11
Fredy Montero,Seattle Sounders,F(C),176,Right,35,83,,69.29
Halil Akbunar,KVC Westerlo,M,170,Left,29,83,AM(RL),66.93
José Fuenzalida,Universidad Católica,D,170,Right,37,83,"AM(R),DM,M(RC)",66.93
Amr Warda,Anorthosis Famagusta,AM(RLC),176,Right,29,83,F(RL),69.29
Ayman Ashraf,Al Ahly,D(LC),175,Left,31,83,,68.9
László Kleinheisler,NK Osijek,DM,173,Right,28,83,"M,AM(C)",68.11
Sergio Peña,Malmö FF,M(C),173,Right,27,83,AM(RLC),68.11
Philipp Klement,1. FC Kaiserslautern,M(C),174,Left,30,83,AM(RLC),68.5
Diogo Rochinha,Sporting CP,M(C),172,Right,27,83,AM(RLC),67.72
Juninho Capixaba,Grêmio,D,176,Left,25,83,"DM,M(L)",69.29
Marco D'Alessandro,AC Monza,M,173,Right,31,83,"AM(RL),F(RLC)",68.11
Yasuto Wakizaka,Kawasaki Frontale,M,172,Right,27,83,AM(C),67.72
Yunus Akgün,Galatasaray SK,AM(RLC),172,Left,22,83,F(RL),67.72
Ömer Bayram,Eyüpspor,D,173,Left,31,83,"DM(L),M(LC)",68.11
Gabriel Rojas,Club Querétaro,D,173,Left,25,83,"DM,M(L)",68.11
Dorlan Pabón,Atlético Nacional,AM(RL),168,Right,34,83,F(RLC),66.14
Santiago Rodríguez,Montevideo City Torque,AM(RLC),172,Right,22,83,,67.72
Vincent Pajot,Annecy FC,DM,176,Right,32,83,M(C),69.29
Matías Aguirregaray,Peñarol,D(RL),174,Right,33,83,"DM,M(R)",68.5
Leandro Fernández,Independiente,AM(RL),176,Left,31,83,F(RLC),69.29
Toni Lato,Valencia CF,D,173,Left,24,83,"DM,M(L)",68.11
Matisse Samoise,KAA Gent,D,174,Right,20,83,"DM,M,AM(R)",68.5
Jérémy Pied,Lille OSC,D,173,Right,33,83,"DM,M(R)",68.11
López Carlitos,Legia Warszawa,AM(RL),176,Right,32,83,F(RLC),69.29
Robin Hack,Arminia Bielefeld,AM,176,Right,24,83,F(RLC),69.29
Kevin Vázquez,Celta Vigo,D,173,Right,29,83,"DM,M(R)",68.11
Ryan Manning,Swansea City,D(LC),173,Left,26,83,"DM,M(L)",68.11
Camillo Ciano,Benevento Calcio,AM,176,Left,32,83,F(RLC),69.29
Greg Taylor,Celtic,D,173,Left,25,83,DM(L),68.11
Akihiro Ienaga,Kawasaki Frontale,M,170,Left,36,83,"F(R),AM(RC)",66.93
Anthony Knockaert,Fulham,AM,172,Left,30,83,F(RL),67.72
Veton Berisha,Hammarby IF,AM,175,Both,28,83,F(RLC),68.9
Federico Carrizo,Cerro Porteño,AM,174,Left,31,83,F(RL),68.5
Ricardo Quaresma,Vitória de Guimarães,AM,173,Both,39,83,F(RL),68.11
Federico Ricci,Reggina 1914,AM,175,Left,28,83,F(RLC),68.9
Pedro Rocha,Fortaleza EC,AM(RL),175,Right,28,83,F(RLC),68.9
Teddy Teuma,Union Saint-Gilloise,DM,176,Right,29,83,M(C),69.29
Cristian Benavente,Alianza Lima,AM,172,Left,28,83,F(RLC),67.72
Gabriel Hauche,Racing Club,AM(RL),168,Right,35,83,F(RLC),66.14
Da Silva Rafael,Botafogo FR,D,172,Right,32,83,"DM,M(R)",67.72
Patric Lalau,América Mineiro,D,173,Right,33,83,"DM,M(R)",68.11
Milan Havel,Viktoria Plzeň,D,174,Right,28,83,DM(RL),68.5
Leonardo Gil,Colo Colo,DM,176,Left,31,83,"M(C),AM(LC)",69.29
Ryan Thomas,PEC Zwolle,M(C),176,Right,27,83,AM(RLC),69.29
Miralem Sulejmani,BSC Young Boys,M,176,Left,33,83,AM(RL),69.29
Thomas Murg,PAOK,AM(RLC),174,Left,28,83,,68.5
Reo Hatate,Celtic,D,172,Left,24,83,"DM(L),M,AM(LC)",67.72
Deiver Machado,RC Lens,D,172,Left,29,83,"DM,M(L)",67.72
Jakub Pešek,Sparta Praha,M,176,Right,29,83,AM(RL),69.29
Monchu Rodríguez,Real Valladolid,DM,173,Right,23,83,"M,AM(C)",68.11
Gianluca Gaetano,SSC Napoli,M(C),175,Right,22,83,AM(RLC),68.9
Aaron Connolly,Brighton and Hove Albion,F(C),175,Right,22,83,,68.9
Nahuel Bustos,Manchester City,AM(RL),176,Right,24,83,F(RLC),69.29
Josán Fernández,Elche CF,M,176,Right,32,83,AM(RL),69.29
Julio Buffarini,CA Talleres,D,169,Right,34,83,"DM,M(R)",66.54
Willian Farias,Coritiba,DM,176,Right,33,83,M(C),69.29
Luis Pérez,Real Valladolid,D,173,Right,27,83,"DM,M,AM(R)",68.11
Oleg Shatov,Ural Yekaterinburg,AM(RLC),173,Right,32,83,,68.11
Caio Canedo,Al Ain,AM(RL),176,Right,32,83,F(RLC),69.29
Igor Coronado,Al Ittihad,M,173,Right,30,83,"AM,F(C)",68.11
Nico Gaitán,Paços de Ferreira,AM(RLC),173,Left,34,83,F(RL),68.11
Emmanuel Boateng,Rio Ave,F(C),175,Right,26,83,,68.9
Moussa Koné,Nîmes Olympique,AM,175,Right,25,83,F(RLC),68.9
Leonardo Castro,Deportivo Pereira,AM(RL),175,Right,30,83,F(RLC),68.9
João Amaral,Lech Poznań,AM,172,Right,31,83,F(RLC),67.72
Knowledge Musona,Al Tai,AM,174,Both,32,83,F(RLC),68.5
Salvador Reyes,Club América,D,172,Left,24,83,"DM,M(L),AM(RL)",67.72
Luca Valzania,US Cremonese,DM,182,Both,26,83,"M,AM(C)",71.65
Brandon Thomas,PAOK,AM,177,Right,27,83,F(RLC),69.69
Amos Youga,CSKA Sofia,D,186,Right,29,83,"DM,M(C)",73.23
Dmitri Tikhiy,Khimki,D(RC),186,Right,30,83,,73.23
Larry Vásquez,Millonarios,DM,186,Right,30,83,M(C),73.23
Steeve Yago,Aris Limassol,D(RC),186,Right,29,83,,73.23
Kasper Junker,Urawa Red Diamonds,F(C),186,Left,28,83,,73.23
Armando Obispo,PSV,D,186,Right,23,83,DM(C),73.23
Javier Correa,Santos Laguna,F(C),186,Right,30,83,,73.23
Hakan Arslan,Sivasspor,DM,186,Right,34,83,"M,AM(C)",73.23
Simen Juklerod,Vålerenga IF,D,186,Left,28,83,"DM,M(L),AM(RL)",73.23
Martín Silva,Club Libertad,Gk,186,Right,39,83,,73.23
Berkan Kutlu,Galatasaray SK,DM,186,Left,24,83,"M,AM(C)",73.23
Carniel Jandrei,São Paulo FC,Gk,186,Right,29,83,,73.23
Ryan Hollingshead,Los Angeles FC,D,186,Left,31,83,"DM,M(RL)",73.23
Abel Hernández,Atlético San Luis,F(C),186,Left,32,83,,73.23
Marvin Zeegelaar,Udinese Calcio,D(LC),186,Left,32,83,"DM,M(L)",73.23
Higor Meritão,UNAM Pumas,DM,186,Right,28,83,M(C),73.23
Mergim Berisha,Fenerbahçe SK,AM,186,Right,24,83,F(C),73.23
Naomichi Ueda,Nîmes Olympique,D(C),186,Right,28,83,,73.23
Luca Marrone,AC Monza,D,186,Right,32,83,"DM,M(C)",73.23
Ádám Lang,AC Omonoia Nicosia,D(C),186,Right,29,83,,73.23
Frederico Venâncio,SD Eibar,D(C),186,Right,29,83,,73.23
Gabriel Fernández,Celta Vigo,F(C),186,Right,28,83,,73.23
André Simões,FC Famalicão,DM,186,Right,32,83,M(C),73.23
Pawel Wszolek,Legia Warszawa,M,186,Right,30,83,AM(RL),73.23
Liberato Marrony,FC Midtjylland,AM(RL),186,Right,23,83,F(RLC),73.23
Jonas Meffert,Hamburger SV,DM,186,Right,28,83,M(C),73.23
Ibrahim Traoré,SK Slavia Praha,DM,186,Right,34,83,"M,AM(C)",73.23
Vladan Kovačević,Raków Częstochowa,Gk,186,Right,24,83,,73.23
Bozhidar Kraev,Wellington Phoenix,M(C),186,Right,25,83,AM(RLC),73.23
Jeroen Zoet,Spezia Calcio,Gk,186,Right,31,83,,73.23
Denys Popov,Dynamo Kyiv,D(C),186,Right,23,83,,73.23
Yuri Dyupin,Rubin Kazan,Gk,186,Right,34,83,,73.23
Arturo Calabresi,Pisa SC,D(RC),186,Right,26,83,,73.23
Damir Kreilach,Real Salt Lake,DM,186,Right,33,83,"M,AM,F(C)",73.23
Victor Kanu,Botafogo FR,D(C),186,Right,25,83,,73.23
Mickaël Nade,AS Saint-Etienne,D(C),186,Both,23,83,,73.23
John Souttar,Rangers,D(C),186,Right,26,83,,73.23
Ruben Gabrielsen,Austin FC,D(C),186,Right,30,83,,73.23
Jo Inge Berget,Malmö FF,AM(C),186,Right,32,83,F(RC),73.23
Veysel Sari,Antalyaspor,D(RC),185,Right,34,83,DM(C),72.83
Rafal Augustyniak,Legia Warszawa,D,185,Right,28,83,DM(C),72.83
Ricardo Pepi,FC Augsburg,F(C),185,Right,19,83,,72.83
Kelvin Yeboah,Genoa CFC,AM(RL),185,Right,22,83,F(RLC),72.83
Andrés Chávez,Banfield,AM,185,Left,31,83,F(RLC),72.83
Anderson Lopes,Yokohama F. Marinos,AM,185,Left,29,83,F(RLC),72.83
Thiago Martins,New York City FC,D(C),185,Right,27,83,,72.83
Ben Whiteman,Preston North End,DM,185,Right,26,83,M(C),72.83
Ivan Schranz,SK Slavia Praha,AM,185,Right,29,83,F(RLC),72.83
Isaac Success,Udinese Calcio,AM(RL),186,Right,26,83,F(RLC),73.23
Mame Thiam,Kayserispor,AM(RL),185,Right,30,83,F(RLC),72.83
C J Sapong,Nashville SC,AM(RL),185,Right,33,83,F(RLC),72.83
Jimmy Giraudon,AS Saint-Etienne,D,185,Right,30,83,DM(C),72.83
Antonio Briseño,Guadalajara,D(C),185,Right,28,83,,72.83
Adrián Ramos,América de Cali,AM(RL),185,Right,36,83,F(RLC),72.83
Erik Palmer-Brown,ES Troyes AC,D(C),185,Right,25,83,,72.83
Diego Mariño,Real Sporting,Gk,185,Right,32,83,,72.83
Hugo Cuypers,KAA Gent,F(C),185,Right,25,83,,72.83
Fábio Silva,Wolverhampton Wanderers,F(C),185,Right,20,83,,72.83
Dor Peretz,Maccabi Tel Aviv,DM,185,Right,27,83,M(C),72.83
Marlon Freitas,Atlético Goianiense,DM,185,Right,27,83,M(C),72.83
Andreu Fontàs,Sporting KC,D(C),186,Left,33,83,,73.23
Chuba Akpom,Middlesbrough,F(C),186,Right,27,83,,73.23
Henrique Dourado,Henan Songshan Longmen,F(C),186,Left,33,83,,73.23
Jóhann Berg Gudmundsson,Burnley,M,186,Left,32,83,AM(RL),73.23
Jordy Caicedo,Tigres UANL,F(C),185,Right,25,83,,72.83
Diego Polenta,Unión Santa Fe,D(C),185,Left,30,83,,72.83
Óscar Duarte,Al Wehda,D(C),185,Left,33,83,,72.83
Deyovaisio Zeefuik,Hertha BSC,D(RC),185,Right,24,83,"DM,M(R)",72.83
Ryan Mmaee,Ferencvárosi TC,F(C),185,Right,25,83,,72.83
Carlton Morris,Luton Town,AM(RL),185,Right,26,83,F(RLC),72.83
Álex Muñoz,Levante UD,D(LC),185,Left,28,83,,72.83
Guillermo Acosta,Atlético Tucumán,D(R),185,Right,35,83,"DM,M(RC)",72.83
Ardian Ismajli,Empoli,D(C),185,Right,26,83,,72.83
Marcel Sobottka,Fortuna Düsseldorf,D,185,Right,28,83,"DM,M(C)",72.83
Rodrigo Pinho,SL Benfica,F(C),185,Left,31,83,,72.83
Maxime Chanot,New York City FC,D(C),186,Right,32,83,,73.23
Diego Braghieri,Lanús,D(C),186,Left,35,83,,73.23
Róbert Bozeník,Feyenoord,F(C),188,Right,23,83,,74.02
Mathieu Peybernes,Apollon Limassol,D(RC),187,Right,32,83,,73.62
Sabin Merino,Real Zaragoza,AM(RL),187,Left,30,83,F(RLC),73.62
Bruno Ecuélé Manga,Dijon FCO,D(RC),187,Right,34,83,,73.62
Simon Banza,Sporting de Braga,AM(RL),187,Right,26,83,F(RLC),73.62
Joaquín Larrivey,Cosenza Calcio,F(C),187,Right,38,83,,73.62
Cristián Zapata,San Lorenzo,D(C),187,Right,36,83,,73.62
David Braz,Fluminense,D(C),187,Right,35,83,,73.62
Jürgen Locadia,Persepolis,AM(RL),187,Right,29,83,F(RLC),73.62
Hyun-Soo Jang,Al Hilal SC,D(C),187,Right,31,83,,73.62
Kevin Diks,FC København,D(RLC),187,Right,26,83,DM(RL),73.62
Alexis Peña,Guadalajara,D(C),187,Right,26,83,,73.62
Mamadou Fofana,Amiens SC,D,187,Right,24,83,DM(C),73.62
Varazdat Haroyan,Anorthosis Famagusta,D(C),187,Right,30,83,,73.62
Cédric Avinel,AC Ajaccio,D(RC),187,Right,36,83,,73.62
Marco Carraro,Atalanta BC,DM,187,Both,24,83,M(C),73.62
Mikkel Desler,Toulouse FC,D,187,Right,27,83,"DM,M(RL)",73.62
Yevhen Shakhov,Zorya Luhansk,DM,187,Right,31,83,"M,AM(C)",73.62
Havard Nielsen,Hannover 96,AM,187,Right,29,83,F(C),73.62
Francesco Forte,Benevento Calcio,F(C),187,Left,29,83,,73.62
Vidar Kjartansson,Atromitos,AM,187,Right,32,83,F(C),73.62
Guillermo Burdisso,Deportivo Cali,D(C),187,Right,34,83,,73.62
Nemanja Miletić,AC Omonoia Nicosia,D(RC),187,Right,31,83,,73.62
Nicolás Freire,UNAM Pumas,D(C),187,Left,28,83,,73.62
Ferreira Juninho,FC Midtjylland,D(LC),187,Left,27,83,,73.62
Jordan Beyer,Borussia Mönchengladbach,D(RC),187,Right,22,83,,73.62
Modibo Sagnan,Real Sociedad,D(C),187,Left,23,83,,73.62
Bassel Jradi,Apollon Limassol,M(C),187,Left,29,83,AM(RLC),73.62
Mykyta Burda,Dynamo Kyiv,D(RC),187,Right,27,83,,73.62
Ertugrul Ersoy,Gaziantep FK,D(C),187,Right,25,83,,73.62
Rúben Fernandes,Gil Vicente FC,D(LC),187,Left,36,83,,73.62
Becir Omeragic,FC Zürich,D(RC),187,Right,20,83,,73.62
Kenan Kodro,Fehérvár FC,F(C),187,Right,29,83,,73.62
Emmanuel Gigliotti,Nacional,F(C),187,Right,35,83,,73.62
Igor Lichnovsky,Tigres UANL,D,187,Right,28,83,DM(C),73.62
Caleb Okoli,Atalanta BC,D(C),187,Right,21,83,,73.62
Edson Mexer,GD Estoril Praia,D(C),187,Right,34,83,,73.62
Stjepan Lončar,Ferencvárosi TC,DM,187,Both,26,83,"M,AM(C)",73.62
Antón Shvets,Akhmat Grozny,DM,187,Right,29,83,M(C),73.62
Sung-Yueng Ki,FC Seoul,DM,186,Both,33,83,M(C),73.23
Mark-Anthony Kaye,Toronto FC,DM,186,Left,27,83,"M,AM(C)",73.23
Casimir Ninga,Anorthosis Famagusta,AM(RL),186,Right,29,83,F(RLC),73.23
Josué Sá,Rio Ave,D(C),186,Right,30,83,,73.23
Talles Magno,New York City FC,AM(RL),186,Right,20,83,F(RLC),73.23
Liam Moore,Reading,D(C),186,Right,29,83,,73.23
Florian Kruger,FC Groningen,AM(RL),186,Right,23,83,F(RLC),73.23
Diego Falcinelli,Modena,F(C),186,Right,31,83,,73.23
Ashley Barnes,Burnley,AM,186,Right,33,83,F(RLC),73.23
Mario Vrančić,Stoke City,M,186,Left,33,83,AM(C),73.23
Baldomero Perlaza,Colón,D(R),187,Right,30,83,"DM,M(RC)",73.62
Iván Alejo,Cádiz CF,AM,186,Right,27,83,F(RL),73.23
Santiago Ormeño,Club León,F(C),186,Right,28,83,,73.23
Willy Caballero,Southampton,Gk,186,Right,41,83,,73.23
Clément Grenier,RCD Mallorca,DM,186,Right,31,83,"M,AM(C)",73.23
Bruno Praxedes,RB Bragantino,M,186,Right,20,83,AM(C),73.23
Facundo Ferreyra,Club Tijuana,F(C),186,Right,31,83,,73.23
Tasos Douvikas,FC Utrecht,F(C),186,Right,23,83,,73.23
Kal Naismith,Bristol City,D(LC),186,Left,30,83,"DM,M,AM(L)",73.23
Antonio Barragán,Elche CF,D(RC),186,Right,35,83,"DM,M(R)",73.23
Richairo Zivkovic,FC Emmen,AM(RL),186,Right,26,83,F(RLC),73.23
Kristijan Lovrić,NK Osijek,AM,186,Right,26,83,F(RL),73.23
Marcelo Lomba,Palmeiras,Gk,187,Right,35,83,,73.62
Marcos Díaz,Huracán,Gk,187,Right,36,83,,73.62
Adrian Fein,SBV Excelsior,DM,187,Both,23,83,M(C),73.62
Erhan Mašović,VfL Bochum,D,187,Right,23,83,DM(C),73.62
Lukas Klünter,Arminia Bielefeld,D(RC),187,Right,26,83,"DM,M(R)",73.62
Yoann Barbet,Girondins Bordeaux,D(C),187,Left,29,83,,73.62
Mihael Žaper,NK Osijek,DM,187,Right,24,83,M(C),73.62
Jailson Siqueira,Palmeiras,D,187,Right,27,83,"DM,M(C)",73.62
Gianluca Frabotta,Juventus,D,187,Left,23,83,"DM,M(L)",73.62
Andrea Rispoli,Cosenza Calcio,D,187,Right,34,83,"DM,M(R)",73.62
Mohamed el Shenawy,Al Ahly,Gk,187,Right,33,83,,73.62
Juan Carlos,Girona FC,Gk,187,Right,34,83,,73.62
Alberto Brignoli,Panathinaikos,Gk,187,Right,31,83,,73.62
Rami Rabia,Al Ahly,D,186,Right,29,83,DM(C),73.23
Christian Fuchs,Charlotte FC,D(LC),186,Left,36,83,"DM,M(L)",73.23
Samir Memišević,Hebei FC,D,185,Right,29,83,"DM,M(C)",72.83
Sebastian Holmén,IF Elfsborg,D(C),185,Right,30,83,,72.83
Stiven Barreiro,Club León,D(RC),185,Right,28,83,DM(C),72.83
Eduardo Henrique,Sporting CP,DM,184,Right,27,83,M(C),72.44
Tobias Kempe,SV Darmstadt 98,M(C),184,Right,33,83,AM(RLC),72.44
Rodrigues Felipe,Fortaleza EC,D(R),184,Right,28,83,"DM,M(C)",72.44
George Puscas,Reading,F(RLC),184,Right,26,83,,72.44
Fernando Monetti,Lanús,Gk,184,Right,33,83,,72.44
Jörg Siebenhandl,SK Sturm Graz,Gk,184,Left,32,83,,72.44
Benjamin Leroy,AC Ajaccio,Gk,184,Right,33,83,,72.44
Óscar Murillo,Pachuca,D(LC),184,Left,34,83,,72.44
Lukas Julis,Sparta Praha,F(C),184,Right,27,83,,72.44
Thiago Cionek,Reggina 1914,D(C),184,Right,36,83,,72.44
Jeremy Ebobisse,San Jose Earthquakes,AM(RL),184,Right,25,83,F(RLC),72.44
Michael Estrada,Deportivo Toluca,AM(RL),184,Right,26,83,F(RLC),72.44
Ivan Trickovski,AEK Larnaca,AM,184,Both,35,83,F(RLC),72.44
Joel Pohjanpalo,Venezia FC,F(C),184,Right,28,83,,72.44
Mickaël le Bihan,Dijon FCO,AM(RL),184,Right,32,83,F(RLC),72.44
Andrés Fernández,SD Huesca,Gk,184,Right,35,83,,72.44
Juan Insaurralde,Independiente,D(C),184,Left,38,83,,72.44
Anthony Moris,Union Saint-Gilloise,Gk,184,Left,32,83,,72.44
Albian Ajeti,Celtic,F(C),184,Right,25,83,,72.44
Artem Shabanov,Fehérvár FC,D(LC),184,Left,30,83,DM(C),72.44
Japhet Tanganga,Tottenham Hotspur,D(RLC),184,Right,23,83,,72.44
Antonio Tadeu,Goiás,Gk,184,Right,30,83,,72.44
Leart Paqarada,FC St. Pauli,D,184,Left,28,83,"DM,M(L)",72.44
David Barbona,Club Tijuana,AM(RLC),184,Right,27,83,,72.44
Bruno González,Real Sporting,D(C),184,Right,32,83,,72.44
Bakery Jatta,Hamburger SV,AM(RL),184,Right,24,83,F(RLC),72.44
Dion Cools,FK Jablonec,D,184,Both,26,83,"DM,M(RL)",72.44
Gianluca di Chiara,Reggina 1914,D(LC),184,Left,28,83,"DM,M(L)",72.44
Cristian Glauder,Albacete Balompié,D(LC),184,Left,27,83,,72.44
Nayair Tiknizyan,Lokomotiv Moskva,D,184,Left,23,83,"DM,M(L)",72.44
Salva Ferrer,Spezia Calcio,D(RL),184,Right,24,83,"DM,M(RLC)",72.44
Nascimento Jemerson,Atlético Mineiro,D(C),184,Right,30,83,,72.44
Dany Rosero,Junior FC,D(RC),184,Right,29,83,,72.44
Bruno Alves,São Paulo FC,D(C),184,Right,31,83,,72.44
Alexander Schlager,LASK Linz,Gk,184,Right,26,83,,72.44
