Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,Matches,squad_id,season,xG,npxG,xAG,npxG+xAG,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Billy Gilmour,sct SCO,MF,19.0,5,3,261.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2020-2021,0.1,0.1,0.2,0.2,0.02,0.06,0.07,0.02,0.07
Willy Caballero,ar ARG,GK,38.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruben Loftus-Cheek,eng ENG,FW,24.0,1,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Palmieri,it ITA,DF,25.0,2,0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fikayo Tomori,eng ENG,DF,22.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Barkley,eng ENG,"FW,MF",26.0,2,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2020-2021,0.0,0.0,0.1,0.1,0.05,0.19,0.24,0.05,0.24
Faustino Anjorin,eng ENG,MF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentino Livramento,eng ENG,"DF,MF",17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karlo Ziger,hr CRO,GK,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,cff3d9bb,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasper Schmeichel,dk DEN,GK,33.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youri Tielemans,be BEL,MF,23.0,38,37,3357.0,37.3,6.0,4.0,4.0,2.0,2.0,6.0,0.0,0.16,0.11,0.27,0.11,0.21,Matches,a2d435b3,2020-2021,4.4,2.8,3.1,5.9,0.12,0.08,0.2,0.08,0.16
Jamie Vardy,eng ENG,FW,33.0,34,31,2840.0,31.6,15.0,9.0,7.0,8.0,9.0,1.0,0.0,0.48,0.29,0.76,0.22,0.51,Matches,a2d435b3,2020-2021,19.9,12.8,4.7,17.5,0.63,0.15,0.78,0.41,0.55
Jonny Evans,nir NIR,DF,32.0,28,28,2473.0,27.5,2.0,2.0,2.0,0.0,0.0,7.0,0.0,0.07,0.07,0.15,0.07,0.15,Matches,a2d435b3,2020-2021,1.7,1.7,0.4,2.1,0.06,0.02,0.08,0.06,0.08
Timothy Castagne,be BEL,DF,24.0,27,27,2345.0,26.1,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.08,0.12,0.19,0.08,0.19,Matches,a2d435b3,2020-2021,1.1,1.1,2.2,3.4,0.04,0.09,0.13,0.04,0.13
Wesley Fofana,fr FRA,DF,19.0,28,27,2262.0,25.1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,1.0,1.0,0.3,1.3,0.04,0.01,0.05,0.04,0.05
Wilfred Ndidi,ng NGA,"MF,DF",23.0,26,25,2176.0,24.2,1.0,4.0,1.0,0.0,0.0,6.0,0.0,0.04,0.17,0.21,0.04,0.21,Matches,a2d435b3,2020-2021,0.7,0.7,1.3,2.0,0.03,0.05,0.08,0.03,0.08
James Maddison,eng ENG,MF,23.0,31,24,2099.0,23.3,8.0,5.0,8.0,0.0,0.0,4.0,0.0,0.34,0.21,0.56,0.34,0.56,Matches,a2d435b3,2020-2021,3.8,3.8,5.1,8.9,0.16,0.22,0.38,0.16,0.38
James Justin,eng ENG,DF,22.0,23,23,2070.0,23.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches,a2d435b3,2020-2021,2.2,2.2,2.0,4.1,0.09,0.09,0.18,0.09,0.18
Harvey Barnes,eng ENG,"FW,MF",22.0,25,22,1945.0,21.6,9.0,4.0,9.0,0.0,0.0,0.0,0.0,0.42,0.19,0.6,0.42,0.6,Matches,a2d435b3,2020-2021,5.9,5.9,1.6,7.5,0.27,0.07,0.35,0.27,0.35
Çağlar Söyüncü,tr TUR,DF,24.0,23,19,1819.0,20.2,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,a2d435b3,2020-2021,0.7,0.7,0.5,1.2,0.03,0.02,0.06,0.03,0.06
Marc Albrighton,eng ENG,"DF,FW",30.0,31,17,1746.0,19.4,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.05,0.26,0.31,0.05,0.31,Matches,a2d435b3,2020-2021,1.2,1.2,3.5,4.7,0.06,0.18,0.24,0.06,0.24
Kelechi Iheanacho,ng NGA,FW,23.0,25,16,1459.0,16.2,12.0,2.0,12.0,0.0,1.0,1.0,0.0,0.74,0.12,0.86,0.74,0.86,Matches,a2d435b3,2020-2021,8.2,7.4,3.7,11.1,0.51,0.23,0.74,0.46,0.69
Nampalys Mendy,sn SEN,MF,28.0,23,15,1459.0,16.2,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,a2d435b3,2020-2021,0.1,0.1,0.2,0.2,0.0,0.01,0.01,0.0,0.01
Ayoze Pérez,es ESP,"MF,FW",27.0,25,15,1331.0,14.8,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.14,0.07,0.2,0.14,0.2,Matches,a2d435b3,2020-2021,3.3,3.3,1.3,4.6,0.23,0.09,0.31,0.23,0.31
Luke Thomas,eng ENG,DF,19.0,14,12,969.0,10.8,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,a2d435b3,2020-2021,0.3,0.3,0.7,1.0,0.03,0.06,0.09,0.03,0.09
Ricardo Pereira,pt POR,"DF,FW",26.0,15,10,959.0,10.7,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,a2d435b3,2020-2021,0.3,0.3,0.6,1.0,0.03,0.06,0.09,0.03,0.09
Dennis Praet,be BEL,MF,26.0,15,10,718.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13,0.13,0.25,0.13,0.25,Matches,a2d435b3,2020-2021,0.4,0.4,1.1,1.5,0.05,0.14,0.19,0.05,0.19
Daniel Amartey,gh GHA,DF,25.0,12,8,722.0,8.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,a2d435b3,2020-2021,0.4,0.4,0.0,0.4,0.05,0.0,0.05,0.05,0.05
Christian Fuchs,at AUT,DF,34.0,9,8,702.0,7.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01
Hamza Choudhury,eng ENG,MF,22.0,10,4,316.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,0.4,0.4,0.0,0.4,0.11,0.0,0.11,0.11,0.11
Cengiz Ünder,tr TUR,"FW,MF",23.0,9,1,281.0,3.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,0.64,Matches,a2d435b3,2020-2021,0.3,0.3,1.6,1.9,0.09,0.51,0.59,0.09,0.59
Sidnei Tavares,pt POR,MF,18.0,2,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,0.1,0.1,0.0,0.1,0.06,0.0,0.06,0.06,0.06
Islam Slimani,dz ALG,FW,32.0,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,0.1,0.1,0.1,0.1,0.28,0.23,0.5,0.28,0.5
Demarai Gray,eng ENG,FW,24.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,0.1,0.1,0.0,0.1,0.32,0.0,0.32,0.32,0.32
Wes Morgan,jm JAM,DF,36.0,3,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khanya Leshabela,za RSA,MF,20.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vontae Daley Campbell,eng ENG,DF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Flynn,ie IRL,DF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tawanda Maswanhise,zw ZIM,FW,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thanawat Suengchitthawon,th THA,MF,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Ward,wls WAL,GK,27.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a2d435b3,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomáš Souček,cz CZE,MF,25.0,38,38,3419.0,38.0,10.0,1.0,10.0,0.0,0.0,7.0,1.0,0.26,0.03,0.29,0.26,0.29,Matches,7c21e445,2020-2021,8.4,8.4,2.0,10.4,0.22,0.05,0.27,0.22,0.27
Aaron Cresswell,eng ENG,DF,30.0,36,36,3170.0,35.2,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches,7c21e445,2020-2021,1.0,1.0,6.5,7.5,0.03,0.18,0.21,0.03,0.21
Łukasz Fabiański,pl POL,GK,35.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7c21e445,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vladimír Coufal,cz CZE,DF,27.0,34,34,3054.0,33.9,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,7c21e445,2020-2021,1.3,1.3,5.5,6.7,0.04,0.16,0.2,0.04,0.2
Declan Rice,eng ENG,MF,21.0,32,32,2879.0,32.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.06,0.03,0.09,0.03,0.06,Matches,7c21e445,2020-2021,3.2,1.6,1.8,3.4,0.1,0.06,0.16,0.05,0.11
Pablo Fornals,es ESP,"FW,MF",24.0,33,31,2572.0,28.6,5.0,4.0,5.0,0.0,0.0,3.0,0.0,0.17,0.14,0.31,0.17,0.31,Matches,7c21e445,2020-2021,6.0,6.0,2.3,8.4,0.21,0.08,0.29,0.21,0.29
Jarrod Bowen,eng ENG,"FW,MF",23.0,38,30,2562.0,28.5,8.0,5.0,8.0,0.0,0.0,0.0,0.0,0.28,0.18,0.46,0.28,0.46,Matches,7c21e445,2020-2021,7.1,7.1,5.0,12.0,0.25,0.17,0.42,0.25,0.42
Angelo Ogbonna,it ITA,DF,32.0,28,28,2492.0,27.7,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,7c21e445,2020-2021,1.7,1.7,0.8,2.5,0.06,0.03,0.09,0.06,0.09
Michail Antonio,jm JAM,FW,30.0,26,24,1974.0,21.9,10.0,5.0,10.0,0.0,0.0,3.0,0.0,0.46,0.23,0.68,0.46,0.68,Matches,7c21e445,2020-2021,12.9,12.9,3.0,16.0,0.59,0.14,0.73,0.59,0.73
Craig Dawson,eng ENG,DF,30.0,22,22,1925.0,21.4,3.0,0.0,3.0,0.0,0.0,5.0,1.0,0.14,0.0,0.14,0.14,0.14,Matches,7c21e445,2020-2021,1.9,1.9,0.1,1.9,0.09,0.0,0.09,0.09,0.09
Jesse Lingard,eng ENG,"MF,FW",27.0,16,16,1421.0,15.8,9.0,4.0,8.0,1.0,2.0,3.0,0.0,0.57,0.25,0.82,0.51,0.76,Matches,7c21e445,2020-2021,4.5,2.8,2.1,5.0,0.29,0.13,0.42,0.18,0.31
Issa Diop,fr FRA,DF,23.0,18,15,1381.0,15.3,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,7c21e445,2020-2021,0.5,0.5,0.0,0.5,0.03,0.0,0.03,0.03,0.03
Saïd Benrahma,dz ALG,"FW,MF",24.0,30,14,1391.0,15.5,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.06,0.39,0.45,0.06,0.45,Matches,7c21e445,2020-2021,2.6,2.6,4.1,6.7,0.17,0.26,0.43,0.17,0.43
Fabián Balbuena,py PAR,DF,28.0,14,13,1198.0,13.3,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.08,0.0,0.08,0.08,0.08,Matches,7c21e445,2020-2021,0.7,0.7,0.0,0.7,0.05,0.0,0.05,0.05,0.05
Arthur Masuaku,cd COD,"DF,MF",26.0,12,12,1006.0,11.2,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,7c21e445,2020-2021,0.5,0.5,2.2,2.7,0.04,0.2,0.24,0.04,0.24
Sébastien Haller,ci CIV,FW,26.0,16,10,937.0,10.4,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,7c21e445,2020-2021,2.9,2.9,1.4,4.3,0.28,0.14,0.41,0.28,0.41
Mark Noble,eng ENG,MF,33.0,21,8,712.0,7.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7c21e445,2020-2021,0.0,0.0,0.3,0.3,0.01,0.03,0.04,0.01,0.04
Ryan Fredericks,eng ENG,"DF,FW",27.0,14,6,569.0,6.3,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.16,0.16,0.32,0.16,0.32,Matches,7c21e445,2020-2021,0.3,0.3,1.2,1.5,0.04,0.19,0.24,0.04,0.24
Manuel Lanzini,ar ARG,"MF,FW",27.0,17,5,566.0,6.3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,0.16,0.32,0.16,0.32,Matches,7c21e445,2020-2021,1.0,1.0,0.9,1.8,0.15,0.14,0.29,0.15,0.29
Ben Johnson,eng ENG,"DF,FW",20.0,14,5,523.0,5.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,7c21e445,2020-2021,0.4,0.4,0.4,0.8,0.07,0.07,0.14,0.07,0.14
Darren Randolph,ie IRL,GK,33.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7c21e445,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andriy Yarmolenko,ua UKR,"FW,MF",30.0,15,1,375.0,4.2,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches,7c21e445,2020-2021,0.3,0.3,0.8,1.1,0.06,0.19,0.25,0.06,0.25
Robert Snodgrass,sct SCO,"FW,MF",32.0,3,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7c21e445,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Anderson,br BRA,"FW,MF",27.0,2,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7c21e445,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamal Baptiste,eng ENG,DF,16.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7c21e445,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor Coventry,ie IRL,MF,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7c21e445,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frederik Ibsen,dk DEN,DF,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7c21e445,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Martin,eng ENG,GK,34.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7c21e445,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mipo Odubeko,ie IRL,FW,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7c21e445,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Trott,eng ENG,GK,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7c21e445,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre Højbjerg,dk DEN,MF,24.0,38,38,3420.0,38.0,2.0,4.0,2.0,0.0,0.0,9.0,0.0,0.05,0.11,0.16,0.05,0.16,Matches,361ca564,2020-2021,1.1,1.1,1.6,2.7,0.03,0.04,0.07,0.03,0.07
Hugo Lloris,fr FRA,GK,33.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Son Heung-min,kr KOR,FW,28.0,37,36,3114.0,34.6,17.0,10.0,16.0,1.0,1.0,0.0,0.0,0.49,0.29,0.78,0.46,0.75,Matches,361ca564,2020-2021,9.7,8.9,8.4,17.4,0.28,0.24,0.52,0.26,0.5
Harry Kane,eng ENG,FW,27.0,35,35,3082.0,34.2,23.0,14.0,19.0,4.0,4.0,1.0,0.0,0.67,0.41,1.08,0.55,0.96,Matches,361ca564,2020-2021,20.1,16.9,7.1,24.0,0.59,0.21,0.79,0.49,0.7
Eric Dier,eng ENG,DF,26.0,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2020-2021,1.2,1.2,0.3,1.4,0.04,0.01,0.05,0.04,0.05
Tanguy Ndombele,fr FRA,MF,23.0,33,28,2091.0,23.2,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.13,0.09,0.22,0.13,0.22,Matches,361ca564,2020-2021,1.6,1.6,1.8,3.4,0.07,0.08,0.15,0.07,0.15
Sergio Reguilón,es ESP,DF,23.0,27,26,2244.0,24.9,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,361ca564,2020-2021,1.0,1.0,2.0,3.1,0.04,0.08,0.12,0.04,0.12
Toby Alderweireld,be BEL,DF,31.0,25,25,2240.0,24.9,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,361ca564,2020-2021,0.7,0.7,0.7,1.4,0.03,0.03,0.06,0.03,0.06
Serge Aurier,ci CIV,DF,27.0,19,19,1605.0,17.8,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.11,0.17,0.28,0.11,0.28,Matches,361ca564,2020-2021,1.1,1.1,3.4,4.5,0.06,0.19,0.25,0.06,0.25
Davinson Sánchez,co COL,DF,24.0,18,17,1486.0,16.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2020-2021,0.8,0.8,0.0,0.8,0.05,0.0,0.05,0.05,0.05
Moussa Sissoko,fr FRA,MF,30.0,25,15,1585.0,17.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2020-2021,0.2,0.2,0.1,0.4,0.01,0.01,0.02,0.01,0.02
Lucas Moura,br BRA,"FW,MF",27.0,30,14,1411.0,15.7,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.19,0.26,0.45,0.19,0.45,Matches,361ca564,2020-2021,1.9,1.9,2.0,3.9,0.12,0.13,0.25,0.12,0.25
Ben Davies,wls WAL,DF,27.0,20,14,1346.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,361ca564,2020-2021,0.2,0.2,0.6,0.8,0.01,0.04,0.05,0.01,0.05
Matt Doherty,ie IRL,DF,28.0,17,13,1240.0,13.8,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.15,0.15,0.0,0.15,Matches,361ca564,2020-2021,0.4,0.4,0.7,1.1,0.03,0.05,0.08,0.03,0.08
Steven Bergwijn,nl NED,"FW,MF",22.0,21,13,1208.0,13.4,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.07,0.22,0.3,0.07,0.3,Matches,361ca564,2020-2021,2.0,2.0,0.9,2.9,0.15,0.06,0.21,0.15,0.21
Giovani Lo Celso,ar ARG,MF,24.0,18,11,945.0,10.5,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches,361ca564,2020-2021,1.4,1.4,1.0,2.4,0.14,0.09,0.23,0.14,0.23
Gareth Bale,wls WAL,FW,31.0,20,10,920.0,10.2,11.0,2.0,11.0,0.0,0.0,1.0,0.0,1.08,0.2,1.27,1.08,1.27,Matches,361ca564,2020-2021,5.8,5.8,1.8,7.6,0.57,0.18,0.74,0.57,0.74
Harry Winks,eng ENG,MF,24.0,15,9,861.0,9.6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2020-2021,0.1,0.1,0.2,0.2,0.01,0.02,0.02,0.01,0.02
Joe Rodon,wls WAL,DF,22.0,12,8,733.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dele Alli,eng ENG,MF,24.0,15,7,620.0,6.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,361ca564,2020-2021,2.0,2.0,1.2,3.3,0.3,0.18,0.47,0.3,0.47
Japhet Tanganga,eng ENG,DF,21.0,6,6,487.0,5.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2020-2021,0.4,0.4,0.6,1.1,0.08,0.12,0.2,0.08,0.2
Érik Lamela,ar ARG,"FW,MF",28.0,23,5,717.0,8.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.13,0.0,0.13,0.13,0.13,Matches,361ca564,2020-2021,1.1,1.1,1.0,2.1,0.14,0.12,0.26,0.14,0.26
Carlos Vinícius,br BRA,FW,25.0,9,3,308.0,3.4,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,361ca564,2020-2021,1.2,1.2,0.1,1.3,0.36,0.02,0.39,0.36,0.39
Dane Scarlett,eng ENG,FW,16.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie Devine,eng ENG,MF,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gedson Fernandes,pt POR,MF,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Hart,eng ENG,GK,33.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nile John,eng ENG,MF,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,361ca564,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernd Leno,de GER,GK,28.0,35,35,3131.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,18bb7c10,2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bukayo Saka,eng ENG,"FW,MF",18.0,32,30,2553.0,28.4,5.0,3.0,5.0,0.0,0.0,1.0,0.0,0.18,0.11,0.28,0.18,0.28,Matches,18bb7c10,2020-2021,6.9,6.9,4.4,11.3,0.24,0.16,0.4,0.24,0.4
Granit Xhaka,ch SUI,"MF,DF",27.0,31,29,2522.0,28.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.04,0.07,0.11,0.04,0.11,Matches,18bb7c10,2020-2021,0.9,0.9,1.5,2.3,0.03,0.05,0.08,0.03,0.08
