name,url,letter,height,height_display,height_cm,height_inches,name_gender,rank_for_gender
Pepi Sonuga,https://www.celebheights.com/s/Pepi-Sonuga-50066.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Papillon Soo,https://www.celebheights.com/s/Papillon-Soo-7831.html,S,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,unknown,1012.0
Phillipa Soo,https://www.celebheights.com/s/Phillipa-Soo-52824.html,S,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,female,3063.0
Kevin Sorbo,https://www.celebheights.com/s/Kevin-Sorbo-339.html,S,6ft 3 ¼ (191cm),6ft 3 ¼ ,191.0,75.2,male,5094.0
Alberto Sordi,https://www.celebheights.com/s/Alberto-Sordi-49404.html,S,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,male,2107.0
Birgitte Hjort Sorensen,https://www.celebheights.com/s/Birgitte-Hjort-Sorensen-48791.html,S,5ft 7 ¾ (172cm),5ft 7 ¾ ,172.0,67.72,female,4579.0
Brooke Sorenson,https://www.celebheights.com/s/Brooke-Sorenson-7288.html,S,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
J.J. Soria,https://www.celebheights.com/s/JJ-Soria-50938.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,unknown,840.0
Mira Sorvino,https://www.celebheights.com/s/Mira-Sorvino-1014.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,female,5184.0
Paul Sorvino,https://www.celebheights.com/s/Paul-Sorvino-2372.html,S,6ft 3 (191cm),6ft 3 ,191.0,75.2,male,5094.0
Nina Sosanya,https://www.celebheights.com/s/Nina-Sosanya-5437.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Shannyn Sossamon,https://www.celebheights.com/s/Shannyn-Sossamon-4213.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,unknown,840.0
Ann Sothern,https://www.celebheights.com/s/Ann-Sothern-48396.html,S,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,female,484.0
Blanca Soto,https://www.celebheights.com/s/Blanca-Soto-5165.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,female,5184.0
Talisa Soto,https://www.celebheights.com/s/Talisa-Soto-48004.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,unknown,977.0
Joanna Sotomura,https://www.celebheights.com/s/Joanna-Sotomura-7889.html,S,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
David Soul,https://www.celebheights.com/s/David-Soul-3851.html,S,6ft  ½ in (184cm),6ft  ½ in ,184.0,72.44,male,3911.0
Zoe Soul,https://www.celebheights.com/s/Zoe-Soul-5572.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Samantha Soule,https://www.celebheights.com/s/Samantha-Soule-6927.html,S,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,female,484.0
Lauren Southern,https://www.celebheights.com/s/Lauren-Southern-50488.html,S,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,mostly_female,361.0
Taryn Southern,https://www.celebheights.com/s/Taryn-Southern-6885.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Catherine Southon,https://www.celebheights.com/s/Catherine-Southon-6329.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,female,5184.0
Karla Souza,https://www.celebheights.com/s/Karla-Souza-5953.html,S,5ft 3 ¾ (162cm),5ft 3 ¾ ,162.0,63.78,female,1536.0
Lady Sovereign,https://www.celebheights.com/s/Lady-Sovereign-3392.html,S,5ft 1 ¼ (156cm),5ft 1 ¼ ,156.0,61.42,unknown,91.0
Ania Sowinski,https://www.celebheights.com/s/Ania-Sowinski-52490.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Roxy Sowlaty,https://www.celebheights.com/s/Roxy-Sowlaty-6139.html,S,5ft 1 (155cm),5ft 1 ,155.0,61.02,female,373.0
Sissy Spacek,https://www.celebheights.com/s/Sissy-Spacek-4638.html,S,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,female,484.0
Kevin Spacey,https://www.celebheights.com/s/Kevin-Spacey-376.html,S,5ft 9 ¾ (177cm),5ft 9 ¾ ,177.0,69.69,male,2107.0
Chelsea Spack,https://www.celebheights.com/s/Chelsea-Spack-6361.html,S,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,female,3063.0
David Spade,https://www.celebheights.com/s/David-Spade-888.html,S,5ft 5 ¼ (166cm),5ft 5 ¼ ,166.0,65.35,male,416.0
Vincent Spadea,https://www.celebheights.com/s/Vincent-Spadea-3302.html,S,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
James Spader,https://www.celebheights.com/s/James-Spader-1354.html,S,5ft 8 ¾ (175cm),5ft 8 ¾ ,175.0,68.9,male,1812.0
Cailee Spaeny,https://www.celebheights.com/s/Cailee-Spaeny-50923.html,S,4ft 11 ¾ (152cm),4ft 11 ¾ ,152.0,59.84,unknown,34.0
Sarah Spain,https://www.celebheights.com/s/Sarah-Spain-50758.html,S,5ft 11 (180cm),5ft 11 ,180.0,70.87,female,5499.0
Rafe Spall,https://www.celebheights.com/s/Rafe-Spall-4957.html,S,6ft 1 (185cm),6ft 1 ,185.0,72.83,unknown,1409.0
Timothy Spall,https://www.celebheights.com/s/Timothy-Spall-43.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Laurette Spang,https://www.celebheights.com/s/Laurette-Spang-50336.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Vincent Spano,https://www.celebheights.com/s/Vincent-Spano-51471.html,S,6ft  ½ in (184cm),6ft  ½ in ,184.0,72.44,male,3911.0
Paige Spara,https://www.celebheights.com/s/Paige-Spara-6939.html,S,5ft 1 ¾ (157cm),5ft 1 ¾ ,157.0,61.81,andy,22.0
Hal Sparks,https://www.celebheights.com/s/Hal-Sparks-3560.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Jordin Sparks,https://www.celebheights.com/s/Jordin-Sparks-47025.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,unknown,1085.0
Paul Sparks,https://www.celebheights.com/s/Paul-Sparks-50782.html,S,5ft 11 ¾ (182cm),5ft 11 ¾ ,182.0,71.65,male,3373.0
Sam Sparro,https://www.celebheights.com/s/Sam-Sparro-5652.html,S,5ft 11 (180cm),5ft 11 ,180.0,70.87,mostly_male,378.0
Camilla Sparv,https://www.celebheights.com/s/Camilla-Sparv-48925.html,S,5ft 8 ¾ (175cm),5ft 8 ¾ ,175.0,68.9,female,5184.0
Jeff Speakman,https://www.celebheights.com/s/Jeff-Speakman-4634.html,S,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Hannah Spearritt,https://www.celebheights.com/s/Hannah-Spearritt-47772.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Britney Spears,https://www.celebheights.com/s/Britney-Spears-685.html,S,5ft 4 ¼ (163cm),5ft 4 ¼ ,163.0,64.17,female,2007.0
Jamie Lynn Spears,https://www.celebheights.com/s/Jamie-Lynn-Spears-3160.html,S,5ft 3 (160cm),5ft 3 ,160.0,62.99,mostly_female,139.0
Ronnie Spector,https://www.celebheights.com/s/Ronnie-Spector-3931.html,S,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,mostly_male,16.0
Lucy Speed,https://www.celebheights.com/s/Lucy-Speed-47036.html,S,5ft 0 (152cm),5ft 0 ,152.0,59.84,female,164.0
Scott Speedman,https://www.celebheights.com/s/Scott-Speedman-226.html,S,5ft 10 ¾ (180cm),5ft 10 ¾ ,180.0,70.87,male,3053.0
Hugo Speer,https://www.celebheights.com/s/Hugo-Speer-1463.html,S,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Richard Speight Jr,https://www.celebheights.com/s/Richard-Speight-Jr-47237.html,S,5ft 7 ¾ (172cm),5ft 7 ¾ ,172.0,67.72,male,1070.0
Ed Speleers,https://www.celebheights.com/s/Ed-Speleers-53220.html,S,5ft 9 ¼ (176cm),5ft 9 ¼ ,176.0,69.29,male,1878.0
Tori Spelling,https://www.celebheights.com/s/Tori-Spelling-2428.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Cel Spellman,https://www.celebheights.com/s/Cel-Spellman-7345.html,S,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,unknown,744.0
Bruce Spence,https://www.celebheights.com/s/Bruce-Spence-291.html,S,6ft 6 (198cm),6ft 6 ,198.0,77.95,male,5446.0
Jennifer Spence,https://www.celebheights.com/s/Jennifer-Spence-6107.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Abigail Spencer,https://www.celebheights.com/s/Abigail-Spencer-4403.html,S,5ft 4 ½ (164cm),5ft 4 ½ ,164.0,64.57,female,2254.0
Bud Spencer,https://www.celebheights.com/s/Bud-Spencer-48157.html,S,6ft 2 ¾ (190cm),6ft 2 ¾ ,190.0,74.8,male,4902.0
Charlotte Spencer,https://www.celebheights.com/s/Charlotte-Spencer-6978.html,S,5ft 3 ½ (161cm),5ft 3 ½ ,161.0,63.39,female,1490.0
Chaske Spencer,https://www.celebheights.com/s/Chaske-Spencer-47312.html,S,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,unknown,1438.0
Jesse Spencer,https://www.celebheights.com/s/Jesse-Spencer-1437.html,S,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
John Spencer,https://www.celebheights.com/s/John-Spencer-2085.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,male,579.0
Lady Kitty Spencer,https://www.celebheights.com/s/Lady-Kitty-Spencer-51323.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,unknown,977.0
Lara Spencer,https://www.celebheights.com/s/Lara-Spencer-5073.html,S,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,female,5304.0
Laura Spencer,https://www.celebheights.com/s/Laura-Spencer-6551.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Octavia Spencer,https://www.celebheights.com/s/Octavia-Spencer-47564.html,S,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Phil Spencer,https://www.celebheights.com/s/Phil-Spencer-51346.html,S,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Tara Spencer Nairn,https://www.celebheights.com/s/Tara-Spencer-Nairn-3218.html,S,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Flora Spencer-Longhurst,https://www.celebheights.com/s/Flora-Spencer-Longhurst-5939.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Ice Spice,https://www.celebheights.com/s/Ice-Spice-53271.html,S,5ft 2 ½ (159cm),5ft 2 ½ ,159.0,62.6,male,100.0
Sean Spicer,https://www.celebheights.com/s/Sean-Spicer-50499.html,S,5ft 5 ¼ (166cm),5ft 5 ¼ ,166.0,65.35,male,416.0
Steven Spielberg,https://www.celebheights.com/s/Steven-Spielberg-53.html,S,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,male,1015.0
Jordan Spieth,https://www.celebheights.com/s/Jordan-Spieth-49480.html,S,6ft  ½ in (184cm),6ft  ½ in ,184.0,72.44,male,3911.0
Brent Spiner,https://www.celebheights.com/s/Brent-Spiner-2733.html,S,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Paige Spiranac,https://www.celebheights.com/s/Paige-Spiranac-49964.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,andy,97.0
Tracy Spiridakos,https://www.celebheights.com/s/Tracy-Spiridakos-47784.html,S,5ft 4 ¾ (164cm),5ft 4 ¾ ,164.0,64.57,mostly_female,221.0
Jordana Spiro,https://www.celebheights.com/s/Jordana-Spiro-6677.html,S,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Samantha Spiro,https://www.celebheights.com/s/Samantha-Spiro-4452.html,S,5ft 1 (155cm),5ft 1 ,155.0,61.02,female,373.0
Sharleen Spiteri,https://www.celebheights.com/s/Sharleen-Spiteri-4268.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Lucy Spraggan,https://www.celebheights.com/s/Lucy-Spraggan-5320.html,S,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,female,484.0
Dylan Sprayberry,https://www.celebheights.com/s/Dylan-Sprayberry-6542.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,mostly_male,90.0
Ellery Sprayberry,https://www.celebheights.com/s/Ellery-Sprayberry-7531.html,S,5ft 1 (155cm),5ft 1 ,155.0,61.02,mostly_male,11.0
Taylor Spreitler,https://www.celebheights.com/s/Taylor-Spreitler-5328.html,S,5ft 2 ¼ (158cm),5ft 2 ¼ ,158.0,62.2,mostly_male,23.0
Jerry Springer,https://www.celebheights.com/s/Jerry-Springer-1257.html,S,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,male,3373.0
Dusty Springfield,https://www.celebheights.com/s/Dusty-Springfield-3517.html,S,5ft 3 (160cm),5ft 3 ,160.0,62.99,mostly_male,34.0
Rick Springfield,https://www.celebheights.com/s/Rick-Springfield-1554.html,S,6ft 2 (188cm),6ft 2 ,188.0,74.02,male,4729.0
Bruce Springsteen,https://www.celebheights.com/s/Bruce-Springsteen-1674.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Cole Sprouse,https://www.celebheights.com/s/Cole-Sprouse-49437.html,S,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
Dylan Sprouse,https://www.celebheights.com/s/Dylan-Sprouse-50740.html,S,5ft 9 ¾ (177cm),5ft 9 ¾ ,177.0,69.69,mostly_male,291.0
Sam Spruell,https://www.celebheights.com/s/Sam-Spruell-51400.html,S,6ft 1 (185cm),6ft 1 ,185.0,72.83,mostly_male,486.0
Marina Squerciati,https://www.celebheights.com/s/Marina-Squerciati-6875.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Hayley Squires,https://www.celebheights.com/s/Hayley-Squires-49658.html,S,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
SSSniperWolf,https://www.celebheights.com/s/-SSSniperWolf-6680.html,S,5ft 3 (160cm),5ft 3 ,160.0,62.99,unknown,234.0
Georges St Pierre,https://www.celebheights.com/s/Georges-St-Pierre-49447.html,S,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Jessica St. Clair,https://www.celebheights.com/s/Jessica-St-Clair-52952.html,S,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Raymond St. Jacques,https://www.celebheights.com/s/Raymond-St-Jacques-53040.html,S,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Jill St. John,https://www.celebheights.com/s/Jill-St-John-6746.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Mathew St. Patrick,https://www.celebheights.com/s/Mathew-St-Patrick-1580.html,S,5ft 11 ¼ (181cm),5ft 11 ¼ ,181.0,71.26,male,3128.0
St. Vincent,https://www.celebheights.com/s/-St-Vincent-48395.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,unknown,840.0
Rebecca Staab,https://www.celebheights.com/s/Rebecca-Staab-5642.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Nick Stabile,https://www.celebheights.com/s/Nick-Stabile-3108.html,S,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Kelly Stables,https://www.celebheights.com/s/Kelly-Stables-47139.html,S,4ft 10 (147cm),4ft 10 ,147.0,57.87,mostly_female,6.0
Robert Stack,https://www.celebheights.com/s/Robert-Stack-790.html,S,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Ed Stafford,https://www.celebheights.com/s/Ed-Stafford-49860.html,S,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Jessica Jane Stafford,https://www.celebheights.com/s/Jessica-Jane-Stafford-5187.html,S,5ft 3 ½ (161cm),5ft 3 ½ ,161.0,63.39,female,1490.0
Michelle Stafford,https://www.celebheights.com/s/Michelle-Stafford-5107.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Nancy Stafford,https://www.celebheights.com/s/Nancy-Stafford-47280.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,female,5184.0
Chad Stahelski,https://www.celebheights.com/s/Chad-Stahelski-53332.html,S,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Nick Stahl,https://www.celebheights.com/s/Nick-Stahl-794.html,S,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Jewel Staite,https://www.celebheights.com/s/Jewel-Staite-2728.html,S,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,mostly_female,290.0
Layne Staley,https://www.celebheights.com/s/Layne-Staley-52309.html,S,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,male,3373.0
Joseph Stalin,https://www.celebheights.com/s/Joseph-Stalin-3210.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,male,579.0
Frank Stallone,https://www.celebheights.com/s/Frank-Stallone-1221.html,S,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
Sistine Rose Stallone,https://www.celebheights.com/s/Sistine-Rose-Stallone-7316.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,unknown,840.0
Sylvester Stallone,https://www.celebheights.com/s/Sylvester-Stallone-347.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Lauren Stamile,https://www.celebheights.com/s/Lauren-Stamile-7132.html,S,5ft 8 ¼ (173cm),5ft 8 ¼ ,173.0,68.11,mostly_female,451.0
John Stamos,https://www.celebheights.com/s/John-Stamos-1114.html,S,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
Terence Stamp,https://www.celebheights.com/s/Terence-Stamp-3166.html,S,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Alexandra Stan,https://www.celebheights.com/s/Alexandra-Stan-5634.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Sebastian Stan,https://www.celebheights.com/s/Sebastian-Stan-4214.html,S,5ft 11 ¼ (181cm),5ft 11 ¼ ,181.0,71.26,male,3128.0
Darby Stanchfield,https://www.celebheights.com/s/Darby-Stanchfield-4851.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,andy,108.0
Clive Standen,https://www.celebheights.com/s/Clive-Standen-5791.html,S,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,male,4473.0
Lionel Stander,https://www.celebheights.com/s/Lionel-Stander-3793.html,S,6ft  ½ in (184cm),6ft  ½ in ,184.0,72.44,male,3911.0
Lakeith Stanfield,https://www.celebheights.com/s/Lakeith-Stanfield-50294.html,S,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,unknown,1313.0
Aaron Stanford,https://www.celebheights.com/s/Aaron-Stanford-2311.html,S,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,male,1015.0
Patti Stanger,https://www.celebheights.com/s/Patti-Stanger-49806.html,S,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,female,4529.0
Mark Stanley,https://www.celebheights.com/s/Mark-Stanley-50266.html,S,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Sadie Stanley,https://www.celebheights.com/s/Sadie-Stanley-52158.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Claire Stansfield,https://www.celebheights.com/s/Claire-Stansfield-287.html,S,6ft 1 (185cm),6ft 1 ,185.0,72.83,female,5580.0
Lisa Stansfield,https://www.celebheights.com/s/Lisa-Stansfield-53074.html,S,5ft 4 ½ (164cm),5ft 4 ½ ,164.0,64.57,female,2254.0
Harry Dean Stanton,https://www.celebheights.com/s/Harry-Dean-Stanton-4298.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Barbara Stanwyck,https://www.celebheights.com/s/Barbara-Stanwyck-3315.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Jacinta Stapleton,https://www.celebheights.com/s/Jacinta-Stapleton-6246.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Kevin Stapleton,https://www.celebheights.com/s/Kevin-Stapleton-2978.html,S,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Nicola Stapleton,https://www.celebheights.com/s/Nicola-Stapleton-52160.html,S,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,female,484.0
Sullivan Stapleton,https://www.celebheights.com/s/Sullivan-Stapleton-297.html,S,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Scott Stapp,https://www.celebheights.com/s/Scott-Stapp-3721.html,S,5ft 9 ¾ (177cm),5ft 9 ¾ ,177.0,69.69,male,2107.0
Jeffree Star,https://www.celebheights.com/s/Jeffree-Star-52171.html,S,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,unknown,1229.0
Melissa Stark,https://www.celebheights.com/s/Melissa-Stark-51532.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Oliver Stark,https://www.celebheights.com/s/Oliver-Stark-50837.html,S,6ft 2 (188cm),6ft 2 ,188.0,74.02,male,4729.0
Annie Starke,https://www.celebheights.com/s/Annie-Starke-52391.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Dan Starkey,https://www.celebheights.com/s/Dan-Starkey-48078.html,S,5ft 2 (157cm),5ft 2 ,157.0,61.81,male,88.0
Drew Starkey,https://www.celebheights.com/s/Drew-Starkey-53231.html,S,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,male,4473.0
Sir Keir Starmer,https://www.celebheights.com/s/Sir-Keir-Starmer-52247.html,S,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,unknown,1012.0
Antony Starr,https://www.celebheights.com/s/Antony-Starr-5764.html,S,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
Martin Starr,https://www.celebheights.com/s/Martin-Starr-6126.html,S,6ft  ¾ in (185cm),6ft  ¾ in ,185.0,72.83,male,4265.0
Ringo Starr,https://www.celebheights.com/s/Ringo-Starr-4637.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Caitlin Stasey,https://www.celebheights.com/s/Caitlin-Stasey-48900.html,S,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Todd Stashwick,https://www.celebheights.com/s/Todd-Stashwick-350.html,S,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Jason Statham,https://www.celebheights.com/s/Jason-Statham-365.html,S,5ft 8 ¾ (175cm),5ft 8 ¾ ,175.0,68.9,male,1812.0
Imelda Staunton,https://www.celebheights.com/s/Imelda-Staunton-4534.html,S,5ft 0 (152cm),5ft 0 ,152.0,59.84,female,164.0
Chrishell Stause,https://www.celebheights.com/s/Chrishell-Stause-5106.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,unknown,523.0
Mary StÃ¤vin,https://www.celebheights.com/s/Mary-Stavin-50877.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,mostly_female,407.0
Alison Steadman,https://www.celebheights.com/s/Alison-Steadman-51259.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Andrew Steel,https://www.celebheights.com/s/Andrew-Steel-52113.html,S,6ft 2 ½ (189cm),6ft 2 ½ ,189.0,74.41,male,4871.0
Carly Steel,https://www.celebheights.com/s/Carly-Steel-52097.html,S,5ft 6 ¾ (170cm),5ft 6 ¾ ,170.0,66.93,female,4377.0
Melissa Steel,https://www.celebheights.com/s/Melissa-Steel-49306.html,S,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Amanda Steele,https://www.celebheights.com/s/Amanda-Steele-6476.html,S,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Cassie Steele,https://www.celebheights.com/s/Cassie-Steele-4677.html,S,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Dawn Steele,https://www.celebheights.com/s/Dawn-Steele-3083.html,S,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Hannah Steele,https://www.celebheights.com/s/Hannah-Steele-5776.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Isobel Steele,https://www.celebheights.com/s/Isobel-Steele-52002.html,S,5ft 0 (152cm),5ft 0 ,152.0,59.84,female,164.0
Pete Steele,https://www.celebheights.com/s/Pete-Steele-3414.html,S,6ft 6 ¼ (199cm),6ft 6 ¼ ,199.0,78.35,male,5462.0
Sage Steele,https://www.celebheights.com/s/Sage-Steele-50642.html,S,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,andy,162.0
Sarah Steele,https://www.celebheights.com/s/Sarah-Steele-2325.html,S,4ft 11 (150cm),4ft 11 ,150.0,59.06,female,56.0
Tommy Steele,https://www.celebheights.com/s/Tommy-Steele-4467.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Jessica Steen,https://www.celebheights.com/s/Jessica-Steen-1676.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Mary Steenburgen,https://www.celebheights.com/s/Mary-Steenburgen-4238.html,S,5ft 7 ¼ (171cm),5ft 7 ¼ ,171.0,67.32,mostly_female,428.0
Eddie Steeples,https://www.celebheights.com/s/Eddie-Steeples-53042.html,S,5ft 5 ¾ (167cm),5ft 5 ¾ ,167.0,65.75,male,434.0
Gwen Stefani,https://www.celebheights.com/s/Gwen-Stefani-653.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Julia Stegner,https://www.celebheights.com/s/Julia-Stegner-48607.html,S,6ft  ½ in (184cm),6ft  ½ in ,184.0,72.44,female,5562.0
Rod Steiger,https://www.celebheights.com/s/Rod-Steiger-48125.html,S,5ft 9 ¾ (177cm),5ft 9 ¾ ,177.0,69.69,male,2107.0
Scott Steiner,https://www.celebheights.com/s/Scott-Steiner-51167.html,S,5ft 11 ¼ (181cm),5ft 11 ¼ ,181.0,71.26,male,3128.0
Hailee Steinfeld,https://www.celebheights.com/s/Hailee-Steinfeld-4431.html,S,5ft 6 ¼ (168cm),5ft 6 ¼ ,168.0,66.14,female,3683.0
Nicole Steinwedell,https://www.celebheights.com/s/Nicole-Steinwedell-47144.html,S,5ft 11 (180cm),5ft 11 ,180.0,70.87,female,5499.0
Jeff Stelling,https://www.celebheights.com/s/Jeff-Stelling-49687.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Maria Sten,https://www.celebheights.com/s/Maria-Sten-52915.html,S,5ft 10 ¼ (178cm),5ft 10 ¼ ,178.0,70.08,female,5410.0
Amandla Stenberg,https://www.celebheights.com/s/Amandla-Stenberg-50090.html,S,5ft 2 (157cm),5ft 2 ,157.0,61.81,unknown,152.0
Yutte Stensgaard,https://www.celebheights.com/s/Yutte-Stensgaard-50330.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,unknown,367.0
Carley Stenson,https://www.celebheights.com/s/Carley-Stenson-5036.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Cecilie Stenspil,https://www.celebheights.com/s/Cecilie-Stenspil-52450.html,S,5ft 5 ¾ (167cm),5ft 5 ¾ ,167.0,65.75,female,3123.0
George Stephanopoulos,https://www.celebheights.com/s/George-Stephanopoulos-50216.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,male,344.0
