year,commodity_code,commodity_chapter,commodity_chapter_desc,commodity_chapter_four,commodity_chapter_four_desc,us_dollar,exported_to,exported_from
2018,07149029,07,Vegetables and certain roots and tubers; edible,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content; fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",188,Kazakhstan,Xingjiang Uygur
2017,07142019,07,Vegetables and certain roots and tubers; edible,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content; fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",1916,Kazakhstan,Xingjiang Uygur
2017,07143000,07,Vegetables and certain roots and tubers; edible,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content; fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",171,Kazakhstan,Xingjiang Uygur
2017,07149029,07,Vegetables and certain roots and tubers; edible,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content; fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",216,Kazakhstan,Xingjiang Uygur
2020,07142019,07,Vegetables and certain roots and tubers; edible,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content; fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",450,Kazakhstan,Xingjiang Uygur
2020,07143000,07,Vegetables and certain roots and tubers; edible,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content; fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",174,Kazakhstan,Xingjiang Uygur
2020,07149029,07,Vegetables and certain roots and tubers; edible,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content; fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",475,Kazakhstan,Xingjiang Uygur
2018,07019000,07,Vegetables and certain roots and tubers; edible,0701,Potatoes; fresh or chilled,484,Kazakhstan,Xingjiang Uygur
2017,07019000,07,Vegetables and certain roots and tubers; edible,0701,Potatoes; fresh or chilled,1364216,Kazakhstan,Xingjiang Uygur
2020,07115919,07,Vegetables and certain roots and tubers; edible,0711,"Vegetables provisionally preserved; (e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption",46242,Kazakhstan,Xingjiang Uygur
2021,07115112,07,Vegetables and certain roots and tubers; edible,0711,"Vegetables provisionally preserved; (e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption",50382,Kazakhstan,Xingjiang Uygur
2021,07115919,07,Vegetables and certain roots and tubers; edible,0711,"Vegetables provisionally preserved; (e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption",151644,Kazakhstan,Xingjiang Uygur
2019,08011200,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0801,"Nuts, edible; coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled",1377,Kazakhstan,Xingjiang Uygur
2018,08011200,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0801,"Nuts, edible; coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled",1317,Kazakhstan,Xingjiang Uygur
2018,08011990,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0801,"Nuts, edible; coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled",1115,Kazakhstan,Xingjiang Uygur
2017,08011990,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0801,"Nuts, edible; coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled",351,Kazakhstan,Xingjiang Uygur
2019,08023100,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",803855,Kazakhstan,Xingjiang Uygur
2019,08023200,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",310906,Kazakhstan,Xingjiang Uygur
2018,08023100,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",1451694,Kazakhstan,Xingjiang Uygur
2017,08023100,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",180981,Kazakhstan,Xingjiang Uygur
2017,08023200,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",431840,Kazakhstan,Xingjiang Uygur
2020,08023100,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",26391517,Kazakhstan,Xingjiang Uygur
2020,08023200,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",16586904,Kazakhstan,Xingjiang Uygur
2020,08029030,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",10,Kazakhstan,Xingjiang Uygur
2021,08023100,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",27575014,Kazakhstan,Xingjiang Uygur
2021,08023200,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0802,"Nuts (excluding coconuts, Brazils and cashew nuts); fresh or dried, whether or not shelled or peeled",42836712,Kazakhstan,Xingjiang Uygur
2019,08043000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",477804,Kazakhstan,Xingjiang Uygur
2019,08044000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",24784,Kazakhstan,Xingjiang Uygur
2019,08045020,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",127152,Kazakhstan,Xingjiang Uygur
2019,08045030,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",6045,Kazakhstan,Xingjiang Uygur
2018,08043000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",570194,Kazakhstan,Xingjiang Uygur
2018,08045010,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",2067,Kazakhstan,Xingjiang Uygur
2018,08045020,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",137744,Kazakhstan,Xingjiang Uygur
2018,08045030,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",911,Kazakhstan,Xingjiang Uygur
2017,08043000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",377527,Kazakhstan,Xingjiang Uygur
2017,08045020,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",45111,Kazakhstan,Xingjiang Uygur
2017,08045030,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",750,Kazakhstan,Xingjiang Uygur
2020,08043000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",35995,Kazakhstan,Xingjiang Uygur
2020,08044000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",1080,Kazakhstan,Xingjiang Uygur
2020,08045020,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",5587,Kazakhstan,Xingjiang Uygur
2021,08045020,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens; fresh or dried",794219,Kazakhstan,Xingjiang Uygur
2019,08051000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,93723,Kazakhstan,Xingjiang Uygur
2019,08052190,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,47116023,Kazakhstan,Xingjiang Uygur
2019,08054000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,367961,Kazakhstan,Xingjiang Uygur
2019,08055000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,1243099,Kazakhstan,Xingjiang Uygur
2018,08052190,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,47920628,Kazakhstan,Xingjiang Uygur
2018,08054000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,380775,Kazakhstan,Xingjiang Uygur
2018,08055000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,304347,Kazakhstan,Xingjiang Uygur
2017,08051000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,840,Kazakhstan,Xingjiang Uygur
2017,08052190,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,49116069,Kazakhstan,Xingjiang Uygur
2017,08054000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,479635,Kazakhstan,Xingjiang Uygur
2017,08055000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,88771,Kazakhstan,Xingjiang Uygur
2020,08051000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,110032,Kazakhstan,Xingjiang Uygur
2020,08052190,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,2421912,Kazakhstan,Xingjiang Uygur
2020,08054000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,57820,Kazakhstan,Xingjiang Uygur
2020,08055000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,505389,Kazakhstan,Xingjiang Uygur
2021,08054000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0805,Citrus fruit; fresh or dried,59418,Kazakhstan,Xingjiang Uygur
2019,08061000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0806,Grapes; fresh or dried,2386930,Kazakhstan,Xingjiang Uygur
2018,08061000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0806,Grapes; fresh or dried,3525592,Kazakhstan,Xingjiang Uygur
2017,08061000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0806,Grapes; fresh or dried,3351818,Kazakhstan,Xingjiang Uygur
2020,08061000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0806,Grapes; fresh or dried,2301448,Kazakhstan,Xingjiang Uygur
2019,08071100,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,3311,Kazakhstan,Xingjiang Uygur
2019,08071910,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,915,Kazakhstan,Xingjiang Uygur
2019,08071990,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,130,Kazakhstan,Xingjiang Uygur
2019,08072000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,6361,Kazakhstan,Xingjiang Uygur
2018,08071100,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,2411,Kazakhstan,Xingjiang Uygur
2018,08071910,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,881,Kazakhstan,Xingjiang Uygur
2018,08071990,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,457,Kazakhstan,Xingjiang Uygur
2018,08072000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,7109,Kazakhstan,Xingjiang Uygur
2017,08071100,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,345,Kazakhstan,Xingjiang Uygur
2017,08071910,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,101,Kazakhstan,Xingjiang Uygur
2017,08072000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,1286,Kazakhstan,Xingjiang Uygur
2020,08072000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0807,Melons (including watermelons) and papaws (papayas); fresh,458,Kazakhstan,Xingjiang Uygur
2019,08081000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0808,"Apples, pears and quinces; fresh",42627214,Kazakhstan,Xingjiang Uygur
2019,08083090,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0808,"Apples, pears and quinces; fresh",402886,Kazakhstan,Xingjiang Uygur
2018,08081000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0808,"Apples, pears and quinces; fresh",78347244,Kazakhstan,Xingjiang Uygur
2018,08083090,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0808,"Apples, pears and quinces; fresh",988137,Kazakhstan,Xingjiang Uygur
2017,08081000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0808,"Apples, pears and quinces; fresh",90803029,Kazakhstan,Xingjiang Uygur
2017,08083090,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0808,"Apples, pears and quinces; fresh",797149,Kazakhstan,Xingjiang Uygur
2020,08081000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0808,"Apples, pears and quinces; fresh",7454294,Kazakhstan,Xingjiang Uygur
2020,08083090,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0808,"Apples, pears and quinces; fresh",1119504,Kazakhstan,Xingjiang Uygur
2019,08091000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0809,"Apricots, cherries, peaches (including nectarines), plums and sloes, fresh",3924,Kazakhstan,Xingjiang Uygur
2019,08093000,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0809,"Apricots, cherries, peaches (including nectarines), plums and sloes, fresh",26771754,Kazakhstan,Xingjiang Uygur
