NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,state,school district (elementary)
"Helena Flats Elementary School District, Montana",1906.0,,285.0,,30,13800
"Hellgate Elementary School District, Montana",13699.0,,903.0,,30,13860
"Helmville Elementary School District, Montana",259.0,,72.0,,30,13890
"Cottonwood Elementary School District (Hill County), Montana",309.0,,101.0,,30,14150
"Hinsdale Elementary School District, Montana",491.0,,152.0,,30,14340
"Independent Elementary School District, Montana",2571.0,,305.0,,30,14820
"Jackson Elementary School District, Montana",127.0,,48.0,,30,15060
"Joliet Elementary School District, Montana",1962.0,,180.0,,30,15200
"Jordan Elementary School District, Montana",665.0,,115.0,,30,15340
"Judith Gap Elementary School District, Montana",296.0,,95.0,,30,15360
"Kalispell Elementary School District, Montana",30784.0,,1062.0,,30,15450
"Kester Elementary School District, Montana",58.0,,34.0,,30,15510
"Kila Elementary School District, Montana",1902.0,,269.0,,30,15570
"King Colony Elementary School District, Montana",408.0,,108.0,,30,15610
"Kircher Elementary School District, Montana",817.0,,117.0,,30,15640
"Knees Elementary School District, Montana",36.0,,20.0,,30,15690
"Upper West Shore Elementary School District, Montana",871.0,,155.0,,30,15900
"Swan Lake-Salmon Elementary School District, Montana",381.0,,88.0,,30,15930
"Lambert Elementary School District, Montana",227.0,,60.0,,30,15990
"Lame Deer Elementary School District, Montana",2295.0,,251.0,,30,16050
"Laurel Elementary School District, Montana",11867.0,,583.0,,30,16200
"Lewistown Elementary School District, Montana",8366.0,,293.0,,30,16490
"Livingston Elementary School District, Montana",11057.0,,336.0,,30,16880
"Lockwood Elementary School District, Montana",8673.0,,566.0,,30,16950
"Lodge Grass Elementary School District, Montana",2393.0,,244.0,,30,17010
"Lolo Elementary School District, Montana",5130.0,,612.0,,30,17130
"Lone Rock Elementary School District, Montana",2932.0,,500.0,,30,17190
"Lustre Elementary School District, Montana",184.0,,59.0,,30,17340
"Luther Elementary School District, Montana",466.0,,92.0,,30,17370
"Alder Elementary School District, Montana",264.0,,92.0,,30,17460
"Malmborg Elementary School District, Montana",170.0,,50.0,,30,17520
"Marion Elementary School District, Montana",1508.0,,257.0,,30,17700
"McLeod Elementary School District, Montana",159.0,,44.0,,30,18060
"Melrose Elementary School District, Montana",72.0,,28.0,,30,18210
"Melstone Elementary School District, Montana",460.0,,114.0,,30,18240
"Melville Elementary School District, Montana",228.0,,51.0,,30,18290
"Miles City Elementary School District, Montana",10063.0,,159.0,,30,18410
"Missoula Elementary School District, Montana",71431.0,,1586.0,,30,18570
"Molt Elementary School District, Montana",118.0,,36.0,,30,18660
"Monforton Elementary School District, Montana",3136.0,,430.0,,30,18750
"Montana City Elementary School District, Montana",3302.0,,280.0,,30,18780
"Moore Elementary School District, Montana",490.0,,108.0,,30,18870
"Morin Elementary School District, Montana",445.0,,93.0,,30,18960
"North Harlem Colony Elementary School District, Montana",36.0,,23.0,,30,19310
"Nye Elementary School District, Montana",208.0,,58.0,,30,19530
"Ovando Elementary School District, Montana",212.0,,57.0,,30,19950
"Park City Elementary School District, Montana",2011.0,,200.0,,30,20040
"Pass Creek Elementary School District, Montana",81.0,,29.0,,30,20170
"Pendroy Elementary School District, Montana",182.0,,57.0,,30,20240
"Pine Creek Elementary School District, Montana",397.0,,99.0,,30,20670
"Pine Grove Elementary School District, Montana",75.0,,49.0,,30,20690
"Pioneer Elementary School District, Montana",1285.0,,221.0,,30,20790
"Pleasant Valley Elementary School District, Montana",233.0,,73.0,,30,20880
"Polaris Elementary School District, Montana",139.0,,43.0,,30,21030
"Polson Elementary School District, Montana",9995.0,,406.0,,30,21060
"Miami Elementary School District, Montana",122.0,,42.0,,30,21150
"Power Elementary School District, Montana",605.0,,80.0,,30,21510
"Poplar Elementary School District, Montana",3676.0,,347.0,,30,21240
"Potomac Elementary School District, Montana",1314.0,,218.0,,30,21330
"Garrison Elementary School District, Montana",60.0,,31.0,,30,21480
"Pryor Elementary School District, Montana",605.0,,135.0,,30,21720
"Ramsay Elementary School District, Montana",1394.0,,209.0,,30,21850
"Rapelje Elementary School District, Montana",206.0,,82.0,,30,21870
"Rau Elementary School District, Montana",403.0,,114.0,,30,21960
"Red Lodge Elementary School District, Montana",3265.0,,323.0,,30,22080
"Reichle Elementary School District, Montana",210.0,,66.0,,30,22290
"Richey Elementary School District, Montana",378.0,,82.0,,30,22370
"Rocky Boy Elementary School District, Montana",3302.0,,205.0,,30,22750
"Ronan Elementary School District, Montana",9010.0,,459.0,,30,22790
"Roundup Elementary School District, Montana",4337.0,,160.0,,30,23040
"Saco Elementary School District, Montana",494.0,,121.0,,30,23370
"Savage Elementary School District, Montana",630.0,,138.0,,30,23520
"Seeley Lake Elementary School District, Montana",1772.0,,298.0,,30,23730
"Shelby Elementary School District, Montana",3630.0,,185.0,,30,23900
"Shepherd Elementary School District, Montana",3532.0,,301.0,,30,23940
"Sheridan Elementary School District, Montana",1914.0,,219.0,,30,24150
"Sidney Elementary School District, Montana",8172.0,,242.0,,30,24200
"Sun River Valley Elementary School District, Montana",1844.0,,286.0,,30,24300
"Spring Creek Colony Elementary School District, Montana",73.0,,153.0,,30,24690
"Springdale Elementary School District, Montana",141.0,,67.0,,30,24780
"Springhill Elementary School District, Montana",108.0,,33.0,,30,24810
"Stevensville Elementary School District, Montana",7338.0,,540.0,,30,25020
"Centerville Elementary School District, Montana",1692.0,,376.0,,30,25130
"Sunset Elementary School District, Montana",238.0,,143.0,,30,25380
"Swan River Elementary School District, Montana",1832.0,,272.0,,30,25500
"Swan Valley Elementary School District, Montana",480.0,,107.0,,30,25530
"Target Range Elementary School District, Montana",4774.0,,603.0,,30,25890
"Thompson Falls Elementary School District, Montana",3969.0,,410.0,,30,26070
"Three Forks Elementary School District, Montana",3403.0,,279.0,,30,26160
"Trail Creek Elementary School District, Montana",162.0,,52.0,,30,26400
"Trego Elementary School District, Montana",616.0,,226.0,,30,26460
"Trinity Elementary School District, Montana",1718.0,,255.0,,30,26490
"Trout Creek Elementary School District, Montana",958.0,,141.0,,30,26520
"Troy Elementary School District, Montana",2826.0,,436.0,,30,26550
"Turner Elementary School District, Montana",256.0,,74.0,,30,26640
"Ulm Elementary School District, Montana",735.0,,138.0,,30,26880
"Valier Elementary School District, Montana",1112.0,,130.0,,30,27060
"Valley View Elementary School District, Montana",309.0,,101.0,,30,27150
"Vida Elementary School District, Montana",571.0,,120.0,,30,27340
"West Valley Elementary School District, Montana",4727.0,,653.0,,30,27570
"Whitefish Elementary School District, Montana",14370.0,,817.0,,30,27740
"Whitehall Elementary School District, Montana",3540.0,,316.0,,30,27810
"Willow Creek Elementary School District, Montana",346.0,,109.0,,30,28140
"Wisdom Elementary School District, Montana",291.0,,68.0,,30,28500
"Wolf Creek Elementary School District, Montana",594.0,,109.0,,30,28550
"Yaak Elementary School District, Montana",279.0,,84.0,,30,28830
"Wolf Point Elementary School District, Montana",4608.0,,430.0,,30,28590
"Woodman Elementary School District, Montana",500.0,,111.0,,30,28650
"Wyola Elementary School District, Montana",429.0,,63.0,,30,28800
"Yellowstone Academy Elementary School District, Montana",123.0,,92.0,,30,28860
"Zurich Elementary School District, Montana",280.0,,99.0,,30,28910
"Remainder of Montana, Montana",124640.0,,1773.0,,30,99999
"Somers Elementary School District, Montana",5793.0,,886.0,,30,00002
"Cut Bank Elementary School District, Montana",4682.0,,298.0,,30,00003
"Mountain View Elementary School District, Montana",0.0,,10.0,,30,00004
"Helena Elementary School District, Montana",54131.0,,629.0,,30,00005
"Broadus Elementary School District, Montana",1286.0,,128.0,,30,00006
"South Stacey Elementary School District, Montana",57.0,,21.0,,30,00007
"Ashland Elementary School District, Montana",1582.0,,204.0,,30,00008
"Noxon Elementary School District, Montana",1361.0,,258.0,,30,00090
"Liberty Elementary School District, Montana",111.0,,46.0,,30,00093
"West Glacier Elementary School District, Montana",570.0,,212.0,,30,00094
"North Star Elementary School District, Montana",846.0,,133.0,,30,00096
"Chester-Joplin-Inverness Elementary School District, Montana",2257.0,,200.0,,30,00098
"Shields Valley Elementary School District, Montana",1611.0,,180.0,,30,00932
"Absarokee Elementary School District, Montana",1660.0,,216.0,,30,01710
"Alzada Elementary School District, Montana",183.0,,50.0,,30,01950
"Amsterdam Elementary School District, Montana",2071.0,,233.0,,30,01980
"Anaconda Elementary School District, Montana",8801.0,,139.0,,30,02010
"Anderson Elementary School District, Montana",1360.0,,200.0,,30,02070
"Arlee Elementary School District, Montana",2809.0,,328.0,,30,02220
"Arrowhead Elementary School District, Montana",1833.0,,254.0,,30,02300
"Augusta Elementary School District, Montana",659.0,,151.0,,30,02430
"Auchard Creek Elementary School District, Montana",24.0,,21.0,,30,02490
"Avon Elementary School District, Montana",257.0,,71.0,,30,02550
"Ayers Elementary School District, Montana",116.0,,46.0,,30,02570
"Basin Elementary School District, Montana",250.0,,83.0,,30,02820
"Smith Valley Elementary School District, Montana",2077.0,,295.0,,30,02850
"Bear Paw Elementary School District, Montana",114.0,,39.0,,30,03000
"Belgrade Elementary School District, Montana",22218.0,,779.0,,30,03290
"Belt Elementary School District, Montana",1856.0,,233.0,,30,03420
"Benton Lake Elementary School District, Montana",46.0,,21.0,,30,03480
"Biddle Elementary School District, Montana",78.0,,37.0,,30,03600
"Spring Creek Elementary School District (Big Horn County), Montana",35.0,,18.0,,30,03660
"Big Timber Elementary School District, Montana",2792.0,,131.0,,30,03800
"Bigfork Elementary School District, Montana",5963.0,,446.0,,30,03820
"Billings Elementary School District, Montana",113447.0,,900.0,,30,03870
"Birney Elementary School District, Montana",116.0,,44.0,,30,03990
"Cleveland Elementary School District, Montana",129.0,,64.0,,30,04050
"Bloomfield Elementary School District, Montana",64.0,,29.0,,30,04200
"Blue Creek Elementary School District, Montana",2214.0,,330.0,,30,04230
"Bonner Elementary School District, Montana",3191.0,,476.0,,30,04260
"Boulder Elementary School District, Montana",1602.0,,239.0,,30,04380
"Box Elder Elementary School District, Montana",567.0,,92.0,,30,04440
"Brorson Elementary School District, Montana",199.0,,74.0,,30,05130
"Bozeman Elementary School District, Montana",62140.0,,829.0,,30,04560
"Broadview Elementary School District, Montana",703.0,,134.0,,30,04890
"Brockton Elementary School District, Montana",582.0,,130.0,,30,05010
"Browning Elementary School District, Montana",8275.0,,325.0,,30,05140
"Butte Elementary School District, Montana",33106.0,,236.0,,30,05280
"Bynum Elementary School District, Montana",148.0,,49.0,,30,05330
"Canyon Creek Elementary School District, Montana",2485.0,,336.0,,30,05460
"Cardwell Elementary School District, Montana",601.0,,147.0,,30,05550
"Carter Elementary School District, Montana",219.0,,75.0,,30,05760
"Vaughn Elementary School District, Montana",1053.0,,215.0,,30,05850
"Cascade Elementary School District, Montana",1980.0,,213.0,,30,05880
"Cayuse Prairie Elementary School District, Montana",2500.0,,270.0,,30,05990
"McCormick Elementary School District, Montana",424.0,,130.0,,30,06030
"Charlo Elementary School District, Montana",1275.0,,171.0,,30,06112
"Chinook Elementary School District, Montana",1832.0,,157.0,,30,06260
"Choteau Elementary School District, Montana",2582.0,,223.0,,30,06320
"Circle Elementary School District, Montana",1059.0,,129.0,,30,06790
"Clancy Elementary School District, Montana",2964.0,,265.0,,30,06840
"Clinton Elementary School District, Montana",2178.0,,364.0,,30,06870
"Cohagen Elementary School District, Montana",113.0,,40.0,,30,07030
"Colstrip Elementary School District, Montana",2711.0,,339.0,,30,07050
"Columbia Falls Elementary School District, Montana",14840.0,,688.0,,30,07110
"Columbus Elementary School District, Montana",4537.0,,251.0,,30,07190
"Conrad Elementary School District, Montana",3346.0,,161.0,,30,07330
"Cooke City Elementary School District, Montana",71.0,,28.0,,30,07350
"Cottonwood Elementary School District (Gallatin County), Montana",323.0,,101.0,,30,07500
"Creston Elementary School District, Montana",1114.0,,157.0,,30,07710
"Culbertson Elementary School District, Montana",914.0,,161.0,,30,07830
"Spring Creek Elementary School District (Custer and Powder River Counties), Montana",104.0,,43.0,,30,07950
"Kinsey Elementary School District, Montana",524.0,,106.0,,30,07980
"S Y Elementary School District, Montana",88.0,,55.0,,30,08010
"S H Elementary School District, Montana",140.0,,54.0,,30,08040
"Davey Elementary School District, Montana",72.0,,68.0,,30,08310
"Lindsay Elementary School District, Montana",287.0,,73.0,,30,08400
"Deer Creek Elementary School District, Montana",482.0,,123.0,,30,08470
"Deer Lodge Elementary School District, Montana",5715.0,,201.0,,30,08670
"Deer Park Elementary School District, Montana",1079.0,,166.0,,30,08700
"Deerfield Elementary School District, Montana",0.0,,10.0,,30,08730
"Denton Elementary School District, Montana",450.0,,80.0,,30,08860
"DeSmet Elementary School District, Montana",1563.0,,346.0,,30,08880
"LaMotte Elementary School District, Montana",800.0,,138.0,,30,16110
"Manhattan School, Montana",2805.0,,325.0,,30,17610
"Reed Point Elementary School District, Montana",617.0,,134.0,,30,22230
"Dillon Elementary School District, Montana",7905.0,,162.0,,30,08910
"Divide Elementary School District, Montana",138.0,,46.0,,30,09000
"Dixon Elementary School District, Montana",429.0,,63.0,,30,09030
"Drummond Elementary School District, Montana",991.0,,155.0,,30,09180
"Dupuyer Elementary School District, Montana",253.0,,76.0,,30,09330
"Elder Grove Elementary School District, Montana",4293.0,,711.0,,30,09720
"East Glacier Park Elementary School District, Montana",742.0,,164.0,,30,09510
"East Helena Elementary School District, Montana",8842.0,,492.0,,30,09560
"Ekalaka Elementary School District, Montana",953.0,,97.0,,30,09670
"Elliston Elementary School District, Montana",303.0,,89.0,,30,09780
"Elysian Elementary School District, Montana",1992.0,,304.0,,30,09840
"Eureka Elementary School District, Montana",4972.0,,643.0,,30,10080
"Fairfield Elementary School District, Montana",1345.0,,163.0,,30,10140
"Fairview Elementary School District, Montana",1690.0,,178.0,,30,10210
"Fair-Mont-Egan Elementary School District, Montana",1417.0,,205.0,,30,10230
"Fishtail Elementary School District, Montana",440.0,,86.0,,30,10800
"Wise River Elementary School District, Montana",320.0,,77.0,,30,10820
"Evergreen Elementary School District, Montana",6278.0,,548.0,,30,10920
"Olney-Bissell Elementary School District, Montana",1359.0,,415.0,,30,10950
"Forsyth Elementary School District, Montana",2197.0,,233.0,,30,11160
"Fort Benton Elementary School District, Montana",1959.0,,206.0,,30,11240
"Fortine Elementary School District, Montana",959.0,,198.0,,30,11340
"Frazer Elementary School District, Montana",424.0,,100.0,,30,11420
"Froid Elementary School District, Montana",371.0,,102.0,,30,11550
"Frontier Elementary School District, Montana",497.0,,123.0,,30,11670
"Galata Elementary School District, Montana",319.0,,100.0,,30,11730
"Chichester School District, New Hampshire",2625.0,,35.0,,33,02310
"Cornish School District, New Hampshire",1813.0,,203.0,,33,02520
"Croydon School District, New Hampshire",972.0,,215.0,,33,02550
"Deerfield School District, New Hampshire",4463.0,,16.0,,33,02580
"Derry School District, New Hampshire",33515.0,,24.0,,33,02610
"Errol School District, New Hampshire",234.0,,60.0,,33,02940
"Dunbarton School District, New Hampshire",2811.0,,17.0,,33,02760
"East Kingston School District, New Hampshire",2445.0,,193.0,,33,02790
"Epsom School District, New Hampshire",4713.0,,35.0,,33,02910
"Exeter School District, New Hampshire",14921.0,,57.0,,33,02970
"Freedom School District, New Hampshire",1353.0,,184.0,,33,03120
"Gilmanton School District, New Hampshire",3738.0,,18.0,,33,03210
"Grantham School District, New Hampshire",2941.0,,20.0,,33,03360
"Greenland School District, New Hampshire",3953.0,,24.0,,33,03420
"Hampton School District, New Hampshire",15452.0,,21.0,,33,03510
"Hampton Falls School District, New Hampshire",2358.0,,148.0,,33,03540
"Hanover School District, New Hampshire",11512.0,,51.0,,33,03600
"Harrisville School District, New Hampshire",921.0,,124.0,,33,03630
"Henniker School District, New Hampshire",4950.0,,18.0,,33,03690
"Hill School District, New Hampshire",931.0,,138.0,,33,03720
"Holderness School District, New Hampshire",2336.0,,340.0,,33,03810
"Hollis School District, New Hampshire",7880.0,,17.0,,33,03840
"Hooksett School District, New Hampshire",14221.0,,26.0,,33,03870
"Jackson School District, New Hampshire",966.0,,245.0,,33,03990
"Kensington School District, New Hampshire",2326.0,,136.0,,33,04080
"Lafayette Regional School District, New Hampshire",1935.0,,211.0,,33,04150
"Landaff School District, New Hampshire",450.0,,92.0,,33,04170
"Lyme School District, New Hampshire",1682.0,,181.0,,33,04500
"Madison School District, New Hampshire",2545.0,,26.0,,33,04560
"Marlborough School District, New Hampshire",2271.0,,283.0,,33,04620
"Marlow School District, New Hampshire",813.0,,109.0,,33,04650
"Milan School District, New Hampshire",1309.0,,83.0,,33,04800
"Monroe School District, New Hampshire",958.0,,155.0,,33,04920
"Mont Vernon School District, New Hampshire",2533.0,,24.0,,33,04950
"Nelson School District, New Hampshire",621.0,,97.0,,33,05010
"New Boston School District, New Hampshire",5616.0,,17.0,,33,05040
"New Castle School District, New Hampshire",780.0,,152.0,,33,05070
"Newfields School District, New Hampshire",1670.0,,210.0,,33,05190
"Newington School District, New Hampshire",798.0,,113.0,,33,05250
"North Hampton School District, New Hampshire",4453.0,,21.0,,33,05370
"Northwood School District, New Hampshire",4305.0,,18.0,,33,05430
"Nottingham School District, New Hampshire",5004.0,,40.0,,33,05460
"Piermont School District, New Hampshire",807.0,,123.0,,33,05670
"Plainfield School District, New Hampshire",2415.0,,249.0,,33,05760
"Plymouth School District, New Hampshire",6731.0,,47.0,,33,05790
"Rollinsford School District, New Hampshire",2555.0,,21.0,,33,05970
"Rumney School District, New Hampshire",1486.0,,232.0,,33,06000
"Rye School District, New Hampshire",5434.0,,22.0,,33,06030
"Seabrook School District, New Hampshire",8846.0,,19.0,,33,06150
"South Hampton School District, New Hampshire",780.0,,114.0,,33,06270
"Stark School District, New Hampshire",564.0,,115.0,,33,06330
"Stewartstown School District, New Hampshire",889.0,,136.0,,33,06360
"Stoddard School District, New Hampshire",1229.0,,193.0,,33,06390
"Strafford School District, New Hampshire",4118.0,,30.0,,33,06420
"Stratham School District, New Hampshire",7418.0,,25.0,,33,06480
"Tamworth School District, New Hampshire",2959.0,,12.0,,33,06600
"Alton School District, New Hampshire",5298.0,,17.0,,33,01440
"Thornton School District, New Hampshire",2511.0,,28.0,,33,06660
"Unity School District, New Hampshire",1420.0,,178.0,,33,06750
"Allenstown School District, New Hampshire",4370.0,,26.0,,33,01380
"Amherst School District, New Hampshire",11310.0,,34.0,,33,01470
"Andover School District, New Hampshire",2799.0,,322.0,,33,01500
"Ashland School District, New Hampshire",2142.0,,373.0,,33,01560
"Auburn School District, New Hampshire",5385.0,,22.0,,33,01590
"Barnstead School District, New Hampshire",4624.0,,27.0,,33,01620
"Barrington School District, New Hampshire",8979.0,,19.0,,33,01650
"Bartlett School District, New Hampshire",2761.0,,19.0,,33,01680
"Bath School District, New Hampshire",914.0,,146.0,,33,01710
"Bethlehem School District, New Hampshire",2568.0,,18.0,,33,01890
"Brentwood School District, New Hampshire",4712.0,,22.0,,33,02010
"Brookline School District, New Hampshire",5298.0,,42.0,,33,02070
"Campton School District, New Hampshire",3313.0,,14.0,,33,02100
"Candia School District, New Hampshire",3925.0,,26.0,,33,02130
"Chester School District, New Hampshire",5039.0,,16.0,,33,02250
"Chesterfield School District, New Hampshire",3576.0,,13.0,,33,02280
"Wakefield School District, New Hampshire",5016.0,,27.0,,33,06780
"Warren School District, New Hampshire",977.0,,167.0,,33,06870
"Washington School District, New Hampshire",1164.0,,175.0,,33,06900
"Waterville Valley School District, New Hampshire",183.0,,78.0,,33,06910
"Weare School District, New Hampshire",9011.0,,21.0,,33,06930
"Wentworth School District, New Hampshire",876.0,,136.0,,33,06990
"Westmoreland School District, New Hampshire",1704.0,,298.0,,33,07020
"Winchester School District, New Hampshire",4222.0,,16.0,,33,07140
"Remainder of New Hampshire, New Hampshire",994791.0,,833.0,,33,99999
"Mason School District, New Hampshire",1540.0,,77.0,,33,03276
"Fremont School District, New Hampshire",4667.0,,20.0,,33,03150
"Hampstead School District, New Hampshire",8625.0,,23.0,,33,03480
"Stratford School District, New Hampshire",672.0,,135.0,,33,06450
"Lempster School District, New Hampshire",906.0,,177.0,,33,03303
"Little Silver Borough School District, New Jersey",5864.0,,24.0,,34,08790
"Long Beach Island School District, New Jersey",6174.0,,181.0,,34,08910
"Lower Township School District, New Jersey",21838.0,,40.0,,34,09150
"Lumberton Township School District, New Jersey",12287.0,,32.0,,34,09180
"Magnolia Borough School District, New Jersey",4289.0,,45.0,,34,09300
"Manalapan-Englishtown Regional School District, New Jersey",41931.0,,148.0,,34,09390
"Mansfield Township School District (Burlington County), New Jersey",8538.0,,34.0,,34,09510
"Mansfield Township School District (Warren County), New Jersey",7434.0,,22.0,,34,09540
"Mantua Township School District, New Jersey",14992.0,,32.0,,34,09600
"Marlboro Township School District, New Jersey",40133.0,,61.0,,34,09720
"Medford Lakes Borough School District, New Jersey",4031.0,,15.0,,34,09840
"Medford Township School District, New Jersey",23293.0,,33.0,,34,09870
"Mendham Borough School District, New Jersey",4945.0,,17.0,,34,09900
"Mendham Township School District, New Jersey",5792.0,,40.0,,34,09930
"Milford Borough School District, New Jersey",1295.0,,160.0,,34,10170
"Monmouth Beach Borough School District, New Jersey",3221.0,,18.0,,34,10380
"Montvale Borough School District, New Jersey",8438.0,,31.0,,34,10620
"National Park Borough School District, New Jersey",2983.0,,25.0,,34,11100
"Mount Holly Township School District, New Jersey",9573.0,,53.0,,34,10920
"Mount Laurel Township School District, New Jersey",41518.0,,87.0,,34,10950
"Mullica Township School District, New Jersey",5987.0,,17.0,,34,11070
"Netcong Borough School District, New Jersey",3209.0,,26.0,,34,11190
"North Caldwell Borough School District, New Jersey",6621.0,,52.0,,34,11520
"North Haledon Borough School District, New Jersey",8446.0,,20.0,,34,11550
"North Hanover Township School District, New Jersey",3140.0,,225.0,,34,11580
"Northfield City School District, New Jersey",8344.0,,44.0,,34,11790
"Northvale Borough School District, New Jersey",4854.0,,48.0,,34,11820
"Norwood Borough School District, New Jersey",5819.0,,21.0,,34,11850
"Oakland Borough School District, New Jersey",13009.0,,41.0,,34,11910
"Ocean Gate Borough School District, New Jersey",1733.0,,252.0,,34,12030
"Oceanport Borough School District, New Jersey",7102.0,,157.0,,34,12120
"Ogdensburg Borough School District, New Jersey",2314.0,,146.0,,34,12150
"Old Tappan Borough School District, New Jersey",5923.0,,31.0,,34,12180
"Oradell Borough School District, New Jersey",8134.0,,37.0,,34,12240
"Long Hill Township School District, New Jersey",8659.0,,24.0,,34,12660
"Prospect Park Borough School District, New Jersey",5861.0,,37.0,,34,13470
"Readington Township School District, New Jersey",15880.0,,42.0,,34,13710
"Red Bank Borough School District, New Jersey",12120.0,,29.0,,34,13740
"Ringwood Borough School District, New Jersey",12276.0,,29.0,,34,13860
"River Edge Borough School District, New Jersey",11530.0,,42.0,,34,13890
"River Vale Township School District, New Jersey",9976.0,,49.0,,34,13950
"Rockaway Borough School District, New Jersey",6404.0,,27.0,,34,14100
"Rockaway Township School District, New Jersey",24792.0,,27.0,,34,14130
"Union Township School District, New Jersey",5599.0,,21.0,,34,16440
"Upper Deerfield Township School District, New Jersey",7473.0,,44.0,,34,16530
"Upper Saddle River Borough School District, New Jersey",8242.0,,26.0,,34,16620
"Voorhees Township School District, New Jersey",29217.0,,34.0,,34,16830
"Wanaque Borough School District, New Jersey",11689.0,,26.0,,34,16950
"Warren Township School District, New Jersey",15783.0,,39.0,,34,16980
"Washington Borough School District, New Jersey",6478.0,,18.0,,34,17010
"Washington Township School District (Morris County), New Jersey",18521.0,,20.0,,34,17130
"Washington Township School District (Warren County), New Jersey",6458.0,,16.0,,34,17160
"Watchung Borough School District, New Jersey",6034.0,,20.0,,34,17190
"Wenonah Borough School District, New Jersey",2225.0,,73.0,,34,17340
"West Cape May Borough School District, New Jersey",1103.0,,176.0,,34,17400
"West Long Branch Borough School District, New Jersey",7917.0,,30.0,,34,17490
"Westampton Township School District, New Jersey",8703.0,,21.0,,34,17730
"Westville Borough School District, New Jersey",4185.0,,21.0,,34,17790
"Wharton Borough School District, New Jersey",6521.0,,39.0,,34,17880
"Woodbury Heights Borough School District, New Jersey",2993.0,,17.0,,34,18180
"Woodcliff Lake Borough School District, New Jersey",5816.0,,26.0,,34,18210
"Woodland Township School District, New Jersey",1499.0,,268.0,,34,18240
"Wyckoff Township School District, New Jersey",17047.0,,28.0,,34,18360
"Remainder of New Jersey, New Jersey",7251905.0,,773.0,,34,99999
"Bass River Township School District, New Jersey",1499.0,,208.0,,34,01200
"Alexandria Township School District, New Jersey",4797.0,,21.0,,34,00690
"Allendale Borough School District, New Jersey",6762.0,,24.0,,34,00750
"Atlantic Highlands Borough School District, New Jersey",4289.0,,30.0,,34,01020
"Beach Haven Borough School District, New Jersey",1091.0,,121.0,,34,01290
"Bellmawr Borough School District, New Jersey",11415.0,,39.0,,34,01380
"Berkeley Township School District, New Jersey",41630.0,,60.0,,34,01560
"Berlin Borough School District, New Jersey",7547.0,,39.0,,34,01590
"Bethlehem Township School District, New Jersey",3905.0,,53.0,,34,01710
"Blairstown Township School District, New Jersey",7326.0,,183.0,,34,01800
"Byram Township School District, New Jersey",8010.0,,23.0,,34,02550
"Califon Borough School District, New Jersey",1194.0,,188.0,,34,02610
"Cape May City School District, New Jersey",3491.0,,16.0,,34,02700
"Carlstadt Borough School District, New Jersey",6191.0,,24.0,,34,02790
"Chester Township School District, New Jersey",9415.0,,116.0,,34,03060
"Chesterfield Township School District, New Jersey",7516.0,,23.0,,34,03090
"Clinton Township School District, New Jersey",12957.0,,23.0,,34,03360
"Closter Borough School District, New Jersey",8585.0,,58.0,,34,03390
"Colts Neck Township School District, New Jersey",9674.0,,83.0,,34,03450
"Deerfield Township School District, New Jersey",3069.0,,21.0,,34,03660
"Delaware Township School District, New Jersey",4474.0,,18.0,,34,03720
"Demarest Borough School District, New Jersey",4959.0,,22.0,,34,03810
"Denville Township School District, New Jersey",16667.0,,24.0,,34,03870
"Eagleswood Township School District, New Jersey",1597.0,,136.0,,34,04050
"East Amwell Township School District, New Jersey",3888.0,,48.0,,34,04080
"East Greenwich Township School District, New Jersey",10396.0,,22.0,,34,04140
"East Hanover Township School District, New Jersey",11116.0,,28.0,,34,04170
"East Rutherford Borough School District, New Jersey",9466.0,,31.0,,34,04290
"Eastampton Township School District, New Jersey",5954.0,,23.0,,34,04350
"Eatontown Borough School District, New Jersey",12237.0,,37.0,,34,04410
"Egg Harbor City School District, New Jersey",4153.0,,27.0,,34,04530
"Elk Township School District, New Jersey",4120.0,,18.0,,34,04620
"Roseland Borough School District, New Jersey",5849.0,,26.0,,34,14250
"Rumson Borough School District, New Jersey",6805.0,,23.0,,34,14370
"Runnemede Borough School District, New Jersey",8328.0,,20.0,,34,14430
"Sandyston-Walpack Township School District, New Jersey",1931.0,,184.0,,34,14610
"Seaside Heights Borough School District, New Jersey",2891.0,,14.0,,34,14790
"Seaside Park Borough School District, New Jersey",1654.0,,265.0,,34,14820
"Shamong Township School District, New Jersey",6415.0,,25.0,,34,14880
"Shrewsbury Borough School District, New Jersey",4088.0,,22.0,,34,14970
"Somerdale Borough School District, New Jersey",5407.0,,50.0,,34,15000
"Somers Point City School District, New Jersey",10460.0,,48.0,,34,15030
"South Harrison Township School District, New Jersey",3167.0,,21.0,,34,15270
"Southampton Township School District, New Jersey",10201.0,,20.0,,34,15420
"Springfield Township School District, New Jersey",3298.0,,25.0,,34,15660
"Stafford Township School District, New Jersey",27073.0,,26.0,,34,15690
"Stanhope Borough School District, New Jersey",3377.0,,31.0,,34,15720
"Stillwater Township School District, New Jersey",3936.0,,17.0,,34,15750
"Swedesboro-Woolwich School District, New Jersey",14966.0,,26.0,,34,15990
"Stow Creek Township School District, New Jersey",1048.0,,141.0,,34,15840
"Stratford Borough School District, New Jersey",6967.0,,31.0,,34,15870
"Sussex-Wantage Regional School District, New Jersey",12840.0,,175.0,,34,15960
"Tabernacle Township School District, New Jersey",6868.0,,18.0,,34,16020
