NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,state,state legislative district (upper chamber)
"State Senate District 13 (2018), New Mexico",51310.0,,1871.0,,35,013
"State Senate District 14 (2018), New Mexico",50575.0,,1485.0,,35,014
"State Senate District 15 (2018), New Mexico",47849.0,,1465.0,,35,015
"State Senate District 16 (2018), New Mexico",45696.0,,1279.0,,35,016
"State Senate District 17 (2018), New Mexico",46804.0,,2006.0,,35,017
"State Senate District 18 (2018), New Mexico",50538.0,,1443.0,,35,018
"State Senate District 19 (2018), New Mexico",52558.0,,1749.0,,35,019
"State Senate District 20 (2018), New Mexico",50676.0,,1097.0,,35,020
"State Senate District 21 (2018), New Mexico",47729.0,,1348.0,,35,021
"State Senate District 22 (2018), New Mexico",49140.0,,1468.0,,35,022
"State Senate District 23 (2018), New Mexico",55774.0,,1658.0,,35,023
"State Senate District 24 (2018), New Mexico",53542.0,,1065.0,,35,024
"State Senate District 25 (2018), New Mexico",51277.0,,1045.0,,35,025
"State Senate District 26 (2018), New Mexico",49225.0,,1963.0,,35,026
"State Senate District 27 (2018), New Mexico",48319.0,,1206.0,,35,027
"State Senate District 28 (2018), New Mexico",46386.0,,610.0,,35,028
"State Senate District 1 (2018), New York",317224.0,,2645.0,,36,001
"State Senate District 2 (2018), New York",310701.0,,2788.0,,36,002
"State Senate District 6 (2018), New York",321244.0,,2635.0,,36,006
"State Senate District 3 (2018), New York",312060.0,,3229.0,,36,003
"State Senate District 4 (2018), New York",313558.0,,2844.0,,36,004
"State Senate District 5 (2018), New York",315490.0,,2082.0,,36,005
"State Senate District 7 (2018), New York",322238.0,,1817.0,,36,007
"State Senate District 8 (2018), New York",311657.0,,2835.0,,36,008
"State Senate District 9 (2018), New York",320293.0,,2258.0,,36,009
"State Senate District 10 (2018), New York",347302.0,,4875.0,,36,010
"State Senate District 11 (2018), New York",331474.0,,4132.0,,36,011
"State Senate District 12 (2018), New York",323811.0,,4468.0,,36,012
"State Senate District 13 (2018), New York",301575.0,,4774.0,,36,013
"State Senate District 14 (2018), New York",334253.0,,3995.0,,36,014
"State Senate District 15 (2018), New York",342023.0,,3562.0,,36,015
"State Senate District 16 (2018), New York",318075.0,,5108.0,,36,016
"State Senate District 17 (2018), New York",315039.0,,3965.0,,36,017
"State Senate District 18 (2018), New York",325218.0,,4177.0,,36,018
"State Senate District 19 (2018), New York",333415.0,,4426.0,,36,019
"State Senate District 20 (2018), New York",309562.0,,4304.0,,36,020
"State Senate District 21 (2018), New York",330593.0,,4001.0,,36,021
"State Senate District 22 (2018), New York",325605.0,,3499.0,,36,022
"State Senate District 23 (2018), New York",313323.0,,3961.0,,36,023
"State Senate District 24 (2018), New York",329514.0,,2478.0,,36,024
"State Senate District 25 (2018), New York",355418.0,,4362.0,,36,025
"State Senate District 26 (2018), New York",334934.0,,3924.0,,36,026
"State Senate District 27 (2018), New York",320827.0,,4454.0,,36,027
"State Senate District 28 (2018), New York",309912.0,,5067.0,,36,028
"State Senate District 29 (2018), New York",323211.0,,4513.0,,36,029
"State Senate District 30 (2018), New York",346493.0,,4412.0,,36,030
"State Senate District 31 (2018), New York",335200.0,,4636.0,,36,031
"State Senate District 32 (2018), New York",330254.0,,3904.0,,36,032
"State Senate District 33 (2018), New York",326956.0,,3844.0,,36,033
"State Senate District 34 (2018), New York",324338.0,,4308.0,,36,034
"State Senate District 35 (2018), New York",309078.0,,1964.0,,36,035
"State Senate District 36 (2018), New York",335967.0,,3953.0,,36,036
"State Senate District 37 (2018), New York",320265.0,,1950.0,,36,037
"State Senate District 38 (2018), New York",308869.0,,56.0,,36,038
"State Senate District 39 (2018), New York",299753.0,,80.0,,36,039
"State Senate District 40 (2018), New York",308256.0,,91.0,,36,040
"State Senate District 41 (2018), New York",305860.0,,53.0,,36,041
"State Senate District 42 (2018), New York",293926.0,,359.0,,36,042
"State Senate District 43 (2018), New York",296988.0,,816.0,,36,043
"State Senate District 44 (2018), New York",293263.0,,642.0,,36,044
"State Senate District 45 (2018), New York",298350.0,,421.0,,36,045
"State Senate District 46 (2018), New York",291782.0,,443.0,,36,046
"State Senate District 47 (2018), New York",290938.0,,565.0,,36,047
"State Senate District 48 (2018), New York",290061.0,,458.0,,36,048
"State Senate District 49 (2018), New York",291877.0,,655.0,,36,049
"State Senate District 50 (2018), New York",292716.0,,1419.0,,36,050
"State Senate District 51 (2018), New York",284601.0,,655.0,,36,051
"State Senate District 52 (2018), New York",281948.0,,393.0,,36,052
"State Senate District 53 (2018), New York",285981.0,,1202.0,,36,053
"State Senate District 54 (2018), New York",293440.0,,852.0,,36,054
"State Senate District 58 (2018), New York",289885.0,,34.0,,36,058
"State Senate District 55 (2018), New York",292354.0,,1393.0,,36,055
"State Senate District 56 (2018), New York",287834.0,,1537.0,,36,056
"State Senate District 57 (2018), New York",281440.0,,266.0,,36,057
"State Senate District 59 (2018), New York",301552.0,,281.0,,36,059
"State Senate District 60 (2018), New York",293136.0,,1594.0,,36,060
"State Senate District 61 (2018), New York",293562.0,,1199.0,,36,061
"State Senate District 62 (2018), New York",287114.0,,76.0,,36,062
"State Senate District 63 (2018), New York",284867.0,,1585.0,,36,063
"State Senate District 10 (2018), North Carolina",190260.0,,1726.0,,37,010
"State Senate District 11 (2018), North Carolina",205657.0,,1778.0,,37,011
"State Senate District 12 (2018), North Carolina",202363.0,,1086.0,,37,012
"State Senate District 13 (2018), North Carolina",189751.0,,27.0,,37,013
"State Senate District 14 (2018), North Carolina",218037.0,,2526.0,,37,014
"State Senate District 15 (2018), North Carolina",225241.0,,3090.0,,37,015
"State Senate District 16 (2018), North Carolina",235267.0,,2077.0,,37,016
"State Senate District 17 (2018), North Carolina",215438.0,,1865.0,,37,017
"State Senate District 18 (2018), North Carolina",217510.0,,2073.0,,37,018
"State Senate District 19 (2018), North Carolina",187183.0,,1559.0,,37,019
"State Senate District 20 (2018), North Carolina",214127.0,,1766.0,,37,020
"State Senate District 21 (2018), North Carolina",198146.0,,1560.0,,37,021
"State Senate District 22 (2018), North Carolina",190460.0,,1753.0,,37,022
"State Senate District 23 (2018), North Carolina",212738.0,,38.0,,37,023
"State Senate District 24 (2018), North Carolina",211389.0,,1414.0,,37,024
"State Senate District 25 (2018), North Carolina",201386.0,,-555555555.0,*****,37,025
"State Senate District 26 (2018), North Carolina",201542.0,,1162.0,,37,026
"State Senate District 27 (2018), North Carolina",207243.0,,2078.0,,37,027
"State Senate District 28 (2018), North Carolina",207012.0,,1841.0,,37,028
"State Senate District 29 (2018), North Carolina",191959.0,,60.0,,37,029
"State Senate District 30 (2018), North Carolina",193606.0,,762.0,,37,030
"State Senate District 31 (2018), North Carolina",207571.0,,1670.0,,37,031
"State Senate District 32 (2018), North Carolina",205993.0,,1670.0,,37,032
"State Senate District 33 (2018), North Carolina",200714.0,,41.0,,37,033
"State Senate District 34 (2018), North Carolina",210195.0,,41.0,,37,034
"State Senate District 35 (2018), North Carolina",214433.0,,529.0,,37,035
"State Senate District 36 (2018), North Carolina",213725.0,,529.0,,37,036
"State Senate District 37 (2018), North Carolina",215021.0,,2701.0,,37,037
"State Senate District 38 (2018), North Carolina",204086.0,,2809.0,,37,038
"State Senate District 42 (2018), North Carolina",193323.0,,307.0,,37,042
"State Senate District 39 (2018), North Carolina",205842.0,,2221.0,,37,039
"State Senate District 40 (2018), North Carolina",209277.0,,2922.0,,37,040
"State Senate District 41 (2018), North Carolina",220072.0,,2258.0,,37,041
"State Senate District 43 (2018), North Carolina",206697.0,,528.0,,37,043
"State Senate District 44 (2018), North Carolina",189036.0,,647.0,,37,044
"State Senate District 45 (2018), North Carolina",198750.0,,762.0,,37,045
"State Senate District 46 (2018), North Carolina",189068.0,,156.0,,37,046
"State Senate District 47 (2018), North Carolina",186062.0,,171.0,,37,047
"State Senate District 48 (2018), North Carolina",195229.0,,1668.0,,37,048
"State Senate District 49 (2018), North Carolina",206433.0,,1670.0,,37,049
"State Senate District 50 (2018), North Carolina",198391.0,,-555555555.0,*****,37,050
"State Senate District 1 (2018), North Carolina",196511.0,,-555555555.0,*****,37,001
"State Senate District 2 (2018), North Carolina",184744.0,,-555555555.0,*****,37,002
"State Senate District 3 (2018), North Carolina",174606.0,,55.0,,37,003
"State Senate District 4 (2018), North Carolina",186441.0,,55.0,,37,004
"State Senate District 5 (2018), North Carolina",198380.0,,-555555555.0,*****,37,005
"State Senate District 6 (2018), North Carolina",203607.0,,-555555555.0,*****,37,006
"State Senate District 7 (2018), North Carolina",181213.0,,25.0,,37,007
"State Senate District 8 (2018), North Carolina",225102.0,,678.0,,37,008
"State Senate District 9 (2018), North Carolina",218787.0,,678.0,,37,009
"State Senate District 20 (2018), North Dakota",14142.0,,375.0,,38,020
"State Senate District 21 (2018), North Dakota",14958.0,,886.0,,38,021
"State Senate District 22 (2018), North Dakota",19255.0,,1342.0,,38,022
"State Senate District 23 (2018), North Dakota",14217.0,,82.0,,38,023
"State Senate District 24 (2018), North Dakota",14065.0,,199.0,,38,024
"State Senate District 25 (2018), North Dakota",14587.0,,265.0,,38,025
"State Senate District 26 (2018), North Dakota",13941.0,,304.0,,38,026
"State Senate District 27 (2018), North Dakota",20505.0,,1637.0,,38,027
"State Senate District 28 (2018), North Dakota",13312.0,,325.0,,38,028
"State Senate District 29 (2018), North Dakota",13319.0,,444.0,,38,029
"State Senate District 30 (2018), North Dakota",16097.0,,677.0,,38,030
"State Senate District 31 (2018), North Dakota",15502.0,,729.0,,38,031
"State Senate District 32 (2018), North Dakota",14948.0,,657.0,,38,032
"State Senate District 33 (2018), North Dakota",14478.0,,409.0,,38,033
"State Senate District 34 (2018), North Dakota",17004.0,,596.0,,38,034
"State Senate District 35 (2018), North Dakota",15308.0,,589.0,,38,035
"State Senate District 36 (2018), North Dakota",18086.0,,563.0,,38,036
"State Senate District 37 (2018), North Dakota",17252.0,,488.0,,38,037
"State Senate District 38 (2018), North Dakota",17619.0,,790.0,,38,038
"State Senate District 39 (2018), North Dakota",21716.0,,294.0,,38,039
"State Senate District 40 (2018), North Dakota",15978.0,,948.0,,38,040
"State Senate District 41 (2018), North Dakota",15024.0,,813.0,,38,041
"State Senate District 42 (2018), North Dakota",13725.0,,640.0,,38,042
"State Senate District 43 (2018), North Dakota",16028.0,,737.0,,38,043
"State Senate District 44 (2018), North Dakota",13793.0,,607.0,,38,044
"State Senate District 45 (2018), North Dakota",14976.0,,612.0,,38,045
"State Senate District 46 (2018), North Dakota",17534.0,,1111.0,,38,046
"State Senate District 47 (2018), North Dakota",17787.0,,628.0,,38,047
"State Senate District 1 (2018), North Dakota",20544.0,,994.0,,38,001
"State Senate District 2 (2018), North Dakota",21941.0,,1007.0,,38,002
"State Senate District 3 (2018), North Dakota",15106.0,,794.0,,38,003
"State Senate District 4 (2018), North Dakota",15502.0,,511.0,,38,004
"State Senate District 5 (2018), North Dakota",15978.0,,814.0,,38,005
"State Senate District 6 (2018), North Dakota",15011.0,,-555555555.0,*****,38,006
"State Senate District 7 (2018), North Dakota",20146.0,,694.0,,38,007
"State Senate District 8 (2018), North Dakota",14985.0,,316.0,,38,008
"State Senate District 9 (2018), North Dakota",14603.0,,-555555555.0,*****,38,009
"State Senate District 10 (2018), North Dakota",13712.0,,143.0,,38,010
"State Senate District 14 (2018), North Dakota",14208.0,,133.0,,38,014
"State Senate District 11 (2018), North Dakota",14681.0,,677.0,,38,011
"State Senate District 12 (2018), North Dakota",13852.0,,429.0,,38,012
"State Senate District 13 (2018), North Dakota",16446.0,,731.0,,38,013
"State Senate District 15 (2018), North Dakota",13803.0,,-555555555.0,*****,38,015
"State Senate District 16 (2018), North Dakota",23372.0,,1611.0,,38,016
"State Senate District 17 (2018), North Dakota",16370.0,,527.0,,38,017
"State Senate District 18 (2018), North Dakota",13623.0,,727.0,,38,018
"State Senate District 19 (2018), North Dakota",13162.0,,339.0,,38,019
"State Senate District 1 (2018), Ohio",334433.0,,589.0,,39,001
"State Senate District 2 (2018), Ohio",361289.0,,229.0,,39,002
"State Senate District 3 (2018), Ohio",368292.0,,3398.0,,39,003
"State Senate District 4 (2018), Ohio",359797.0,,661.0,,39,004
"State Senate District 5 (2018), Ohio",349681.0,,1279.0,,39,005
"State Senate District 6 (2018), Ohio",346901.0,,1169.0,,39,006
"State Senate District 7 (2018), Ohio",360760.0,,1249.0,,39,007
"State Senate District 8 (2018), Ohio",347845.0,,1584.0,,39,008
"State Senate District 9 (2018), Ohio",348493.0,,1702.0,,39,009
"State Senate District 10 (2018), Ohio",344997.0,,-555555555.0,*****,39,010
"State Senate District 11 (2018), Ohio",344877.0,,127.0,,39,011
"State Senate District 12 (2018), Ohio",327144.0,,692.0,,39,012
"State Senate District 13 (2018), Ohio",365170.0,,-555555555.0,*****,39,013
"State Senate District 14 (2018), Ohio",365172.0,,437.0,,39,014
"State Senate District 15 (2018), Ohio",388424.0,,3607.0,,39,015
"State Senate District 16 (2018), Ohio",384723.0,,2887.0,,39,016
"State Senate District 17 (2018), Ohio",359489.0,,713.0,,39,017
"State Senate District 18 (2018), Ohio",352784.0,,647.0,,39,018
"State Senate District 19 (2018), Ohio",392117.0,,2467.0,,39,019
"State Senate District 20 (2018), Ohio",360183.0,,341.0,,39,020
"State Senate District 21 (2018), Ohio",337460.0,,2236.0,,39,021
"State Senate District 22 (2018), Ohio",364896.0,,408.0,,39,022
"State Senate District 23 (2018), Ohio",337902.0,,2047.0,,39,023
"State Senate District 24 (2018), Ohio",352911.0,,249.0,,39,024
"State Senate District 25 (2018), Ohio",338360.0,,1364.0,,39,025
"State Senate District 26 (2018), Ohio",334876.0,,-555555555.0,*****,39,026
"State Senate District 27 (2018), Ohio",347889.0,,878.0,,39,027
"State Senate District 28 (2018), Ohio",342580.0,,676.0,,39,028
"State Senate District 29 (2018), Ohio",341024.0,,529.0,,39,029
"State Senate District 30 (2018), Ohio",356991.0,,361.0,,39,030
"State Senate District 31 (2018), Ohio",368399.0,,408.0,,39,031
"State Senate District 32 (2018), Ohio",320953.0,,61.0,,39,032
"State Senate District 33 (2018), Ohio",335067.0,,-555555555.0,*****,39,033
"State Senate Districts not defined (2018), Ohio",0.0,,11.0,,39,ZZZ
"State Senate District 1 (2018), Oklahoma",77308.0,,721.0,,40,001
"State Senate District 2 (2018), Oklahoma",81144.0,,583.0,,40,002
"State Senate District 3 (2018), Oklahoma",77196.0,,1020.0,,40,003
"State Senate District 4 (2018), Oklahoma",77404.0,,375.0,,40,004
"State Senate District 5 (2018), Oklahoma",76326.0,,458.0,,40,005
"State Senate District 6 (2018), Oklahoma",81955.0,,299.0,,40,006
"State Senate District 7 (2018), Oklahoma",75833.0,,232.0,,40,007
"State Senate District 8 (2018), Oklahoma",75602.0,,416.0,,40,008
"State Senate District 9 (2018), Oklahoma",77965.0,,942.0,,40,009
"State Senate District 13 (2018), Oklahoma",78538.0,,405.0,,40,013
"State Senate District 10 (2018), Oklahoma",77374.0,,290.0,,40,010
"State Senate District 11 (2018), Oklahoma",76538.0,,1115.0,,40,011
"State Senate District 12 (2018), Oklahoma",80129.0,,409.0,,40,012
"State Senate District 14 (2018), Oklahoma",79436.0,,200.0,,40,014
"State Senate District 15 (2018), Oklahoma",87700.0,,1570.0,,40,015
"State Senate District 16 (2018), Oklahoma",82074.0,,1358.0,,40,016
"State Senate District 17 (2018), Oklahoma",84205.0,,974.0,,40,017
"State Senate District 18 (2018), Oklahoma",80836.0,,1044.0,,40,018
"State Senate District 19 (2018), Oklahoma",80330.0,,227.0,,40,019
"State Senate District 20 (2018), Oklahoma",82593.0,,348.0,,40,020
"State Senate District 21 (2018), Oklahoma",81512.0,,-555555555.0,*****,40,021
"State Senate District 22 (2018), Oklahoma",100107.0,,1446.0,,40,022
"State Senate District 23 (2018), Oklahoma",83082.0,,653.0,,40,023
"State Senate District 24 (2018), Oklahoma",87130.0,,937.0,,40,024
"State Senate District 25 (2018), Oklahoma",86466.0,,1057.0,,40,025
"State Senate District 26 (2018), Oklahoma",77181.0,,602.0,,40,026
"State Senate District 27 (2018), Oklahoma",79374.0,,-555555555.0,*****,40,027
"State Senate District 28 (2018), Oklahoma",80680.0,,522.0,,40,028
"State Senate District 29 (2018), Oklahoma",78917.0,,442.0,,40,029
"State Senate District 30 (2018), Oklahoma",82039.0,,1808.0,,40,030
"State Senate District 31 (2018), Oklahoma",78832.0,,1392.0,,40,031
"State Senate District 32 (2018), Oklahoma",73178.0,,1311.0,,40,032
"State Senate District 33 (2018), Oklahoma",82479.0,,1042.0,,40,033
"State Senate District 34 (2018), Oklahoma",86672.0,,1007.0,,40,034
"State Senate District 35 (2018), Oklahoma",77532.0,,1023.0,,40,035
"State Senate District 36 (2018), Oklahoma",87168.0,,1139.0,,40,036
"State Senate District 37 (2018), Oklahoma",84298.0,,952.0,,40,037
"State Senate District 38 (2018), Oklahoma",77654.0,,442.0,,40,038
"State Senate District 39 (2018), Oklahoma",79520.0,,1125.0,,40,039
"State Senate District 40 (2018), Oklahoma",81008.0,,1624.0,,40,040
"State Senate District 41 (2018), Oklahoma",88038.0,,893.0,,40,041
"State Senate District 42 (2018), Oklahoma",82940.0,,1144.0,,40,042
"State Senate District 43 (2018), Oklahoma",82546.0,,744.0,,40,043
"State Senate District 44 (2018), Oklahoma",88707.0,,2392.0,,40,044
"State Senate District 45 (2018), Oklahoma",86476.0,,1386.0,,40,045
"State Senate District 46 (2018), Oklahoma",79980.0,,1817.0,,40,046
"State Senate District 47 (2018), Oklahoma",92284.0,,1782.0,,40,047
"State Senate District 48 (2018), Oklahoma",81851.0,,1790.0,,40,048
"State Senate District 1 (2018), Oregon",128874.0,,1531.0,,41,001
"State Senate District 2 (2018), Oregon",133339.0,,1703.0,,41,002
"State Senate District 3 (2018), Oregon",133987.0,,1194.0,,41,003
"State Senate District 4 (2018), Oregon",132740.0,,1969.0,,41,004
"State Senate District 5 (2018), Oregon",128947.0,,1250.0,,41,005
"State Senate District 6 (2018), Oregon",132820.0,,1835.0,,41,006
"State Senate District 7 (2018), Oregon",134068.0,,1586.0,,41,007
"State Senate District 8 (2018), Oregon",133064.0,,880.0,,41,008
"State Senate District 9 (2018), Oregon",133240.0,,1940.0,,41,009
"State Senate District 10 (2018), Oregon",139129.0,,1798.0,,41,010
"State Senate District 11 (2018), Oregon",136274.0,,1861.0,,41,011
"State Senate District 12 (2018), Oregon",136590.0,,1288.0,,41,012
"State Senate District 13 (2018), Oregon",140965.0,,1502.0,,41,013
"State Senate District 17 (2018), Oregon",147421.0,,1766.0,,41,017
"State Senate District 14 (2018), Oregon",138351.0,,1638.0,,41,014
"State Senate District 15 (2018), Oregon",145407.0,,1148.0,,41,015
"State Senate District 16 (2018), Oregon",134476.0,,1050.0,,41,016
"State Senate District 18 (2018), Oregon",139808.0,,1783.0,,41,018
"State Senate District 19 (2018), Oregon",137243.0,,1299.0,,41,019
"State Senate District 20 (2018), Oregon",137773.0,,1636.0,,41,020
"State Senate District 21 (2018), Oregon",138359.0,,1966.0,,41,021
"State Senate District 22 (2018), Oregon",141767.0,,1823.0,,41,022
"State Senate District 23 (2018), Oregon",136869.0,,1606.0,,41,023
"State Senate District 24 (2018), Oregon",133668.0,,2504.0,,41,024
"State Senate District 25 (2018), Oregon",131544.0,,1229.0,,41,025
"State Senate District 26 (2018), Oregon",140944.0,,1969.0,,41,026
"State Senate District 27 (2018), Oregon",148770.0,,1220.0,,41,027
"State Senate District 28 (2018), Oregon",130568.0,,1782.0,,41,028
"State Senate District 29 (2018), Oregon",127086.0,,454.0,,41,029
"State Senate District 30 (2018), Oregon",127852.0,,1053.0,,41,030
"State Senate District 1 (2018), Pennsylvania",276061.0,,3606.0,,42,001
"State Senate District 2 (2018), Pennsylvania",268354.0,,4131.0,,42,002
"State Senate District 3 (2018), Pennsylvania",243592.0,,4421.0,,42,003
"State Senate District 4 (2018), Pennsylvania",262291.0,,3254.0,,42,004
"State Senate District 5 (2018), Pennsylvania",268567.0,,3638.0,,42,005
"State Senate District 6 (2018), Pennsylvania",253303.0,,430.0,,42,006
"State Senate District 7 (2018), Pennsylvania",253282.0,,3546.0,,42,007
"State Senate District 8 (2018), Pennsylvania",246446.0,,4006.0,,42,008
"State Senate District 9 (2018), Pennsylvania",261946.0,,333.0,,42,009
"State Senate District 10 (2018), Pennsylvania",251853.0,,379.0,,42,010
"State Senate District 11 (2018), Pennsylvania",257854.0,,470.0,,42,011
"State Senate District 12 (2018), Pennsylvania",250930.0,,153.0,,42,012
"State Senate District 13 (2018), Pennsylvania",268009.0,,260.0,,42,013
"State Senate District 14 (2018), Pennsylvania",260416.0,,338.0,,42,014
"State Senate District 15 (2018), Pennsylvania",257980.0,,276.0,,42,015
"State Senate District 16 (2018), Pennsylvania",274138.0,,93.0,,42,016
"State Senate District 17 (2018), Pennsylvania",264456.0,,126.0,,42,017
"State Senate District 18 (2018), Pennsylvania",266058.0,,304.0,,42,018
"State Senate District 19 (2018), Pennsylvania",273334.0,,285.0,,42,019
"State Senate District 20 (2018), Pennsylvania",241678.0,,541.0,,42,020
"State Senate District 21 (2018), Pennsylvania",258032.0,,480.0,,42,021
"State Senate District 22 (2018), Pennsylvania",253047.0,,89.0,,42,022
"State Senate District 23 (2018), Pennsylvania",241625.0,,384.0,,42,023
"State Senate District 24 (2018), Pennsylvania",253827.0,,419.0,,42,024
"State Senate District 25 (2018), Pennsylvania",240376.0,,266.0,,42,025
"State Senate District 26 (2018), Pennsylvania",261518.0,,297.0,,42,026
"State Senate District 27 (2018), Pennsylvania",245240.0,,343.0,,42,027
"State Senate District 28 (2018), Pennsylvania",265703.0,,517.0,,42,028
"State Senate District 29 (2018), Pennsylvania",247995.0,,522.0,,42,029
"State Senate District 30 (2018), Pennsylvania",243316.0,,442.0,,42,030
"State Senate District 31 (2018), Pennsylvania",268560.0,,456.0,,42,031
"State Senate District 32 (2018), Pennsylvania",243777.0,,195.0,,42,032
"State Senate District 33 (2018), Pennsylvania",270262.0,,305.0,,42,033
"State Senate District 34 (2018), Pennsylvania",250521.0,,267.0,,42,034
"State Senate District 38 (2018), Pennsylvania",258551.0,,931.0,,42,038
"State Senate District 35 (2018), Pennsylvania",241422.0,,266.0,,42,035
"State Senate District 36 (2018), Pennsylvania",270338.0,,260.0,,42,036
"State Senate District 37 (2018), Pennsylvania",270730.0,,346.0,,42,037
"State Senate District 39 (2018), Pennsylvania",237175.0,,384.0,,42,039
"State Senate District 40 (2018), Pennsylvania",263765.0,,304.0,,42,040
"State Senate District 41 (2018), Pennsylvania",236571.0,,575.0,,42,041
"State Senate District 42 (2018), Pennsylvania",260066.0,,1660.0,,42,042
"State Senate District 43 (2018), Pennsylvania",249275.0,,1656.0,,42,043
"State Senate District 44 (2018), Pennsylvania",268464.0,,248.0,,42,044
"State Senate District 45 (2018), Pennsylvania",253547.0,,522.0,,42,045
"State Senate District 46 (2018), Pennsylvania",250928.0,,216.0,,42,046
"State Senate District 47 (2018), Pennsylvania",241268.0,,446.0,,42,047
"State Senate District 48 (2018), Pennsylvania",266128.0,,558.0,,42,048
"State Senate District 49 (2018), Pennsylvania",240683.0,,304.0,,42,049
"State Senate District 50 (2018), Pennsylvania",237923.0,,388.0,,42,050
"State Senate District 1 (2018), Rhode Island",30016.0,,1472.0,,44,001
"State Senate District 2 (2018), Rhode Island",29317.0,,1446.0,,44,002
"State Senate District 3 (2018), Rhode Island",27704.0,,951.0,,44,003
"State Senate District 4 (2018), Rhode Island",27510.0,,1278.0,,44,004
"State Senate District 5 (2018), Rhode Island",28126.0,,1592.0,,44,005
"State Senate District 6 (2018), Rhode Island",28733.0,,1551.0,,44,006
"State Senate District 7 (2018), Rhode Island",26441.0,,1447.0,,44,007
"State Senate District 8 (2018), Rhode Island",26112.0,,915.0,,44,008
"State Senate District 9 (2018), Rhode Island",27308.0,,315.0,,44,009
"State Senate District 10 (2018), Rhode Island",26324.0,,691.0,,44,010
"State Senate District 11 (2018), Rhode Island",28099.0,,614.0,,44,011
"State Senate District 12 (2018), Rhode Island",26506.0,,460.0,,44,012
"State Senate District 13 (2018), Rhode Island",28524.0,,317.0,,44,013
"State Senate District 14 (2018), Rhode Island",27373.0,,773.0,,44,014
"State Senate District 15 (2018), Rhode Island",28040.0,,1370.0,,44,015
"State Senate District 16 (2018), Rhode Island",27180.0,,849.0,,44,016
"State Senate District 17 (2018), Rhode Island",27546.0,,863.0,,44,017
"State Senate District 18 (2018), Rhode Island",28312.0,,1107.0,,44,018
"State Senate District 19 (2018), Rhode Island",27992.0,,640.0,,44,019
"State Senate District 20 (2018), Rhode Island",27740.0,,889.0,,44,020
"State Senate District 21 (2018), Rhode Island",26776.0,,742.0,,44,021
"State Senate District 22 (2018), Rhode Island",28806.0,,714.0,,44,022
"State Senate District 23 (2018), Rhode Island",29472.0,,510.0,,44,023
"State Senate District 24 (2018), Rhode Island",27314.0,,898.0,,44,024
"State Senate District 25 (2018), Rhode Island",28506.0,,437.0,,44,025
"State Senate District 26 (2018), Rhode Island",27317.0,,1251.0,,44,026
"State Senate District 27 (2018), Rhode Island",28940.0,,1044.0,,44,027
"State Senate District 28 (2018), Rhode Island",28170.0,,1165.0,,44,028
"State Senate District 29 (2018), Rhode Island",26757.0,,870.0,,44,029
"State Senate District 30 (2018), Rhode Island",25831.0,,721.0,,44,030
"State Senate District 31 (2018), Rhode Island",28845.0,,746.0,,44,031
"State Senate District 32 (2018), Rhode Island",26389.0,,700.0,,44,032
"State Senate District 33 (2018), Rhode Island",28412.0,,757.0,,44,033
"State Senate District 34 (2018), Rhode Island",28468.0,,511.0,,44,034
"State Senate District 38 (2018), Rhode Island",28371.0,,461.0,,44,038
"State Senate District 35 (2018), Rhode Island",28160.0,,774.0,,44,035
"State Senate District 36 (2018), Rhode Island",27150.0,,772.0,,44,036
"State Senate District 37 (2018), Rhode Island",28024.0,,436.0,,44,037
"State Senate District 1 (2018), South Carolina",100882.0,,681.0,,45,001
"State Senate District 2 (2018), South Carolina",98560.0,,681.0,,45,002
"State Senate District 3 (2018), South Carolina",109296.0,,1561.0,,45,003
"State Senate District 4 (2018), South Carolina",100429.0,,1659.0,,45,004
"State Senate District 5 (2018), South Carolina",108873.0,,2142.0,,45,005
"State Senate District 6 (2018), South Carolina",105118.0,,1940.0,,45,006
"State Senate District 7 (2018), South Carolina",105497.0,,2243.0,,45,007
"State Senate District 8 (2018), South Carolina",114279.0,,2092.0,,45,008
"State Senate District 9 (2018), South Carolina",102139.0,,1459.0,,45,009
"State Senate District 10 (2018), South Carolina",96663.0,,1061.0,,45,010
"State Senate District 11 (2018), South Carolina",107710.0,,2050.0,,45,011
"State Senate District 12 (2018), South Carolina",117715.0,,2300.0,,45,012
"State Senate District 13 (2018), South Carolina",112215.0,,2161.0,,45,013
"State Senate District 14 (2018), South Carolina",109143.0,,1558.0,,45,014
"State Senate District 15 (2018), South Carolina",117926.0,,1833.0,,45,015
"State Senate District 16 (2018), South Carolina",130884.0,,1539.0,,45,016
"State Senate District 17 (2018), South Carolina",105419.0,,1491.0,,45,017
"State Senate District 18 (2018), South Carolina",109512.0,,1239.0,,45,018
"State Senate District 19 (2018), South Carolina",104284.0,,2948.0,,45,019
"State Senate District 20 (2018), South Carolina",109390.0,,1809.0,,45,020
"State Senate District 21 (2018), South Carolina",101973.0,,2082.0,,45,021
"State Senate District 22 (2018), South Carolina",104833.0,,2745.0,,45,022
"State Senate District 23 (2018), South Carolina",106891.0,,1652.0,,45,023
"State Senate District 24 (2018), South Carolina",100741.0,,1677.0,,45,024
"State Senate District 25 (2018), South Carolina",104049.0,,1867.0,,45,025
"State Senate District 26 (2018), South Carolina",98041.0,,2052.0,,45,026
"State Senate District 27 (2018), South Carolina",96300.0,,1524.0,,45,027
"State Senate District 28 (2018), South Carolina",110529.0,,1860.0,,45,028
