area,vaccinations,pop_2019,vaccinations_pct,update_date
Los Angeles - Gramercy Place,1013,,11.7,2021-02-25
Los Angeles - Granada Hills,9052,,18.9,2021-02-25
Los Angeles - Green Meadows,848,,5.7,2021-02-25
Los Angeles - Hancock Park,2866,,21.4,2021-02-25
Los Angeles - Harbor City,2945,,13.1,2021-02-25
Los Angeles - Harbor Gateway,3236,,9.9,2021-02-25
Los Angeles - Harbor Pines,271,,14.4,2021-02-25
Los Angeles - Harvard Heights,1221,,8.9,2021-02-25
Los Angeles - Harvard Park,2158,,7.7,2021-02-25
Los Angeles - Highland Park,4695,,12.7,2021-02-25
Los Angeles - Historic Filipinotown,1325,,12.1,2021-02-25
Los Angeles - Hollywood,5193,,8.6,2021-02-25
Los Angeles - Hollywood Hills,3493,,13.8,2021-02-25
Los Angeles - Hyde Park,1991,,9.1,2021-02-25
Los Angeles - Jefferson Park,572,,9.5,2021-02-25
Los Angeles - Koreatown,3757,,9.0,2021-02-25
Los Angeles - Lafayette Square,331,,9.4,2021-02-25
Los Angeles - Lake Balboa,3743,,11.5,2021-02-25
Los Angeles - Lakeview Terrace,1326,,13.2,2021-02-25
Los Angeles - Leimert Park,1326,,10.7,2021-02-25
Los Angeles - Lincoln Heights,2760,,11.1,2021-02-25
Los Angeles - Little Armenia,577,,8.6,2021-02-25
Los Angeles - Little Bangladesh,2197,,9.6,2021-02-25
Los Angeles - Little Tokyo,546,,19.0,2021-02-25
Los Angeles - Longwood,376,,11.3,2021-02-25
Los Angeles - Los Feliz,2686,,14.5,2021-02-25
Los Angeles - Manchester Square,641,,9.5,2021-02-25
Los Angeles - Mandeville Canyon,823,,31.9,2021-02-25
Los Angeles - Mar Vista,5651,,16.6,2021-02-25
Los Angeles - Marina Peninsula,830,,22.0,2021-02-25
Los Angeles - Melrose,7720,,12.3,2021-02-25
Los Angeles - Mid-city,1473,,12.1,2021-02-25
Los Angeles - Miracle Mile,2066,,13.5,2021-02-25
Los Angeles - Mission Hills,2806,,14.9,2021-02-25
Los Angeles - Mt. Washington,2651,,14.0,2021-02-25
Los Angeles - North Hills,5984,,12.9,2021-02-25
Los Angeles - North Hollywood,10549,,8.8,2021-02-25
Los Angeles - Northridge,9473,,16.2,2021-02-25
Los Angeles - Pacific Palisades,4582,,27.1,2021-02-25
Los Angeles - Pacoima,5312,,9.7,2021-02-25
Los Angeles - Palisades Highlands,893,,28.1,2021-02-25
Los Angeles - Palms,4384,,12.1,2021-02-25
Los Angeles - Panorama City,6433,,11.6,2021-02-25
Los Angeles - Park La Brea,1108,,10.4,2021-02-25
Los Angeles - Pico-Union,3045,,9.6,2021-02-25
Los Angeles - Playa Del Rey,443,,16.6,2021-02-25
Los Angeles - Playa Vista,1901,,21.1,2021-02-25
Los Angeles - Porter Ranch,7430,,24.9,2021-02-25
Los Angeles - Rancho Park,1308,,26.3,2021-02-25
Los Angeles - Regent Square,268,,12.2,2021-02-25
Los Angeles - Reseda,9370,,15.6,2021-02-25
Los Angeles - Reseda Ranch,468,,12.7,2021-02-25
Los Angeles - Reynier Village,470,,14.3,2021-02-25
Los Angeles - San Pedro,7606,,12.6,2021-02-25
Los Angeles - Shadow Hills,565,,15.0,2021-02-25
Los Angeles - Sherman Oaks,12518,,17.6,2021-02-25
Los Angeles - Silverlake,5277,,14.4,2021-02-25
Los Angeles - South Carthay,1540,,18.4,2021-02-25
Los Angeles - South Park,1526,,5.8,2021-02-25
Los Angeles - St Elmo Village,322,,9.3,2021-02-25
Los Angeles - Studio City,3332,,17.9,2021-02-25
Los Angeles - Sun Valley,4448,,11.2,2021-02-25
Los Angeles - Sunland,2608,,15.3,2021-02-25
Los Angeles - Sycamore Square,54,,9.8,2021-02-25
Los Angeles - Sylmar,7733,,12.5,2021-02-25
Los Angeles - Tarzana,5899,,23.6,2021-02-25
Los Angeles - Temple-Beaudry,2828,,9.2,2021-02-25
Los Angeles - Thai Town,528,,6.1,2021-02-25
Los Angeles - Toluca Lake,1033,,13.7,2021-02-25
Los Angeles - Toluca Terrace,176,,18.0,2021-02-25
Los Angeles - Toluca Woods,246,,15.7,2021-02-25
Los Angeles - Tujunga,3208,,14.1,2021-02-25
Los Angeles - University Hills,261,,9.3,2021-02-25
Los Angeles - University Park,1347,,5.7,2021-02-25
Los Angeles - Valley Glen,2561,,10.8,2021-02-25
Los Angeles - Valley Village,2901,,14.3,2021-02-25
Los Angeles - Van Nuys,6459,,9.2,2021-02-25
Los Angeles - Venice,3594,,12.7,2021-02-25
Los Angeles - Vermont Knolls,930,,7.4,2021-02-25
Los Angeles - Vermont Square,478,,8.4,2021-02-25
Los Angeles - Vermont Vista,1453,,5.2,2021-02-25
Los Angeles - Vernon Central,1954,,5.5,2021-02-25
Los Angeles - Victoria Park,557,,8.7,2021-02-25
Los Angeles - View Heights,393,,12.9,2021-02-25
Los Angeles - Watts,1738,,6.1,2021-02-25
Los Angeles - Wellington Square,385,,10.3,2021-02-25
Los Angeles - West Adams,2506,,11.9,2021-02-25
Los Angeles - West Hills,7213,,21.2,2021-02-25
Los Angeles - West Los Angeles,5287,,16.3,2021-02-25
Los Angeles - West Vernon,2920,,7.4,2021-02-25
Los Angeles - Westchester,6272,,14.7,2021-02-25
Los Angeles - Westlake,3575,,7.7,2021-02-25
Los Angeles - Westwood,8709,,18.0,2021-02-25
Los Angeles - Wholesale District,3742,,11.7,2021-02-25
Los Angeles - Wilmington,3233,,8.0,2021-02-25
Los Angeles - Wilshire Center,4161,,10.5,2021-02-25
Los Angeles - Winnetka,5663,,14.1,2021-02-25
Los Angeles - Woodland Hills,11664,,20.9,2021-02-25
Unincorporated - Acton,613,,9.0,2021-02-25
Unincorporated - Agua Dulce,411,,11.3,2021-02-25
Unincorporated - Altadena,7033,,19.7,2021-02-25
Unincorporated - Anaverde,136,,11.0,2021-02-25
Unincorporated - Angeles National Forest,59,,5.5,2021-02-25
Unincorporated - Arcadia,1280,,19.9,2021-02-25
Unincorporated - Athens Village,439,,12.1,2021-02-25
Unincorporated - Athens-Westmont,2205,,7.0,2021-02-25
Unincorporated - Avocado Heights,517,,10.0,2021-02-25
Unincorporated - Azusa,1181,,10.1,2021-02-25
Unincorporated - Bandini Islands,<5,,,2021-02-25
Unincorporated - Bassett,1435,,12.7,2021-02-25
Unincorporated - Bouquet Canyon,81,,9.2,2021-02-25
Unincorporated - Bradbury,254,,90.7,2021-02-25
Unincorporated - Canyon Country,170,,11.2,2021-02-25
Unincorporated - Castaic,2272,,10.3,2021-02-25
Unincorporated - Cerritos,84,,18.7,2021-02-25
Unincorporated - Charter Oak,<5,,,2021-02-25
Unincorporated - Claremont,78,,14.6,2021-02-25
Unincorporated - Covina,1816,,13.6,2021-02-25
Unincorporated - Covina (Charter Oak),1388,,13.0,2021-02-25
Unincorporated - Del Aire,439,,12.6,2021-02-25
Unincorporated - Del Rey,48,,13.2,2021-02-25
Unincorporated - Del Sur,146,,7.0,2021-02-25
Unincorporated - Desert View Highlands,158,,8.1,2021-02-25
Unincorporated - Duarte,400,,12.1,2021-02-25
Unincorporated - East Covina,64,,21.0,2021-02-25
Unincorporated - East La Mirada,608,,14.1,2021-02-25
Unincorporated - East Lancaster,<5,,,2021-02-25
Unincorporated - East Los Angeles,8410,,9.3,2021-02-25
Unincorporated - East Pasadena,1348,,21.6,2021-02-25
Unincorporated - East Rancho Dominguez,693,,6.5,2021-02-25
Unincorporated - East Whittier,493,,11.8,2021-02-25
Unincorporated - El Camino Village,1106,,16.8,2021-02-25
Unincorporated - El Monte,9,,9.2,2021-02-25
Unincorporated - Elizabeth Lake,69,,4.9,2021-02-25
Unincorporated - Florence-Firestone,2540,,5.6,2021-02-25
Unincorporated - Franklin Canyon,<5,,,2021-02-25
Unincorporated - Glendora,97,,16.8,2021-02-25
Unincorporated - Hacienda Heights,7412,,15.9,2021-02-25
Unincorporated - Harbor Gateway,<5,,,2021-02-25
Unincorporated - Hawthorne,150,,8.1,2021-02-25
Unincorporated - Hi Vista,36,,4.2,2021-02-25
Unincorporated - Kagel/Lopez Canyons,84,,7.9,2021-02-25
Unincorporated - La Crescenta-Montrose,3061,,18.4,2021-02-25
Unincorporated - La Habra Heights,39,,6.6,2021-02-25
Unincorporated - La Rambla,193,,11.7,2021-02-25
Unincorporated - La Verne,347,,21.5,2021-02-25
Unincorporated - Ladera Heights,1390,,22.9,2021-02-25
Unincorporated - Lake Hughes,22,,4.4,2021-02-25
Unincorporated - Lake Los Angeles,498,,5.2,2021-02-25
Unincorporated - Lake Manor,156,,11.3,2021-02-25
Unincorporated - Lakewood,12,,11.5,2021-02-25
Unincorporated - Lennox,1006,,6.2,2021-02-25
Unincorporated - Leona Valley,147,,9.5,2021-02-25
Unincorporated - Littlerock,162,,5.1,2021-02-25
Unincorporated - Littlerock/Juniper Hills,127,,10.5,2021-02-25
Unincorporated - Littlerock/Pearblossom,131,,4.8,2021-02-25
Unincorporated - Llano,36,,4.9,2021-02-25
Unincorporated - Long Beach,262,,21.3,2021-02-25
Unincorporated - Lynwood,<5,,,2021-02-25
Unincorporated - Marina del Rey,1177,,14.1,2021-02-25
Unincorporated - Miracle Mile,<5,,,2021-02-25
Unincorporated - Monrovia,521,,16.7,2021-02-25
Unincorporated - Newhall,16,,9.1,2021-02-25
Unincorporated - North Lancaster,126,,12.3,2021-02-25
Unincorporated - North Whittier,1007,,15.4,2021-02-25
Unincorporated - Northeast San Gabriel,3328,,17.0,2021-02-25
Unincorporated - Padua Hills,39,,30.5,2021-02-25
Unincorporated - Palmdale,10,,1.7,2021-02-25
Unincorporated - Palos Verdes Peninsula,89,,16.3,2021-02-25
Unincorporated - Pearblossom/Llano,70,,4.3,2021-02-25
Unincorporated - Pellissier Village,49,,10.8,2021-02-25
Unincorporated - Placerita Canyon,17,,5.1,2021-02-25
Unincorporated - Pomona,57,,3.2,2021-02-25
Unincorporated - Quartz Hill,1075,,10.3,2021-02-25
Unincorporated - Rancho Dominguez,268,,12.0,2021-02-25
Unincorporated - Roosevelt,33,,4.7,2021-02-25
Unincorporated - Rosewood,82,,8.0,2021-02-25
Unincorporated - Rosewood/East Gardena,105,,10.8,2021-02-25
Unincorporated - Rosewood/West Rancho Dominguez,169,,6.6,2021-02-25
Unincorporated - Rowland Heights,6437,,15.2,2021-02-25
Unincorporated - San Clemente Island,<5,,,2021-02-25
Unincorporated - San Francisquito Canyon/Bouquet Canyon,42,,30.7,2021-02-25
Unincorporated - San Jose Hills,1429,,9.4,2021-02-25
Unincorporated - San Pasqual,363,,22.6,2021-02-25
Unincorporated - Sand Canyon,62,,22.4,2021-02-25
Unincorporated - Santa Catalina Island,16,,6.5,2021-02-25
Unincorporated - Santa Monica Mountains,2607,,16.6,2021-02-25
Unincorporated - Saugus,41,,30.8,2021-02-25
Unincorporated - Saugus/Canyon Country,126,,38.0,2021-02-25
Unincorporated - South Antelope Valley,23,,5.6,2021-02-25
Unincorporated - South Edwards,<5,,,2021-02-25
Unincorporated - South El Monte,94,,7.0,2021-02-25
Unincorporated - South San Gabriel,1316,,17.9,2021-02-25
Unincorporated - South Whittier,4831,,10.6,2021-02-25
Unincorporated - Southeast Antelope Valley,41,,6.7,2021-02-25
Unincorporated - Stevenson Ranch,2774,,16.6,2021-02-25
Unincorporated - Sun Village,247,,5.5,2021-02-25
Unincorporated - Sunrise Village,149,,14.6,2021-02-25
Unincorporated - Twin Lakes/Oat Mountain,216,,15.9,2021-02-25
Unincorporated - Universal City,<5,,,2021-02-25
Unincorporated - Val Verde,237,,9.0,2021-02-25
Unincorporated - Valencia,401,,18.3,2021-02-25
Unincorporated - Valinda,2128,,11.9,2021-02-25
Unincorporated - View Park/Windsor Hills,1683,,17.2,2021-02-25
Unincorporated - Walnut,<5,,,2021-02-25
Unincorporated - Walnut Park,1129,,9.4,2021-02-25
Unincorporated - West Antelope Valley,88,,6.7,2021-02-25
Unincorporated - West Carson,3364,,18.6,2021-02-25
Unincorporated - West Chatsworth,<5,,,2021-02-25
Unincorporated - West LA,82,,9.4,2021-02-25
Unincorporated - West Puente Valley,852,,11.2,2021-02-25
Unincorporated - West Rancho Dominguez,90,,8.5,2021-02-25
Unincorporated - West Whittier/Los Nietos,2498,,12.0,2021-02-25
Unincorporated - Westfield/Academy Hills,310,,27.7,2021-02-25
Unincorporated - Westhills,175,,23.3,2021-02-25
Unincorporated - White Fence Farms,343,,10.5,2021-02-25
Unincorporated - Whittier,677,,21.5,2021-02-25
Unincorporated - Whittier Narrows,<5,,,2021-02-25
Unincorporated - Willowbrook,1700,,6.7,2021-02-25
Unincorporated - Wiseburn,609,,12.9,2021-02-25
City of Agoura Hills,3807,17447,21.8,2021-03-04
City of Alhambra,13321,71313,18.7,2021-03-04
City of Arcadia,10380,49666,20.9,2021-03-04
City of Artesia,2890,13877,20.8,2021-03-04
City of Avalon,300,3000,10,2021-03-04
City of Azusa,5014,39805,12.6,2021-03-04
City of Baldwin Park,7778,58253,13.4,2021-03-04
City of Bell,2332,26746,8.7,2021-03-04
City of Bell Gardens,2735,30840,8.9,2021-03-04
City of Bellflower,7829,59564,13.1,2021-03-04
City of Beverly Hills,9498,29659,32,2021-03-04
City of Bradbury,150,925,16.2,2021-03-04
City of Burbank,13905,87289,15.9,2021-03-04
City of Calabasas,5352,19988,26.8,2021-03-04
City of Carson,15806,75272,21,2021-03-04
City of Cerritos,11800,43608,27.1,2021-03-04
City of Claremont,7295,31632,23.1,2021-03-04
City of Commerce,1335,9779,13.7,2021-03-04
City of Compton,5639,70809,8,2021-03-04
City of Covina,6767,38659,17.5,2021-03-04
City of Cudahy,1224,17477,7,2021-03-04
City of Culver City,7445,32840,22.7,2021-03-04
City of Diamond Bar,9412,48623,19.4,2021-03-04
City of Downey,13586,88272,15.4,2021-03-04
City of Duarte,3886,17654,22,2021-03-04
City of El Monte,10837,88826,12.2,2021-03-04
City of El Segundo,2263,14019,16.1,2021-03-04
City of Gardena,8794,48335,18.2,2021-03-04
City of Glendale,29628,173192,17.1,2021-03-04
City of Glendora,8818,42883,20.6,2021-03-04
City of Hawaiian Gardens,970,10728,9,2021-03-04
City of Hawthorne,7393,65780,11.2,2021-03-04
City of Hermosa Beach,3022,16389,18.4,2021-03-04
City of Hidden Hills,414,1631,25.4,2021-03-04
City of Huntington Park,4012,43564,9.2,2021-03-04
City of Industry,273,385,70.9,2021-03-04
City of Inglewood,9689,86385,11.2,2021-03-04
City of Irwindale,178,1212,14.7,2021-03-04
City of La Canada Flintridge,5030,17805,28.3,2021-03-04
City of La Habra Heights,511,4779,10.7,2021-03-04
City of La Mirada,7100,40803,17.4,2021-03-04
City of La Puente,3562,31049,11.5,2021-03-04
City of La Verne,5849,27927,20.9,2021-03-04
City of Lakewood,11608,64711,17.9,2021-03-04
City of Lancaster,11833,120142,9.8,2021-03-04
City of Lawndale,2537,25528,9.9,2021-03-04
City of Lomita,2743,16469,16.7,2021-03-04
City of Long Beach,60905,369335,16.5,2021-03-04
City of Lynwood,5067,51504,9.8,2021-03-04
City of Malibu,2009,10697,18.8,2021-03-04
City of Manhattan Beach,6958,28733,24.2,2021-03-04
City of Maywood,1815,20131,9,2021-03-04
City of Monrovia,5468,30249,18.1,2021-03-04
City of Montebello,7421,49946,14.9,2021-03-04
City of Monterey Park,10260,51545,19.9,2021-03-04
City of Norwalk,11638,82126,14.2,2021-03-04
City of Palmdale,11135,117298,9.5,2021-03-04
City of Palos Verdes Estates,3413,11696,29.2,2021-03-04
City of Paramount,3991,40656,9.8,2021-03-04
City of Pasadena,26094,117771,22.2,2021-03-04
City of Pico Rivera,7627,49558,15.4,2021-03-04
City of Pomona,13699,115688,11.8,2021-03-04
City of Rancho Palos Verdes,10162,36530,27.8,2021-03-04
City of Redondo Beach,10126,54241,18.7,2021-03-04
City of Rolling Hills,516,1722,30,2021-03-04
City of Rolling Hills Estates,2212,7093,31.2,2021-03-04
City of Rosemead,6763,44628,15.2,2021-03-04
City of San Dimas,6031,29065,20.8,2021-03-04
City of San Fernando,2224,18698,11.9,2021-03-04
City of San Gabriel,5774,33721,17.1,2021-03-04
City of San Marino,3163,11148,28.4,2021-03-04
City of Santa Clarita,31065,170660,18.2,2021-03-04
City of Santa Fe Springs,2115,14475,14.6,2021-03-04
City of Santa Monica,17154,80251,21.4,2021-03-04
City of Sierra Madre,2516,9255,27.2,2021-03-04
City of Signal Hill,1735,9046,19.2,2021-03-04
City of South El Monte,1743,15858,11,2021-03-04
City of South Gate,7435,71455,10.4,2021-03-04
City of South Pasadena,5088,21506,23.7,2021-03-04
City of Temple City,5895,30661,19.2,2021-03-04
City of Torrance,25356,121277,20.9,2021-03-04
City of Vernon,56,222,25.2,2021-03-04
City of Walnut,6094,26458,23,2021-03-04
City of West Covina,15976,86215,18.5,2021-03-04
City of West Hollywood,4975,34195,14.5,2021-03-04
City of Westlake Village,1071,7234,14.8,2021-03-04
City of Whittier,10831,68364,15.8,2021-03-04
Los Angeles - Adams-Normandie,606,6300,9.6,2021-03-04
Los Angeles - Alsace,781,9200,8.5,2021-03-04
Los Angeles - Angeles National Forest,Unreliable Data,Unreliable Data,Unreliable Data,2021-03-04
Los Angeles - Angelino Heights,230,2031,11.3,2021-03-04
Los Angeles - Arleta,3884,26334,14.7,2021-03-04
Los Angeles - Atwater Village,2319,12520,18.5,2021-03-04
Los Angeles - Baldwin Hills,2965,23952,12.4,2021-03-04
Los Angeles - Bel Air,2390,6968,34.3,2021-03-04
Los Angeles - Beverly Crest,3243,9960,32.6,2021-03-04
Los Angeles - Beverlywood,2556,9756,26.2,2021-03-04
Los Angeles - Boyle Heights,7200,62635,11.5,2021-03-04
Los Angeles - Brentwood,7254,25799,28.1,2021-03-04
Los Angeles - Brookside,123,457,26.9,2021-03-04
Los Angeles - Cadillac-Corning,515,5425,9.5,2021-03-04
Los Angeles - Canoga Park,6056,49538,12.2,2021-03-04
Los Angeles - Carthay,3067,12341,24.9,2021-03-04
Los Angeles - Central,1874,27297,6.9,2021-03-04
Los Angeles - Century City,3557,10382,34.3,2021-03-04
Los Angeles - Century Palms/Cove,1619,23682,6.8,2021-03-04
Los Angeles - Chatsworth,6939,31125,22.3,2021-03-04
Los Angeles - Cheviot Hills,2645,7134,37.1,2021-03-04
Los Angeles - Chinatown,782,7292,10.7,2021-03-04
Los Angeles - Cloverdale/Cochran,1124,11269,10,2021-03-04
Los Angeles - Country Club Park,2127,12311,17.3,2021-03-04
Los Angeles - Crenshaw District,1445,10847,13.3,2021-03-04
Los Angeles - Crestview,1822,8801,20.7,2021-03-04
Los Angeles - Del Rey,3906,24080,16.2,2021-03-04
Los Angeles - Downtown,4500,32035,14,2021-03-04
Los Angeles - Eagle Rock,6241,32330,19.3,2021-03-04
Los Angeles - East Hollywood,2763,23676,11.7,2021-03-04
Los Angeles - Echo Park,1440,11936,12.1,2021-03-04
Los Angeles - El Sereno,4953,32207,15.4,2021-03-04
Los Angeles - Elysian Park,891,4748,18.8,2021-03-04
Los Angeles - Elysian Valley,1190,8038,14.8,2021-03-04
Los Angeles - Encino,11223,36474,30.8,2021-03-04
Los Angeles - Exposition,306,2593,11.8,2021-03-04
Los Angeles - Exposition Park,3033,35075,8.6,2021-03-04
Los Angeles - Faircrest Heights,442,2876,15.4,2021-03-04
Los Angeles - Figueroa Park Square,597,6545,9.1,2021-03-04
Los Angeles - Florence-Firestone,2153,32670,6.6,2021-03-04
Los Angeles - Glassell Park,4349,24832,17.5,2021-03-04
Los Angeles - Gramercy Place,1177,8657,13.6,2021-03-04
Los Angeles - Granada Hills,10129,47949,21.1,2021-03-04
Los Angeles - Green Meadows,1010,14809,6.8,2021-03-04
Los Angeles - Hancock Park,3140,13402,23.4,2021-03-04
Los Angeles - Harbor City,3393,22449,15.1,2021-03-04
Los Angeles - Harbor Gateway,3795,32717,11.6,2021-03-04
Los Angeles - Harbor Pines,313,1885,16.6,2021-03-04
Los Angeles - Harvard Heights,1399,13648,10.3,2021-03-04
Los Angeles - Harvard Park,2570,27989,9.2,2021-03-04
Los Angeles - Highland Park,5307,36926,14.4,2021-03-04
Los Angeles - Historic Filipinotown,1526,10974,13.9,2021-03-04
Los Angeles - Hollywood,5959,60385,9.9,2021-03-04
Los Angeles - Hollywood Hills,3968,25398,15.6,2021-03-04
Los Angeles - Hyde Park,2343,21809,10.7,2021-03-04
Los Angeles - Jefferson Park,664,6031,11,2021-03-04
Los Angeles - Koreatown,4247,41524,10.2,2021-03-04
Los Angeles - Lafayette Square,376,3505,10.7,2021-03-04
Los Angeles - Lake Balboa,4252,32423,13.1,2021-03-04
Los Angeles - Lakeview Terrace,1497,10043,14.9,2021-03-04
Los Angeles - Leimert Park,1543,12337,12.5,2021-03-04
Los Angeles - Lincoln Heights,3165,24798,12.8,2021-03-04
Los Angeles - Little Armenia,642,6705,9.6,2021-03-04
Los Angeles - Little Bangladesh,2452,22870,10.7,2021-03-04
Los Angeles - Little Tokyo,738,2876,25.7,2021-03-04
Los Angeles - Longwood,444,3338,13.3,2021-03-04
Los Angeles - Los Feliz,2988,18552,16.1,2021-03-04
Los Angeles - Manchester Square,751,6716,11.2,2021-03-04
Los Angeles - Mandeville Canyon,904,2580,35,2021-03-04
Los Angeles - Mar Vista,6447,33940,19,2021-03-04
Los Angeles - Marina Peninsula,931,3765,24.7,2021-03-04
Los Angeles - Melrose,8747,62874,13.9,2021-03-04
Los Angeles - Mid-city,1740,12179,14.3,2021-03-04
Los Angeles - Miracle Mile,2358,15322,15.4,2021-03-04
Los Angeles - Mission Hills,3145,18827,16.7,2021-03-04
Los Angeles - Mt. Washington,3016,18940,15.9,2021-03-04
Los Angeles - North Hills,6736,46307,14.5,2021-03-04
Los Angeles - North Hollywood,12108,119496,10.1,2021-03-04
Los Angeles - Northridge,10548,58451,18,2021-03-04
Los Angeles - Pacific Palisades,5143,16920,30.4,2021-03-04
Los Angeles - Pacoima,6112,54673,11.2,2021-03-04
Los Angeles - Palisades Highlands,992,3182,31.2,2021-03-04
Los Angeles - Palms,5036,36258,13.9,2021-03-04
Los Angeles - Panorama City,7345,55481,13.2,2021-03-04
Los Angeles - Park La Brea,1255,10676,11.8,2021-03-04
Los Angeles - Pico-Union,3496,31571,11.1,2021-03-04
Los Angeles - Playa Del Rey,515,2671,19.3,2021-03-04
Los Angeles - Playa Vista,2148,8995,23.9,2021-03-04
Los Angeles - Porter Ranch,8172,29811,27.4,2021-03-04
Los Angeles - Rancho Park,1482,4981,29.8,2021-03-04
Los Angeles - Regent Square,291,2190,13.3,2021-03-04
Los Angeles - Reseda,10417,59993,17.4,2021-03-04
Los Angeles - Reseda Ranch,538,3673,14.6,2021-03-04
Los Angeles - Reynier Village,537,3290,16.3,2021-03-04
Los Angeles - San Pedro,8855,60461,14.6,2021-03-04
Los Angeles - Shadow Hills,621,3772,16.5,2021-03-04
Los Angeles - Sherman Oaks,14174,71049,19.9,2021-03-04
Los Angeles - Silverlake,5849,36752,15.9,2021-03-04
Los Angeles - South Carthay,1735,8350,20.8,2021-03-04
Los Angeles - South Park,1765,26088,6.8,2021-03-04
Los Angeles - St Elmo Village,360,3466,10.4,2021-03-04
Los Angeles - Studio City,3750,18611,20.1,2021-03-04
Los Angeles - Sun Valley,5159,39885,12.9,2021-03-04
