intldes,norad_cat_id,object_type,satname,country,launch,site,decay,period,inclination,apogee,perigee,comment,commentcode,rcsvalue,rcs_size,file,launch_year,launch_num,launch_piece,current,object_name,object_id,object_number
2011-048C,37808,DEBRIS,BREEZE-M DEB (TANK),CIS,2011-09-20,TTMTR,,629.66,47.84,34993,920,,,0,LARGE,7969,2011,48,C,Y,BREEZE-M DEB (TANK),2011-048C,37808
2011-049A,37809,PAYLOAD,SES 2,SES,2011-09-21,FRGUI,,1436.11,0.07,35802,35772,,,0,LARGE,7969,2011,49,A,Y,SES 2,2011-049A,37809
2011-049B,37810,PAYLOAD,ARABSAT 5C,AB,2011-09-21,FRGUI,,1436.11,0.06,35796,35778,,,0,LARGE,7969,2011,49,B,Y,ARABSAT 5C,2011-049B,37810
2011-051A,37816,PAYLOAD,EUTE 7 WEST A (AB 7),EUTE,2011-09-24,SEAL,,1436.08,0.06,35799,35773,,,0,LARGE,7969,2011,51,A,Y,EUTE 7 WEST A (AB 7),2011-051A,37816
2011-054A,37826,PAYLOAD,QUETZSAT 1,MEX,2011-09-29,TTMTR,,1436.11,0.01,35800,35774,,,0,LARGE,7969,2011,54,A,Y,QUETZSAT 1,2011-054A,37826
2011-054B,37827,ROCKET BODY,BREEZE-M R/B,CIS,2011-09-29,TTMTR,,693.45,18.07,34007,5140,,,0,LARGE,7969,2011,54,B,Y,BREEZE-M R/B,2011-054B,37827
2011-056A,37834,PAYLOAD,INTELSAT 18,ITSO,2011-10-05,TTMTR,,1436.11,0.02,35797,35777,,,0,LARGE,7969,2011,56,A,Y,INTELSAT 18,2011-056A,37834
2011-056B,37835,ROCKET BODY,SL-23 R/B,CIS,2011-10-05,TTMTR,,731.70,17.75,35782,5257,,,0,LARGE,7969,2011,56,B,Y,SL-23 R/B,2011-056B,37835
2011-057A,37836,PAYLOAD,EUTE 16A (EUTE W3C),EUTE,2011-10-07,XSC,,1436.12,0.07,35809,35765,,,0,LARGE,7969,2011,57,A,Y,EUTE 16A (EUTE W3C),2011-057A,37836
2011-058C,37840,PAYLOAD,VESSELSAT 1,LUXE,2011-10-12,SRI,,102.06,19.96,866,846,,,0,MEDIUM,7969,2011,58,C,Y,VESSELSAT 1,2011-058C,37840
2011-059A,37843,PAYLOAD,VIASAT 1,US,2011-10-19,TTMTR,,1436.11,0.03,35797,35776,,,0,LARGE,7969,2011,59,A,Y,VIASAT 1,2011-059A,37843
2011-059C,37845,DEBRIS,BREEZE-M DEB (TANK),CIS,2011-10-19,TTMTR,,228.36,49.69,11681,315,,,0,LARGE,7969,2011,59,C,Y,BREEZE-M DEB (TANK),2011-059C,37845
2011-061B,37851,PAYLOAD,DICE 1,US,2011-10-28,AFWTR,,95.53,101.74,662,426,,,0,MEDIUM,7969,2011,61,B,Y,DICE 1,2011-061B,37851
2011-061D,37853,PAYLOAD,RAX-2,US,2011-10-28,AFWTR,,95.55,101.72,656,435,,,0,SMALL,7969,2011,61,D,Y,RAX-2,2011-061D,37853
1965-063AE,37862,DEBRIS,SCOUT B DEB,US,1965-08-10,WLPIS,,119.17,69.23,2068,1219,,,0,SMALL,7969,1965,63,AE,Y,SCOUT B DEB,1965-063AE,37862
1982-102D,37865,DEBRIS,COSMOS 1417 DEB,CIS,1982-10-19,PKMTR,,104.67,82.97,1005,953,,,0,SMALL,7969,1982,102,D,Y,COSMOS 1417 DEB,1982-102D,37865
2011-064C,37869,PAYLOAD,COSMOS 2475 (GLONASS),CIS,2011-11-04,TTMTR,,675.73,64.63,19189,19071,,,0,LARGE,7969,2011,64,C,Y,COSMOS 2475 (GLONASS),2011-064C,37869
1990-105AF,37885,DEBRIS,DMSP 5D-2 F10 DEB,US,1990-12-01,AFWTR,,95.64,98.34,566,533,,,0,SMALL,7969,1990,105,AF,Y,DMSP 5D-2 F10 DEB,1990-105AF,37885
1966-040AW,37891,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.47,100.55,1159,1061,,,0,SMALL,7969,1966,40,AW,Y,NIMBUS 2 DEB,1966-040AW,37891
1999-025EMT,37894,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.68,99.01,763,629,,,0,SMALL,7969,1999,25,EMT,Y,FENGYUN 1C DEB,1999-025EMT,37894
1999-025ENL,37911,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.77,99.37,1049,824,,,0,SMALL,7969,1999,25,ENL,Y,FENGYUN 1C DEB,1999-025ENL,37911
1999-025ENN,37913,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.65,98.89,789,598,,,0,SMALL,7969,1999,25,ENN,Y,FENGYUN 1C DEB,1999-025ENN,37913
2011-068B,37931,PAYLOAD,SHIYAN 4 (SY-4),PRC,2011-11-20,JSC,,100.71,98.69,810,774,,,0,LARGE,7969,2011,68,B,Y,SHIYAN 4 (SY-4),2011-068B,37931
2011-069A,37933,PAYLOAD,ASIASAT 7,AC,2011-11-25,TTMTR,,1436.07,0.04,35794,35778,,,0,LARGE,7969,2011,69,A,Y,ASIASAT 7,2011-069A,37933
2011-069C,37935,DEBRIS,BREEZE-M DEB (TANK),CIS,2011-11-25,TTMTR,,627.64,48.13,35227,583,,,0,LARGE,7969,2011,69,C,Y,BREEZE-M DEB (TANK),2011-069C,37935
2011-073A,37948,PAYLOAD,BEIDOU 10,PRC,2011-12-01,XSC,,1435.97,50.54,36109,35459,,,0,LARGE,7969,2011,73,A,Y,BEIDOU 10,2011-073A,37948
2011-074B,37951,PAYLOAD,LUCH 5A,CIS,2011-12-11,TTMTR,,1436.05,4.71,35798,35774,,,0,LARGE,7969,2011,74,B,Y,LUCH 5A,2011-074B,37951
2011-074C,37952,ROCKET BODY,BREEZE-M R/B,CIS,2011-12-11,TTMTR,,1606.68,7.50,42450,35675,,,0,,7969,2011,74,C,Y,BREEZE-M R/B,2011-074C,37952
1993-036BPL,37961,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.71,74.05,782,707,,,0,SMALL,7969,1993,36,BPL,Y,COSMOS 2251 DEB,1993-036BPL,37961
1993-036BQP,37988,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.23,74.07,784,659,,,0,SMALL,7969,1993,36,BQP,Y,COSMOS 2251 DEB,1993-036BQP,37988
1993-036BQU,37993,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.84,74.03,773,728,,,0,SMALL,7969,1993,36,BQU,Y,COSMOS 2251 DEB,1993-036BQU,37993
1993-036BQW,37995,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,96.73,73.98,625,578,,,0,SMALL,7969,1993,36,BQW,Y,COSMOS 2251 DEB,1993-036BQW,37995
2011-077A,38014,PAYLOAD,NIGCOMSAT 1R,NIG,2011-12-19,XSC,,1436.12,0.03,35797,35777,,,0,LARGE,7969,2011,77,A,Y,NIGCOMSAT 1R,2011-077A,38014
1997-051YD,38017,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,102.35,86.34,1005,735,,,0,SMALL,7969,1997,51,YD,Y,IRIDIUM 33 DEB,1997-051YD,38017
1997-051YF,38019,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,98.87,86.39,759,650,,,0,SMALL,7969,1997,51,YF,Y,IRIDIUM 33 DEB,1997-051YF,38019
1997-051YV,38033,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,95.89,86.27,573,551,,,0,SMALL,7969,1997,51,YV,Y,IRIDIUM 33 DEB,1997-051YV,38033
2012-002A,38049,PAYLOAD,FENGYUN 2F,PRC,2012-01-13,XSC,,1436.22,3.49,35812,35765,,,0,LARGE,7969,2012,2,A,Y,FENGYUN 2F,2012-002A,38049
2012-002B,38050,ROCKET BODY,CZ-3A R/B,PRC,2012-01-13,XSC,,626.84,24.10,35365,403,,,0,LARGE,7969,2012,2,B,Y,CZ-3A R/B,2012-002B,38050
1993-036BRP,38057,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,102.33,74.01,993,744,,,0,SMALL,7969,1993,36,BRP,Y,COSMOS 2251 DEB,1993-036BRP,38057
1993-036BRX,38065,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.11,74.03,729,704,,,0,SMALL,7969,1993,36,BRX,Y,COSMOS 2251 DEB,1993-036BRX,38065
2012-003A,38070,PAYLOAD,WGS F4 (USA 233),US,2012-01-20,AFETR,,1436.11,0.01,35790,35784,,,0,LARGE,7969,2012,3,A,Y,WGS F4 (USA 233),2012-003A,38070
2012-003B,38071,ROCKET BODY,DELTA 4 R/B,US,2012-01-20,AFETR,,1242.01,24.72,63277,516,,,0,LARGE,7969,2012,3,B,Y,DELTA 4 R/B,2012-003B,38071
2012-002C,38072,ROCKET BODY,FENGYUN 2F AKM,PRC,2012-01-13,XSC,,1448.72,5.41,36279,35788,,,0,MEDIUM,7969,2012,2,C,Y,FENGYUN 2F AKM,2012-002C,38072
2012-007B,38088,ROCKET BODY,BREEZE-M R/B,CIS,2012-02-14,TTMTR,,648.44,25.67,33842,3034,,,0,LARGE,7969,2012,7,B,Y,BREEZE-M R/B,2012-007B,38088
2012-007C,38089,DEBRIS,BREEZE-M DEB (TANK),CIS,2012-02-14,TTMTR,,259.52,49.57,13902,297,,,0,LARGE,7969,2012,7,C,Y,BREEZE-M DEB (TANK),2012-007C,38089
2012-008A,38091,PAYLOAD,BEIDOU 11,PRC,2012-02-24,XSC,,1436.10,2.09,35822,35752,,,0,LARGE,7969,2012,8,A,Y,BEIDOU 11,2012-008A,38091
2012-008C,38095,DEBRIS,CZ-3C DEB (VEB),PRC,2012-02-24,XSC,,509.99,20.67,29321,213,,,0,LARGE,7969,2012,8,C,Y,CZ-3C DEB (VEB),2012-008C,38095
2012-011A,38098,PAYLOAD,INTELSAT 22,ITSO,2012-03-25,TTMTR,,1436.12,0.02,35799,35775,,,0,LARGE,7969,2012,11,A,Y,INTELSAT 22,2012-011A,38098
2012-012A,38101,PAYLOAD,COSMOS 2479,CIS,2012-03-30,TTMTR,,1434.24,5.19,35769,35732,,,0,LARGE,7969,2012,12,A,Y,COSMOS 2479,2012-012A,38101
2012-012D,38104,ROCKET BODY,SL-12 R/B(2),CIS,2012-03-30,TTMTR,,1437.54,5.16,35868,35762,,,0,MEDIUM,7969,2012,12,D,Y,SL-12 R/B(2),2012-012D,38104
1999-025EPT,38122,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.46,98.37,963,598,,,0,SMALL,7969,1999,25,EPT,Y,FENGYUN 1C DEB,1999-025EPT,38122
1999-025ERK,38162,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.60,99.81,988,680,,,0,SMALL,7969,1999,25,ERK,Y,FENGYUN 1C DEB,1999-025ERK,38162
1999-025ERM,38164,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,95.08,99.03,540,505,,,0,SMALL,7969,1999,25,ERM,Y,FENGYUN 1C DEB,1999-025ERM,38164
1999-025ERT,38170,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.36,98.80,924,721,,,0,SMALL,7969,1999,25,ERT,Y,FENGYUN 1C DEB,1999-025ERT,38170
1999-025ERW,38173,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.14,99.12,954,671,,,0,SMALL,7969,1999,25,ERW,Y,FENGYUN 1C DEB,1999-025ERW,38173
2010-047D,38174,DEBRIS,YAOGAN 11 DEB,PRC,2010-09-22,JSC,,100.64,97.97,937,641,,,0,SMALL,7969,2010,47,D,Y,YAOGAN 11 DEB,2010-047D,38174
2011-068D,38176,DEBRIS,CZ-2D DEB,PRC,2011-11-20,JSC,,100.05,98.31,848,675,,,0,SMALL,7969,2011,68,D,Y,CZ-2D DEB,2011-068D,38176
1966-040BA,38182,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,106.59,100.52,1130,1007,,,0,SMALL,7969,1966,40,BA,Y,NIMBUS 2 DEB,1966-040BA,38182
1966-040BB,38183,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.46,100.48,1150,1068,,,0,SMALL,7969,1966,40,BB,Y,NIMBUS 2 DEB,1966-040BB,38183
2011-069D,38187,DEBRIS,BREEZE-M DEB,CIS,2011-11-25,TTMTR,,837.33,1.24,34432,11667,,,0,,7969,2011,69,D,Y,BREEZE-M DEB,2011-069D,38187
1993-036BSK,38195,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.61,73.83,727,657,,,0,SMALL,7969,1993,36,BSK,Y,COSMOS 2251 DEB,1993-036BSK,38195
1993-036BSL,38196,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.49,73.89,866,602,,,0,SMALL,7969,1993,36,BSL,Y,COSMOS 2251 DEB,1993-036BSL,38196
1993-036BTF,38215,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,97.97,74.03,665,658,,,0,SMALL,7969,1993,36,BTF,Y,COSMOS 2251 DEB,1993-036BTF,38215
1997-051ZM,38237,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,96.03,86.36,572,565,,,0,SMALL,7969,1997,51,ZM,Y,IRIDIUM 33 DEB,1997-051ZM,38237
1997-051ZU,38244,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,95.22,86.42,531,527,,,0,SMALL,7969,1997,51,ZU,Y,IRIDIUM 33 DEB,1997-051ZU,38244
2012-016A,38245,PAYLOAD,YAHSAT 1B,UAE,2012-04-23,TTMTR,,1436.07,0.01,35798,35775,,,0,LARGE,7969,2012,16,A,Y,YAHSAT 1B,2012-016A,38245
2012-016C,38247,ROCKET BODY,BREEZE-M R/B,CIS,2012-04-23,TTMTR,,654.59,24.04,33849,3341,,,0,LARGE,7969,2012,16,C,Y,BREEZE-M R/B,2012-016C,38247
2012-017A,38248,PAYLOAD,RISAT 1,IND,2012-04-26,SRI,,95.29,97.56,535,531,,,0,LARGE,7969,2012,17,A,Y,RISAT 1,2012-017A,38248
2012-018A,38250,PAYLOAD,BEIDOU 12,PRC,2012-04-29,XSC,,773.22,56.72,21594,21462,,,0,LARGE,7969,2012,18,A,Y,BEIDOU 12,2012-018A,38250
2012-018B,38251,PAYLOAD,BEIDOU 13,PRC,2012-04-29,XSC,,773.22,56.64,21568,21487,,,0,LARGE,7969,2012,18,B,Y,BEIDOU 13,2012-018B,38251
2012-020C,38270,DEBRIS,TIANHUI 1-02 DEB,PRC,2012-05-06,JSC,,94.48,97.36,548,439,,,0,SMALL,7969,2012,20,C,Y,TIANHUI 1-02 DEB,2012-020C,38270
1979-095BW,38276,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.52,81.19,842,820,,,0,SMALL,7969,1979,95,BW,Y,METEOR 2-5 DEB,1979-095BW,38276
1982-025BF,38289,DEBRIS,METEOR 2-8 DEB,CIS,1982-03-25,PKMTR,,102.04,82.53,877,834,,,0,SMALL,7969,1982,25,BF,Y,METEOR 2-8 DEB,1982-025BF,38289
2010-059E,38295,DEBRIS,CZ-4C DEB,PRC,2010-11-04,TSC,,105.15,98.69,1204,799,,,0,SMALL,7969,2010,59,E,Y,CZ-4C DEB,2010-059E,38295
2010-059F,38296,DEBRIS,CZ-4C DEB,PRC,2010-11-04,TSC,,104.70,98.69,1160,800,,,0,SMALL,7969,2010,59,F,Y,CZ-4C DEB,2010-059F,38296
2010-027E,38300,DEBRIS,CZ-2D DEB,PRC,2010-06-15,JSC,,97.97,97.66,780,543,,,0,SMALL,7969,2010,27,E,Y,CZ-2D DEB,2010-027E,38300
2010-009G,38303,DEBRIS,YAOGAN 9B DEB,PRC,2010-03-05,JSC,,105.97,63.38,1366,713,,,0,SMALL,7969,2010,9,G,Y,YAOGAN 9B DEB,2010-009G,38303
2011-079F,38312,DEBRIS,CZ-4B DEB,PRC,2011-12-22,TSC,,100.27,98.19,860,684,,,0,SMALL,7969,2011,79,F,Y,CZ-4B DEB,2011-079F,38312
2011-043C,38313,DEBRIS,CZ-4B DEB,PRC,2011-08-15,TSC,,106.59,99.58,1233,905,,,0,SMALL,7969,2011,43,C,Y,CZ-4B DEB,2011-043C,38313
2012-001E,38318,DEBRIS,CZ-4B DEB,PRC,2012-01-09,TSC,,92.75,97.55,438,380,,,0,SMALL,7969,2012,1,E,Y,CZ-4B DEB,2012-001E,38318
2010-051H,38326,DEBRIS,CZ-4B DEB,PRC,2010-10-06,TSC,,99.02,97.79,840,584,,,0,SMALL,7969,2010,51,H,Y,CZ-4B DEB,2010-051H,38326
1991-082CS,38329,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,97.04,98.76,620,614,,,0,SMALL,7969,1991,82,CS,Y,DMSP 5D-2 F11 DEB,1991-082CS,38329
2012-023A,38331,PAYLOAD,JCSAT 13,JPN,2012-05-15,FRGUI,,1436.12,0.02,35796,35778,,,0,LARGE,7969,2012,23,A,Y,JCSAT 13,2012-023A,38331
2012-023B,38332,PAYLOAD,VINASAT 2,VTNM,2012-05-15,FRGUI,,1436.11,0.02,35797,35776,,,0,LARGE,7969,2012,23,B,Y,VINASAT 2,2012-023B,38332
2012-023C,38333,ROCKET BODY,ARIANE 5 R/B,FR,2012-05-15,FRGUI,,592.25,1.66,33723,243,,,0,LARGE,7969,2012,23,C,Y,ARIANE 5 R/B,2012-023C,38333
2012-026A,38342,PAYLOAD,NIMIQ 6,CA,2012-05-17,TTMTR,,1436.14,0.01,35799,35776,,,0,LARGE,7969,2012,26,A,Y,NIMIQ 6,2012-026A,38342
2012-026B,38343,ROCKET BODY,BREEZE-M R/B,CIS,2012-05-17,TTMTR,,814.94,11.05,34601,10444,,,0,LARGE,7969,2012,26,B,Y,BREEZE-M R/B,2012-026B,38343
2012-026C,38344,DEBRIS,BREEZE-M DEB (TANK),CIS,2012-05-17,TTMTR,,400.68,49.36,22936,314,,,0,LARGE,7969,2012,26,C,Y,BREEZE-M DEB (TANK),2012-026C,38344
2012-028A,38352,PAYLOAD,CHINASAT 2A,PRC,2012-05-26,XSC,,1436.10,0.04,35799,35774,,,0,LARGE,7969,2012,28,A,Y,CHINASAT 2A,2012-028A,38352
2012-028B,38353,ROCKET BODY,CZ-3B R/B,PRC,2012-05-26,XSC,,165.99,26.82,7066,188,,,0,LARGE,7969,2012,28,B,Y,CZ-3B R/B,2012-028B,38353
2012-030A,38356,PAYLOAD,INTELSAT 19,ITSO,2012-06-01,SEAL,,1436.09,0.01,35800,35773,,,0,LARGE,7969,2012,30,A,Y,INTELSAT 19,2012-030A,38356
2012-030B,38357,ROCKET BODY,BLOCK DM-SL R/B,SEAL,2012-06-01,SEAL,,639.07,0.71,35617,781,,,0,LARGE,7969,2012,30,B,Y,BLOCK DM-SL R/B,2012-030B,38357
1965-027BN,38361,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.83,90.26,1291,1239,,,0,SMALL,7969,1965,27,BN,Y,OPS 4682 DEB,1965-027BN,38361
1965-027DD,38400,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.98,90.27,1294,1249,,,0,SMALL,7969,1965,27,DD,Y,OPS 4682 DEB,1965-027DD,38400
1965-027DJ,38405,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.89,90.27,1275,1261,,,0,SMALL,7969,1965,27,DJ,Y,OPS 4682 DEB,1965-027DJ,38405
1965-027EN,38433,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,109.95,90.28,1244,1205,,,0,SMALL,7969,1965,27,EN,Y,OPS 4682 DEB,1965-027EN,38433
1965-027EW,38441,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.17,90.28,1305,1256,,,0,SMALL,7969,1965,27,EW,Y,OPS 4682 DEB,1965-027EW,38441
1997-051ZV,38468,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,100.18,86.35,838,697,,,0,SMALL,7969,1997,51,ZV,Y,IRIDIUM 33 DEB,1997-051ZV,38468
1997-051ZW,38469,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,101.41,86.28,955,696,,,0,SMALL,7969,1997,51,ZW,Y,IRIDIUM 33 DEB,1997-051ZW,38469
1997-051ZX,38470,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.81,86.49,818,681,,,0,SMALL,7969,1997,51,ZX,Y,IRIDIUM 33 DEB,1997-051ZX,38470
1997-051AAB,38474,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.88,86.35,775,731,,,0,SMALL,7969,1997,51,AAB,Y,IRIDIUM 33 DEB,1997-051AAB,38474
1993-036BTQ,38480,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,94.66,73.82,524,481,,,0,SMALL,7969,1993,36,BTQ,Y,COSMOS 2251 DEB,1993-036BTQ,38480
1999-025ESF,38496,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.53,98.85,937,819,,,0,SMALL,7969,1999,25,ESF,Y,FENGYUN 1C DEB,1999-025ESF,38496
1999-025ESY,38513,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.71,97.57,1087,497,,,0,SMALL,7969,1999,25,ESY,Y,FENGYUN 1C DEB,1999-025ESY,38513
1999-025ETB,38516,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.54,98.37,865,704,,,0,SMALL,7969,1999,25,ETB,Y,FENGYUN 1C DEB,1999-025ETB,38516
1999-025ETD,38518,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.91,99.22,776,733,,,0,SMALL,7969,1999,25,ETD,Y,FENGYUN 1C DEB,1999-025ETD,38518
1963-038R,38522,DEBRIS,TRANSIT 5B-1 DEB,US,1963-09-28,AFWTR,,102.50,90.09,925,828,,,0,SMALL,7969,1963,38,R,Y,TRANSIT 5B-1 DEB,1963-038R,38522
1964-083Q,38526,DEBRIS,TRANSIT 5E-5 DEB,US,1964-12-13,AFWTR,,97.77,89.84,685,619,,,0,SMALL,7969,1964,83,Q,Y,TRANSIT 5E-5 DEB,1964-083Q,38526
1964-083R,38527,DEBRIS,TRANSIT 5E-5 DEB,US,1964-12-13,AFWTR,,98.16,89.83,698,643,,,0,SMALL,7969,1964,83,R,Y,TRANSIT 5E-5 DEB,1964-083R,38527
2012-034B,38529,ROCKET BODY,DELTA 4 R/B,US,2012-06-29,AFETR,,1396.03,3.33,35736,34261,,,0,,7969,2012,34,B,Y,DELTA 4 R/B,2012-034B,38529
1967-048H,38530,DEBRIS,TRANSIT 16 DEB,US,1967-05-18,AFWTR,,103.40,89.65,961,878,,,0,SMALL,7969,1967,48,H,Y,TRANSIT 16 DEB,1967-048H,38530
1971-046C,38531,DEBRIS,COSMOS 422 DEB,CIS,1971-05-22,PKMTR,,104.73,74.02,993,971,,,0,SMALL,7969,1971,46,C,Y,COSMOS 422 DEB,1971-046C,38531
1977-024D,38533,DEBRIS,METEOR 1-27 DEB,CIS,1977-04-05,PKMTR,,100.69,81.24,818,765,,,0,SMALL,7969,1977,24,D,Y,METEOR 1-27 DEB,1977-024D,38533
1979-095CB,38534,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.35,81.22,841,804,,,0,SMALL,7969,1979,95,CB,Y,METEOR 2-5 DEB,1979-095CB,38534
1979-095CC,38535,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,100.67,81.20,798,782,,,0,SMALL,7969,1979,95,CC,Y,METEOR 2-5 DEB,1979-095CC,38535
1983-109E,38537,DEBRIS,METEOR 2-10 DEB,CIS,1983-10-28,PKMTR,,99.01,81.15,758,664,,,0,SMALL,7969,1983,109,E,Y,METEOR 2-10 DEB,1983-109E,38537
1988-005AV,38542,DEBRIS,METEOR 2-17 DEB,CIS,1988-01-30,PKMTR,,103.34,82.53,936,897,,,0,SMALL,7969,1988,5,AV,Y,METEOR 2-17 DEB,1988-005AV,38542
1968-014C,38549,DEBRIS,OGO 5 DEB,US,1968-03-04,AFETR,,187.85,48.96,8825,149,,,0,MEDIUM,7969,1968,14,C,Y,OGO 5 DEB,1968-014C,38549
2012-035A,38551,PAYLOAD,ECHOSTAR 17,US,2012-07-05,FRGUI,,1436.10,0.01,35795,35778,,,0,LARGE,7969,2012,35,A,Y,ECHOSTAR 17,2012-035A,38551
2012-035B,38552,PAYLOAD,METEOSAT 10 (MSG 3),EUME,2012-07-05,FRGUI,,1436.18,1.36,35795,35782,,,0,LARGE,7969,2012,35,B,Y,METEOSAT 10 (MSG 3),2012-035B,38552
2012-035C,38553,ROCKET BODY,ARIANE 5 R/B,FR,2012-07-05,FRGUI,,594.18,6.67,33820,248,,,0,LARGE,7969,2012,35,C,Y,ARIANE 5 R/B,2012-035C,38553
2012-035D,38554,DEBRIS,ARIANE 5 DEB (SYLDA),FR,2012-07-05,FRGUI,,461.07,6.11,26492,291,,,0,LARGE,7969,2012,35,D,Y,ARIANE 5 DEB (SYLDA),2012-035D,38554
2006-006CY,38558,DEBRIS,BREEZE-M DEB,CIS,2006-02-28,TTMTR,,123.85,51.09,3382,322,,,0,SMALL,7969,2006,6,CY,Y,BREEZE-M DEB,2006-006CY,38558
2008-011L,38565,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,464.22,49.06,26290,673,,,0,MEDIUM,7969,2008,11,L,Y,BREEZE-M DEB,2008-011L,38565
2008-011P,38568,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,441.36,49.55,25129,520,,,0,MEDIUM,7969,2008,11,P,Y,BREEZE-M DEB,2008-011P,38568
2008-011Q,38569,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,475.98,49.61,26717,915,,,0,MEDIUM,7969,2008,11,Q,Y,BREEZE-M DEB,2008-011Q,38569
2008-011U,38573,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,476.78,49.11,26584,1092,,,0,MEDIUM,7969,2008,11,U,Y,BREEZE-M DEB,2008-011U,38573
2008-011Y,38577,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,480.59,48.75,27318,574,,,0,MEDIUM,7969,2008,11,Y,Y,BREEZE-M DEB,2008-011Y,38577
2008-011AA,38579,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,480.82,48.68,27200,705,,,0,MEDIUM,7969,2008,11,AA,Y,BREEZE-M DEB,2008-011AA,38579
2008-011AB,38580,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,491.20,49.11,27780,708,,,0,MEDIUM,7969,2008,11,AB,Y,BREEZE-M DEB,2008-011AB,38580
2008-011AC,38581,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,365.52,49.35,20702,410,,,0,SMALL,7969,2008,11,AC,Y,BREEZE-M DEB,2008-011AC,38581
2008-011AF,38584,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,469.98,48.63,26531,761,,,0,SMALL,7969,2008,11,AF,Y,BREEZE-M DEB,2008-011AF,38584
2008-011AH,38586,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,493.16,49.57,27221,1377,,,0,MEDIUM,7969,2008,11,AH,Y,BREEZE-M DEB,2008-011AH,38586
2008-011AL,38589,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,487.16,48.50,27371,890,,,0,MEDIUM,7969,2008,11,AL,Y,BREEZE-M DEB,2008-011AL,38589
