jurisdiction_of_occurrence,mmwr_year,mmwr_week,week_ending_date,all_cause,natural_cause
Tennessee,2016,6,2016-02-13,1444.0,1327.0
Tennessee,2016,7,2016-02-20,1386.0,1280.0
Tennessee,2016,8,2016-02-27,1392.0,1273.0
Tennessee,2016,9,2016-03-05,1458.0,1334.0
Tennessee,2016,10,2016-03-12,1437.0,1324.0
Tennessee,2016,11,2016-03-19,1377.0,1265.0
Tennessee,2016,12,2016-03-26,1430.0,1315.0
Tennessee,2016,13,2016-04-02,1380.0,1270.0
Tennessee,2016,14,2016-04-09,1415.0,1284.0
Tennessee,2016,15,2016-04-16,1411.0,1301.0
Tennessee,2016,16,2016-04-23,1371.0,1241.0
Tennessee,2016,17,2016-04-30,1275.0,1158.0
Tennessee,2016,18,2016-05-07,1331.0,1196.0
Tennessee,2016,19,2016-05-14,1327.0,1176.0
Tennessee,2016,20,2016-05-21,1307.0,1195.0
Tennessee,2016,21,2016-05-28,1303.0,1180.0
Tennessee,2016,22,2016-06-04,1372.0,1236.0
Tennessee,2016,23,2016-06-11,1379.0,1247.0
Tennessee,2016,24,2016-06-18,1269.0,1138.0
Tennessee,2016,25,2016-06-25,1286.0,1163.0
Tennessee,2016,26,2016-07-02,1382.0,1245.0
Tennessee,2016,27,2016-07-09,1293.0,1150.0
Tennessee,2016,28,2016-07-16,1311.0,1162.0
Tennessee,2016,29,2016-07-23,1278.0,1133.0
Tennessee,2016,30,2016-07-30,1286.0,1150.0
Tennessee,2016,31,2016-08-06,1275.0,1161.0
Tennessee,2016,32,2016-08-13,1322.0,1201.0
Tennessee,2016,33,2016-08-20,1316.0,1170.0
Tennessee,2016,34,2016-08-27,1314.0,1199.0
Tennessee,2016,35,2016-09-03,1309.0,1200.0
Tennessee,2016,36,2016-09-10,1278.0,1153.0
Tennessee,2016,37,2016-09-17,1327.0,1215.0
Tennessee,2016,38,2016-09-24,1258.0,1137.0
Tennessee,2016,39,2016-10-01,1343.0,1231.0
Tennessee,2016,40,2016-10-08,1389.0,1255.0
Tennessee,2016,41,2016-10-15,1364.0,1235.0
Tennessee,2016,42,2016-10-22,1339.0,1222.0
Tennessee,2016,43,2016-10-29,1346.0,1236.0
Tennessee,2016,44,2016-11-05,1314.0,1188.0
Tennessee,2016,45,2016-11-12,1335.0,1219.0
Tennessee,2016,46,2016-11-19,1393.0,1245.0
Tennessee,2016,47,2016-11-26,1351.0,1220.0
Tennessee,2016,48,2016-12-03,1431.0,1309.0
Tennessee,2016,49,2016-12-10,1446.0,1310.0
Tennessee,2016,50,2016-12-17,1520.0,1382.0
Tennessee,2016,51,2016-12-24,1497.0,1375.0
Tennessee,2016,52,2016-12-31,1453.0,1331.0
Tennessee,2017,1,2017-01-07,1580.0,1441.0
Tennessee,2017,2,2017-01-14,1579.0,1443.0
Tennessee,2017,3,2017-01-21,1516.0,1388.0
Tennessee,2017,4,2017-01-28,1402.0,1269.0
Tennessee,2017,5,2017-02-04,1504.0,1386.0
Tennessee,2017,6,2017-02-11,1529.0,1381.0
Tennessee,2017,7,2017-02-18,1490.0,1368.0
Tennessee,2017,8,2017-02-25,1478.0,1373.0
Tennessee,2017,9,2017-03-04,1553.0,1417.0
Tennessee,2017,10,2017-03-11,1472.0,1336.0
Tennessee,2017,11,2017-03-18,1464.0,1342.0
Tennessee,2017,12,2017-03-25,1488.0,1357.0
Tennessee,2017,13,2017-04-01,1500.0,1349.0
Tennessee,2017,14,2017-04-08,1428.0,1285.0
Tennessee,2017,15,2017-04-15,1437.0,1289.0
Tennessee,2017,16,2017-04-22,1432.0,1306.0
Tennessee,2017,17,2017-04-29,1388.0,1259.0
Tennessee,2017,18,2017-05-06,1344.0,1209.0
Tennessee,2017,19,2017-05-13,1340.0,1213.0
Tennessee,2017,20,2017-05-20,1346.0,1210.0
Tennessee,2017,21,2017-05-27,1324.0,1196.0
Tennessee,2017,22,2017-06-03,1324.0,1203.0
Tennessee,2017,23,2017-06-10,1405.0,1259.0
Tennessee,2017,24,2017-06-17,1271.0,1159.0
Tennessee,2017,25,2017-06-24,1338.0,1213.0
Tennessee,2017,26,2017-07-01,1281.0,1163.0
Tennessee,2017,27,2017-07-08,1323.0,1189.0
Tennessee,2017,28,2017-07-15,1342.0,1212.0
Tennessee,2017,29,2017-07-22,1375.0,1225.0
Tennessee,2017,30,2017-07-29,1382.0,1234.0
Tennessee,2017,31,2017-08-05,1351.0,1208.0
Tennessee,2017,32,2017-08-12,1297.0,1153.0
Tennessee,2017,33,2017-08-19,1302.0,1175.0
Tennessee,2017,34,2017-08-26,1297.0,1176.0
Tennessee,2017,35,2017-09-02,1333.0,1199.0
Tennessee,2017,36,2017-09-09,1397.0,1277.0
Tennessee,2017,37,2017-09-16,1357.0,1225.0
Tennessee,2017,38,2017-09-23,1341.0,1220.0
Tennessee,2017,39,2017-09-30,1373.0,1231.0
Tennessee,2017,40,2017-10-07,1437.0,1291.0
Tennessee,2017,41,2017-10-14,1323.0,1186.0
Tennessee,2017,42,2017-10-21,1356.0,1251.0
Tennessee,2017,43,2017-10-28,1398.0,1271.0
Tennessee,2017,44,2017-11-04,1356.0,1246.0
Tennessee,2017,45,2017-11-11,1351.0,1226.0
Tennessee,2017,46,2017-11-18,1434.0,1305.0
Tennessee,2017,47,2017-11-25,1430.0,1305.0
Tennessee,2017,48,2017-12-02,1468.0,1322.0
Tennessee,2017,49,2017-12-09,1544.0,1401.0
Tennessee,2017,50,2017-12-16,1525.0,1405.0
Tennessee,2017,51,2017-12-23,1501.0,1365.0
Tennessee,2017,52,2017-12-30,1598.0,1433.0
Tennessee,2018,1,2018-01-06,1725.0,1599.0
Tennessee,2018,2,2018-01-13,1780.0,1621.0
Tennessee,2018,3,2018-01-20,1749.0,1622.0
Tennessee,2018,4,2018-01-27,1671.0,1538.0
Tennessee,2018,5,2018-02-03,1578.0,1458.0
Tennessee,2018,6,2018-02-10,1698.0,1561.0
Tennessee,2018,7,2018-02-17,1593.0,1452.0
Tennessee,2018,8,2018-02-24,1477.0,1343.0
Tennessee,2018,9,2018-03-03,1364.0,1255.0
Tennessee,2018,10,2018-03-10,1415.0,1287.0
Tennessee,2018,11,2018-03-17,1531.0,1372.0
Tennessee,2018,12,2018-03-24,1398.0,1278.0
Tennessee,2018,13,2018-03-31,1409.0,1287.0
Tennessee,2018,14,2018-04-07,1414.0,1276.0
Tennessee,2018,15,2018-04-14,1410.0,1285.0
Tennessee,2018,16,2018-04-21,1321.0,1206.0
Tennessee,2018,17,2018-04-28,1459.0,1329.0
Tennessee,2018,18,2018-05-05,1431.0,1299.0
Tennessee,2018,19,2018-05-12,1384.0,1246.0
Tennessee,2018,20,2018-05-19,1337.0,1202.0
Tennessee,2018,21,2018-05-26,1335.0,1190.0
Tennessee,2018,22,2018-06-02,1361.0,1233.0
Tennessee,2018,23,2018-06-09,1359.0,1217.0
Tennessee,2018,24,2018-06-16,1342.0,1210.0
Tennessee,2018,25,2018-06-23,1406.0,1283.0
Tennessee,2018,26,2018-06-30,1282.0,1147.0
Tennessee,2018,27,2018-07-07,1411.0,1254.0
Tennessee,2018,28,2018-07-14,1413.0,1268.0
Tennessee,2018,29,2018-07-21,1339.0,1202.0
Tennessee,2018,30,2018-07-28,1358.0,1215.0
Tennessee,2018,31,2018-08-04,1426.0,1299.0
Tennessee,2018,32,2018-08-11,1354.0,1202.0
Tennessee,2018,33,2018-08-18,1250.0,1131.0
Tennessee,2018,34,2018-08-25,1366.0,1239.0
Tennessee,2018,35,2018-09-01,1334.0,1211.0
Tennessee,2018,36,2018-09-08,1349.0,1212.0
Tennessee,2018,37,2018-09-15,1411.0,1281.0
Tennessee,2018,38,2018-09-22,1313.0,1186.0
Tennessee,2018,39,2018-09-29,1331.0,1188.0
Tennessee,2018,40,2018-10-06,1296.0,1178.0
Tennessee,2018,41,2018-10-13,1372.0,1228.0
Tennessee,2018,42,2018-10-20,1328.0,1212.0
Tennessee,2018,43,2018-10-27,1430.0,1295.0
Tennessee,2018,44,2018-11-03,1388.0,1265.0
Tennessee,2018,45,2018-11-10,1422.0,1287.0
Tennessee,2018,46,2018-11-17,1463.0,1338.0
Tennessee,2018,47,2018-11-24,1521.0,1392.0
Tennessee,2018,48,2018-12-01,1485.0,1343.0
Tennessee,2018,49,2018-12-08,1458.0,1314.0
Tennessee,2018,50,2018-12-15,1584.0,1444.0
Tennessee,2018,51,2018-12-22,1485.0,1356.0
Tennessee,2018,52,2018-12-29,1458.0,1344.0
Tennessee,2019,1,2019-01-05,1574.0,1431.0
Tennessee,2019,2,2019-01-12,1488.0,1359.0
Tennessee,2019,3,2019-01-19,1485.0,1356.0
Tennessee,2019,4,2019-01-26,1478.0,1320.0
Tennessee,2019,5,2019-02-02,1488.0,1368.0
Tennessee,2019,6,2019-02-09,1544.0,1410.0
Tennessee,2019,7,2019-02-16,1545.0,1435.0
Tennessee,2019,8,2019-02-23,1540.0,1432.0
Tennessee,2019,9,2019-03-02,1498.0,1354.0
Tennessee,2019,10,2019-03-09,1479.0,1348.0
Tennessee,2019,11,2019-03-16,1447.0,1317.0
Tennessee,2019,12,2019-03-23,1471.0,1354.0
Tennessee,2019,13,2019-03-30,1478.0,1336.0
Tennessee,2019,14,2019-04-06,1561.0,1405.0
Tennessee,2019,15,2019-04-13,1493.0,1344.0
Tennessee,2019,16,2019-04-20,1456.0,1313.0
Tennessee,2019,17,2019-04-27,1515.0,1379.0
Tennessee,2019,18,2019-05-04,1402.0,1269.0
Tennessee,2019,19,2019-05-11,1414.0,1276.0
Tennessee,2019,20,2019-05-18,1441.0,1288.0
Tennessee,2019,21,2019-05-25,1485.0,1337.0
Tennessee,2019,22,2019-06-01,1461.0,1308.0
Tennessee,2019,23,2019-06-08,1445.0,1289.0
Tennessee,2019,24,2019-06-15,1418.0,1255.0
Tennessee,2019,25,2019-06-22,1367.0,1227.0
Tennessee,2019,26,2019-06-29,1405.0,1265.0
Tennessee,2019,27,2019-07-06,1450.0,1287.0
Tennessee,2019,28,2019-07-13,1314.0,1162.0
Tennessee,2019,29,2019-07-20,1347.0,1193.0
Tennessee,2019,30,2019-07-27,1347.0,1208.0
Tennessee,2019,31,2019-08-03,1386.0,1245.0
Tennessee,2019,32,2019-08-10,1369.0,1230.0
Tennessee,2019,33,2019-08-17,1344.0,1208.0
Tennessee,2019,34,2019-08-24,1387.0,1253.0
Tennessee,2019,35,2019-08-31,1376.0,1228.0
Tennessee,2019,36,2019-09-07,1369.0,1203.0
Tennessee,2019,37,2019-09-14,1408.0,1262.0
Tennessee,2019,38,2019-09-21,1392.0,1243.0
Tennessee,2019,39,2019-09-28,1389.0,1252.0
Tennessee,2019,40,2019-10-05,1387.0,1210.0
Tennessee,2019,41,2019-10-12,1366.0,1204.0
Tennessee,2019,42,2019-10-19,1439.0,1294.0
Tennessee,2019,43,2019-10-26,1523.0,1386.0
Tennessee,2019,44,2019-11-02,1370.0,1236.0
Tennessee,2019,45,2019-11-09,1480.0,1331.0
Tennessee,2019,46,2019-11-16,1471.0,1317.0
Tennessee,2019,47,2019-11-23,1497.0,1368.0
Tennessee,2019,48,2019-11-30,1460.0,1312.0
Tennessee,2019,49,2019-12-07,1572.0,1442.0
Tennessee,2019,50,2019-12-14,1549.0,1388.0
Tennessee,2019,51,2019-12-21,1513.0,1377.0
Tennessee,2019,52,2019-12-28,1625.0,1469.0
Texas,2014,1,2014-01-04,4170.0,3860.0
Texas,2014,2,2014-01-11,4217.0,3901.0
Texas,2014,3,2014-01-18,4077.0,3811.0
Texas,2014,4,2014-01-25,3936.0,3664.0
Texas,2014,5,2014-02-01,3921.0,3643.0
Texas,2014,6,2014-02-08,3859.0,3596.0
Texas,2014,7,2014-02-15,3875.0,3621.0
Texas,2014,8,2014-02-22,3724.0,3408.0
Texas,2014,9,2014-03-01,3728.0,3429.0
Texas,2014,10,2014-03-08,3802.0,3524.0
Texas,2014,11,2014-03-15,3754.0,3481.0
Texas,2014,12,2014-03-22,3621.0,3341.0
Texas,2014,13,2014-03-29,3591.0,3322.0
Texas,2014,14,2014-04-05,3586.0,3316.0
Texas,2014,15,2014-04-12,3491.0,3225.0
Texas,2014,16,2014-04-19,3452.0,3166.0
Texas,2014,17,2014-04-26,3472.0,3170.0
Texas,2014,18,2014-05-03,3487.0,3214.0
Texas,2014,19,2014-05-10,3532.0,3239.0
Texas,2014,20,2014-05-17,3504.0,3219.0
Texas,2014,21,2014-05-24,3427.0,3143.0
Texas,2014,22,2014-05-31,3279.0,3009.0
Texas,2014,23,2014-06-07,3436.0,3122.0
Texas,2014,24,2014-06-14,3335.0,3021.0
Texas,2014,25,2014-06-21,3363.0,3056.0
Texas,2014,26,2014-06-28,3377.0,3101.0
Texas,2014,27,2014-07-05,3399.0,3097.0
Texas,2014,28,2014-07-12,3253.0,2980.0
Texas,2014,29,2014-07-19,3299.0,3033.0
Texas,2014,30,2014-07-26,3291.0,3022.0
Texas,2014,31,2014-08-02,3329.0,3035.0
Texas,2014,32,2014-08-09,3346.0,3066.0
Texas,2014,33,2014-08-16,3336.0,3033.0
Texas,2014,34,2014-08-23,3255.0,2952.0
Texas,2014,35,2014-08-30,3326.0,3036.0
Texas,2014,36,2014-09-06,3332.0,3027.0
Texas,2014,37,2014-09-13,3369.0,3094.0
Texas,2014,38,2014-09-20,3350.0,3091.0
Texas,2014,39,2014-09-27,3339.0,3029.0
Texas,2014,40,2014-10-04,3367.0,3104.0
Texas,2014,41,2014-10-11,3394.0,3086.0
Texas,2014,42,2014-10-18,3353.0,3105.0
Texas,2014,43,2014-10-25,3504.0,3197.0
Texas,2014,44,2014-11-01,3381.0,3099.0
Texas,2014,45,2014-11-08,3522.0,3243.0
Texas,2014,46,2014-11-15,3519.0,3216.0
Texas,2014,47,2014-11-22,3835.0,3532.0
Texas,2014,48,2014-11-29,3762.0,3447.0
Texas,2014,49,2014-12-06,3887.0,3580.0
Texas,2014,50,2014-12-13,3831.0,3527.0
Texas,2014,51,2014-12-20,3782.0,3500.0
Texas,2014,52,2014-12-27,3942.0,3669.0
Texas,2014,53,2015-01-03,4223.0,3936.0
Texas,2015,1,2015-01-10,4439.0,4133.0
Texas,2015,2,2015-01-17,4439.0,4130.0
Texas,2015,3,2015-01-24,4276.0,3967.0
Texas,2015,4,2015-01-31,4048.0,3786.0
Texas,2015,5,2015-02-07,3998.0,3694.0
Texas,2015,6,2015-02-14,3944.0,3668.0
Texas,2015,7,2015-02-21,3850.0,3583.0
Texas,2015,8,2015-02-28,3935.0,3631.0
Texas,2015,9,2015-03-07,3969.0,3680.0
Texas,2015,10,2015-03-14,3931.0,3641.0
Texas,2015,11,2015-03-21,3928.0,3627.0
Texas,2015,12,2015-03-28,3767.0,3521.0
Texas,2015,13,2015-04-04,3706.0,3390.0
Texas,2015,14,2015-04-11,3676.0,3412.0
Texas,2015,15,2015-04-18,3720.0,3432.0
Texas,2015,16,2015-04-25,3606.0,3333.0
Texas,2015,17,2015-05-02,3649.0,3344.0
Texas,2015,18,2015-05-09,3706.0,3403.0
Texas,2015,19,2015-05-16,3552.0,3234.0
Texas,2015,20,2015-05-23,3523.0,3198.0
Texas,2015,21,2015-05-30,3587.0,3278.0
Texas,2015,22,2015-06-06,3606.0,3291.0
Texas,2015,23,2015-06-13,3561.0,3265.0
Texas,2015,24,2015-06-20,3465.0,3168.0
Texas,2015,25,2015-06-27,3423.0,3107.0
Texas,2015,26,2015-07-04,3459.0,3157.0
Texas,2015,27,2015-07-11,3500.0,3157.0
Texas,2015,28,2015-07-18,3567.0,3227.0
Texas,2015,29,2015-07-25,3504.0,3158.0
Texas,2015,30,2015-08-01,3434.0,3104.0
Texas,2015,31,2015-08-08,3543.0,3195.0
Texas,2015,32,2015-08-15,3394.0,3090.0
Texas,2015,33,2015-08-22,3409.0,3136.0
Texas,2015,34,2015-08-29,3384.0,3109.0
Texas,2015,35,2015-09-05,3410.0,3126.0
Texas,2015,36,2015-09-12,3352.0,3092.0
Texas,2015,37,2015-09-19,3446.0,3189.0
Texas,2015,38,2015-09-26,3453.0,3140.0
Texas,2015,39,2015-10-03,3447.0,3146.0
Texas,2015,40,2015-10-10,3539.0,3220.0
Texas,2015,41,2015-10-17,3430.0,3107.0
Texas,2015,42,2015-10-24,3543.0,3252.0
Texas,2015,43,2015-10-31,3451.0,3164.0
Texas,2015,44,2015-11-07,3581.0,3278.0
Texas,2015,45,2015-11-14,3549.0,3287.0
Texas,2015,46,2015-11-21,3748.0,3423.0
Texas,2015,47,2015-11-28,3594.0,3324.0
Texas,2015,48,2015-12-05,3649.0,3353.0
Texas,2015,49,2015-12-12,3953.0,3630.0
Texas,2015,50,2015-12-19,3836.0,3552.0
Texas,2015,51,2015-12-26,3922.0,3614.0
Texas,2015,52,2016-01-02,3722.0,3457.0
Texas,2016,1,2016-01-09,4053.0,3747.0
Texas,2016,2,2016-01-16,3820.0,3525.0
Texas,2016,3,2016-01-23,3823.0,3543.0
Texas,2016,4,2016-01-30,3837.0,3565.0
Texas,2016,5,2016-02-06,3877.0,3571.0
Texas,2016,6,2016-02-13,4028.0,3686.0
Texas,2016,7,2016-02-20,3965.0,3646.0
Texas,2016,8,2016-02-27,3834.0,3548.0
Texas,2016,9,2016-03-05,3934.0,3628.0
Texas,2016,10,2016-03-12,3835.0,3547.0
Texas,2016,11,2016-03-19,3769.0,3446.0
Texas,2016,12,2016-03-26,3832.0,3512.0
Texas,2016,13,2016-04-02,3845.0,3530.0
Texas,2016,14,2016-04-09,3826.0,3505.0
Texas,2016,15,2016-04-16,3701.0,3395.0
Texas,2016,16,2016-04-23,3675.0,3378.0
Texas,2016,17,2016-04-30,3702.0,3385.0
Texas,2016,18,2016-05-07,3649.0,3313.0
Texas,2016,19,2016-05-14,3634.0,3270.0
Texas,2016,20,2016-05-21,3637.0,3356.0
Texas,2016,21,2016-05-28,3684.0,3357.0
Texas,2016,22,2016-06-04,3492.0,3203.0
Texas,2016,23,2016-06-11,3692.0,3396.0
Texas,2016,24,2016-06-18,3702.0,3341.0
Texas,2016,25,2016-06-25,3614.0,3304.0
Texas,2016,26,2016-07-02,3572.0,3241.0
Texas,2016,27,2016-07-09,3596.0,3240.0
Texas,2016,28,2016-07-16,3508.0,3174.0
Texas,2016,29,2016-07-23,3524.0,3227.0
Texas,2016,30,2016-07-30,3651.0,3295.0
Texas,2016,31,2016-08-06,3522.0,3177.0
Texas,2016,32,2016-08-13,3541.0,3231.0
Texas,2016,33,2016-08-20,3571.0,3257.0
Texas,2016,34,2016-08-27,3586.0,3278.0
Texas,2016,35,2016-09-03,3624.0,3298.0
Texas,2016,36,2016-09-10,3604.0,3279.0
Texas,2016,37,2016-09-17,3599.0,3287.0
Texas,2016,38,2016-09-24,3507.0,3186.0
Texas,2016,39,2016-10-01,3414.0,3135.0
Texas,2016,40,2016-10-08,3609.0,3330.0
Texas,2016,41,2016-10-15,3628.0,3338.0
Texas,2016,42,2016-10-22,3572.0,3260.0
Texas,2016,43,2016-10-29,3706.0,3364.0
Texas,2016,44,2016-11-05,3662.0,3356.0
Texas,2016,45,2016-11-12,3705.0,3436.0
Texas,2016,46,2016-11-19,3716.0,3427.0
Texas,2016,47,2016-11-26,3722.0,3406.0
Texas,2016,48,2016-12-03,3826.0,3502.0
Texas,2016,49,2016-12-10,3729.0,3419.0
Texas,2016,50,2016-12-17,3912.0,3611.0
Texas,2016,51,2016-12-24,4071.0,3764.0
Texas,2016,52,2016-12-31,3998.0,3680.0
Texas,2017,1,2017-01-07,4018.0,3710.0
Texas,2017,2,2017-01-14,4281.0,3956.0
Texas,2017,3,2017-01-21,4051.0,3759.0
Texas,2017,4,2017-01-28,4055.0,3739.0
Texas,2017,5,2017-02-04,4079.0,3777.0
Texas,2017,6,2017-02-11,4181.0,3856.0
Texas,2017,7,2017-02-18,4106.0,3816.0
Texas,2017,8,2017-02-25,4152.0,3871.0
Texas,2017,9,2017-03-04,4079.0,3744.0
Texas,2017,10,2017-03-11,4152.0,3832.0
Texas,2017,11,2017-03-18,3948.0,3624.0
Texas,2017,12,2017-03-25,3929.0,3605.0
Texas,2017,13,2017-04-01,3946.0,3608.0
Texas,2017,14,2017-04-08,3760.0,3458.0
Texas,2017,15,2017-04-15,3740.0,3453.0
Texas,2017,16,2017-04-22,3686.0,3355.0
Texas,2017,17,2017-04-29,3797.0,3477.0
Texas,2017,18,2017-05-06,3722.0,3394.0
Texas,2017,19,2017-05-13,3710.0,3404.0
Texas,2017,20,2017-05-20,3744.0,3434.0
Texas,2017,21,2017-05-27,3616.0,3308.0
Texas,2017,22,2017-06-03,3644.0,3319.0
Texas,2017,23,2017-06-10,3592.0,3257.0
Texas,2017,24,2017-06-17,3679.0,3354.0
Texas,2017,25,2017-06-24,3699.0,3379.0
Texas,2017,26,2017-07-01,3595.0,3287.0
Texas,2017,27,2017-07-08,3678.0,3312.0
Texas,2017,28,2017-07-15,3391.0,3081.0
Texas,2017,29,2017-07-22,3502.0,3170.0
Texas,2017,30,2017-07-29,3634.0,3281.0
Texas,2017,31,2017-08-05,3664.0,3300.0
Texas,2017,32,2017-08-12,3600.0,3283.0
Texas,2017,33,2017-08-19,3504.0,3174.0
Texas,2017,34,2017-08-26,3646.0,3324.0
Texas,2017,35,2017-09-02,3621.0,3283.0
Texas,2017,36,2017-09-09,3658.0,3325.0
Texas,2017,37,2017-09-16,3677.0,3363.0
Texas,2017,38,2017-09-23,3612.0,3299.0
Texas,2017,39,2017-09-30,3620.0,3307.0
Texas,2017,40,2017-10-07,3764.0,3435.0
Texas,2017,41,2017-10-14,3810.0,3502.0
Texas,2017,42,2017-10-21,3801.0,3470.0
Texas,2017,43,2017-10-28,3863.0,3550.0
Texas,2017,44,2017-11-04,4000.0,3661.0
Texas,2017,45,2017-11-11,3857.0,3497.0
Texas,2017,46,2017-11-18,3820.0,3493.0
Texas,2017,47,2017-11-25,3892.0,3562.0
Texas,2017,48,2017-12-02,3977.0,3656.0
Texas,2017,49,2017-12-09,3977.0,3649.0
Texas,2017,50,2017-12-16,4097.0,3792.0
Texas,2017,51,2017-12-23,4602.0,4248.0
Texas,2017,52,2017-12-30,4397.0,4102.0
Texas,2018,1,2018-01-06,5053.0,4716.0
Texas,2018,2,2018-01-13,5077.0,4710.0
Texas,2018,3,2018-01-20,4972.0,4659.0
Texas,2018,4,2018-01-27,4698.0,4350.0
Texas,2018,5,2018-02-03,4552.0,4207.0
Texas,2018,6,2018-02-10,4447.0,4093.0
Texas,2018,7,2018-02-17,4355.0,4054.0
Texas,2018,8,2018-02-24,4127.0,3786.0
Texas,2018,9,2018-03-03,4136.0,3814.0
Texas,2018,10,2018-03-10,4126.0,3810.0
Texas,2018,11,2018-03-17,3945.0,3634.0
Texas,2018,12,2018-03-24,3860.0,3544.0
Texas,2018,13,2018-03-31,3765.0,3445.0
Texas,2018,14,2018-04-07,3755.0,3423.0
Texas,2018,15,2018-04-14,3866.0,3571.0
Texas,2018,16,2018-04-21,3810.0,3481.0
Texas,2018,17,2018-04-28,3747.0,3424.0
Texas,2018,18,2018-05-05,3821.0,3480.0
Texas,2018,19,2018-05-12,3706.0,3390.0
Texas,2018,20,2018-05-19,3739.0,3407.0
Texas,2018,21,2018-05-26,3598.0,3272.0
Texas,2018,22,2018-06-02,3721.0,3380.0
Texas,2018,23,2018-06-09,3723.0,3345.0
Texas,2018,24,2018-06-16,3657.0,3337.0
Texas,2018,25,2018-06-23,3599.0,3279.0
Texas,2018,26,2018-06-30,3686.0,3331.0
Texas,2018,27,2018-07-07,3461.0,3146.0
Texas,2018,28,2018-07-14,3666.0,3349.0
Texas,2018,29,2018-07-21,3680.0,3349.0
Texas,2018,30,2018-07-28,3657.0,3296.0
Texas,2018,31,2018-08-04,3699.0,3344.0
Texas,2018,32,2018-08-11,3623.0,3271.0
Texas,2018,33,2018-08-18,3706.0,3364.0
Texas,2018,34,2018-08-25,3792.0,3496.0
Texas,2018,35,2018-09-01,3561.0,3248.0
Texas,2018,36,2018-09-08,3544.0,3224.0
Texas,2018,37,2018-09-15,3633.0,3305.0
Texas,2018,38,2018-09-22,3662.0,3367.0
Texas,2018,39,2018-09-29,3598.0,3297.0
Texas,2018,40,2018-10-06,3731.0,3393.0
Texas,2018,41,2018-10-13,3687.0,3382.0
Texas,2018,42,2018-10-20,3716.0,3425.0
Texas,2018,43,2018-10-27,3765.0,3485.0
Texas,2018,44,2018-11-03,3776.0,3458.0
Texas,2018,45,2018-11-10,3888.0,3559.0
Texas,2018,46,2018-11-17,3988.0,3681.0
Texas,2018,47,2018-11-24,3995.0,3699.0
Texas,2018,48,2018-12-01,4007.0,3688.0
Texas,2018,49,2018-12-08,4003.0,3713.0
Texas,2018,50,2018-12-15,4071.0,3806.0
Texas,2018,51,2018-12-22,4194.0,3887.0
Texas,2018,52,2018-12-29,4137.0,3828.0
Texas,2019,1,2019-01-05,4270.0,3959.0
Texas,2019,2,2019-01-12,4277.0,3957.0
Texas,2019,3,2019-01-19,4160.0,3875.0
Texas,2019,4,2019-01-26,4089.0,3746.0
Texas,2019,5,2019-02-02,4185.0,3885.0
Texas,2019,6,2019-02-09,4123.0,3821.0
Texas,2019,7,2019-02-16,4189.0,3813.0
Texas,2019,8,2019-02-23,4119.0,3776.0
Texas,2019,9,2019-03-02,3998.0,3678.0
Texas,2019,10,2019-03-09,4264.0,3920.0
Texas,2019,11,2019-03-16,4191.0,3843.0
Texas,2019,12,2019-03-23,4178.0,3857.0
Texas,2019,13,2019-03-30,3954.0,3621.0
Texas,2019,14,2019-04-06,3901.0,3578.0
Texas,2019,15,2019-04-13,3959.0,3619.0
Texas,2019,16,2019-04-20,3909.0,3587.0
Texas,2019,17,2019-04-27,3826.0,3474.0
Texas,2019,18,2019-05-04,3829.0,3478.0
Texas,2019,19,2019-05-11,3739.0,3434.0
Texas,2019,20,2019-05-18,3766.0,3427.0
Texas,2019,21,2019-05-25,3790.0,3450.0
Texas,2019,22,2019-06-01,3803.0,3423.0
Texas,2019,23,2019-06-08,3909.0,3519.0
Texas,2019,24,2019-06-15,3686.0,3368.0
Texas,2019,25,2019-06-22,3786.0,3449.0
Texas,2019,26,2019-06-29,3727.0,3358.0
Texas,2019,27,2019-07-06,3834.0,3455.0
Texas,2019,28,2019-07-13,3779.0,3438.0
Texas,2019,29,2019-07-20,3666.0,3309.0
Texas,2019,30,2019-07-27,3684.0,3340.0
Texas,2019,31,2019-08-03,3826.0,3451.0
Texas,2019,32,2019-08-10,3787.0,3404.0
Texas,2019,33,2019-08-17,3732.0,3367.0
Texas,2019,34,2019-08-24,3692.0,3345.0
Texas,2019,35,2019-08-31,3682.0,3343.0
Texas,2019,36,2019-09-07,3775.0,3422.0
Texas,2019,37,2019-09-14,3733.0,3388.0
Texas,2019,38,2019-09-21,3557.0,3251.0
Texas,2019,39,2019-09-28,3791.0,3436.0
Texas,2019,40,2019-10-05,3844.0,3480.0
Texas,2019,41,2019-10-12,3861.0,3523.0
Texas,2019,42,2019-10-19,3944.0,3634.0
Texas,2019,43,2019-10-26,3916.0,3587.0
Texas,2019,44,2019-11-02,4018.0,3666.0
Texas,2019,45,2019-11-09,4049.0,3689.0
Texas,2019,46,2019-11-16,4027.0,3699.0
Texas,2019,47,2019-11-23,4215.0,3843.0
Texas,2019,48,2019-11-30,4112.0,3803.0
Texas,2019,49,2019-12-07,4077.0,3713.0
Texas,2019,50,2019-12-14,4289.0,3937.0
Texas,2019,51,2019-12-21,4271.0,3934.0
Texas,2019,52,2019-12-28,4319.0,3953.0
Utah,2014,1,2014-01-04,378.0,332.0
Utah,2014,2,2014-01-11,330.0,308.0
Utah,2014,3,2014-01-18,367.0,326.0
Utah,2014,4,2014-01-25,383.0,358.0
Utah,2014,5,2014-02-01,340.0,305.0
