name,kind,group,coat_color,mane_color,eye_color,first_appearance,first_season,coat_hex,mane_hex,eye_hex
Coloratura's LyricistS05E24 Unnamed Earth Stallion #2,earth,stallion,"hsl(48, 79%, 77%)","hsl(239, 50%, 41%)","hsl(179, 77%, 69%)",5240448,False,D4E981,406F72,39A1C0
Coloratura's BreakdancerS05E24 Unnamed Earth Stallion #3,earth,stallion,"hsl(297, 52%, 76%)","hsl(27, 28%, 14%)","hsl(28, 58%, 43%)",5240448,False,F1EFA7,F6D284,248EA3
Coloratura's ChoreographerS05E24 Unnamed Earth Stallion #4,earth,stallion,"hsl(102, 76%, 82%)","hsl(319, 53%, 37%)","hsl(276, 28%, 73%)",5240449,False,88A9D7,AD97AF,68CE46
Coloratura's Hype PonyS05E24 Unnamed Earth Stallion #5,earth,stallion,"hsl(33, 80%, 71%)","hsl(182, 46%, 34%)","hsl(169, 37%, 48%)",5240449,False,A2A1BF,8EBCCC,64C94F
Coloratura's RockerS05E24 Unnamed Earth Stallion #6,earth,stallion,"hsl(345, 32%, 70%)","hsl(340, 50%, 53%)","hsl(328, 17%, 48%)",5240817,False,B8D779,904767,3791A9
S05E25 Unnamed Earth Stallion #1,earth,stallion,"hsl(292, 22%, 59%)","hsl(304, 40%, 41%)","hsl(31, 39%, 60%)",5251432,False,BF805F,F9DE95,C96645
S05E26 Unnamed Earth Stallion #1,earth,stallion,"hsl(42, 92%, 66%)","hsl(229, 29%, 49%)","hsl(192, 27%, 49%)",5260325,False,EDD35E,3D4F85,E1BD5B
S06E03 Unnamed Earth Stallion #3,earth,stallion,"hsl(160, 21%, 57%)","hsl(162, 31%, 89%)","hsl(290, 54%, 48%)",6030230,False,CAE7A2,5FB9A0,36BAB8
S06E03 Unnamed Earth Stallion #4,earth,stallion,"hsl(330, 37%, 60%)","hsl(334, 48%, 25%)","hsl(345, 44%, 40%)",6030230,False,EA9648,EB6075,B98C2D
S06E04 Unnamed Earth Stallion #4,earth,stallion,"hsl(38, 58%, 73%)","hsl(335, 43%, 44%)","hsl(109, 52%, 51%)",6041744,False,74ADC3,616090,7BD0DB
S06E08 Unnamed Earth Stallion #2,earth,stallion,"hsl(162, 37%, 52%)","hsl(197, 43%, 30%)","hsl(107, 49%, 51%)",6080128,False,9F84A4,303030,5CC93B
S06E08 Unnamed Earth Stallion #3,earth,stallion,"hsl(230, 24%, 57%)","hsl(41, 64%, 67%)","hsl(156, 66%, 69%)",6080334,False,F5F6E4,FEFEFB,157474
S06E08 Unnamed Earth Stallion #4,earth,stallion,"hsl(45, 31%, 60%)","hsl(267, 24%, 27%)","hsl(225, 85%, 71%)",6080338,False,7AC7B5,383D47,81D2E9
S06E08 Unnamed Earth Stallion #5,earth,stallion,"hsl(30, 51%, 65%)","hsl(20, 45%, 42%)",,6080408,False,E7EE87,EBAE4C,8ED9EB
S06E08 Unnamed Earth Stallion #6,earth,stallion,"hsl(203, 37%, 51%)","hsl(135, 50%, 95%)",,6080408,False,C3C8D0,436189,668CFF
S06E08 Unnamed Earth Stallion #7,earth,stallion,"hsl(353, 61%, 66%)","hsl(48, 85%, 84%)","hsl(327, 30%, 44%)",6080408,False,F0EDA3,7A523E,A65407
S06E09 Unnamed Earth Stallion #3,earth,stallion,,,,6091906,False,B7BAC3,E6DDCB,D449A1
S06E10 Unnamed Earth Stallion #1,earth,stallion,"hsl(272, 31%, 57%)","hsl(174, 41%, 75%)","hsl(167, 35%, 55%)",6100725,False,FCFDFD,6070D7,C7A638
S06E13 Unnamed Earth Stallion #1,earth,stallion,"hsl(60, 44%, 86%)","hsl(84, 4%, 26%)","hsl(93, 43%, 46%)",6130114,False,9B93BE,8FEF57,FFFFFF
S06E13 Unnamed Earth Stallion #2,earth,stallion,"hsl(160, 42%, 72%)","hsl(227, 30%, 55%)","hsl(212, 89%, 76%)",6130114,False,F7D273,CE4653,94D8E0
S06E13 Unnamed Earth Stallion #5,earth,stallion,"hsl(201, 25%, 57%)","hsl(180, 6%, 30%)","hsl(219, 52%, 65%)",6130114,False,EEEDA0,D35A45,7AD6D3
S06E13 Unnamed Earth Stallion #8,earth,stallion,"hsl(171, 17%, 47%)","hsl(240, 22%, 25%)","hsl(51, 43%, 60%)",6130155,False,C6C8D7,F9F9AE,AA4699
S06E13 Unnamed Earth Stallion #9,earth,stallion,"hsl(214, 23%, 61%)","hsl(46, 89%, 72%)","hsl(220, 53%, 30%)",6130155,False,F1CA5F,EFF58A,FFFFFF
SalesponyS06E13 Unnamed Earth Stallion #10,earth,stallion,"hsl(200, 24%, 93%)","hsl(210, 35%, 39%)","hsl(216, 89%, 72%)",6130200,False,F2EDA6,312F32,8662A7
Concierge PonyS06E13 Unnamed Earth Stallion #11,earth,stallion,"hsl(42, 83%, 65%)","hsl(2, 56%, 44%)","hsl(198, 84%, 80%)",6130535,False,FBF8B1,406187,FCDA73
S06E13 Unnamed Earth Stallion #12,earth,stallion,"hsl(22, 70%, 64%)","hsl(216, 31%, 44%)","hsl(216, 51%, 72%)",6130535,False,B6DC56,AC3E47,909669
S06E17 Unnamed Earth Stallion #1,earth,stallion,"hsl(172, 21%, 57%)","hsl(182, 26%, 25%)","hsl(214, 67%, 67%)",6171326,False,4EB794,B12F40,FFFFFF
S06E17 Unnamed Earth Stallion #2,earth,stallion,"hsl(264, 28%, 81%)","hsl(200, 50%, 68%)","hsl(276, 37%, 37%)",6171329,False,CBC7CC,FFFBA8,FFFFFF
S06E17 Unnamed Earth Stallion #3,earth,stallion,"hsl(178, 49%, 89%)","hsl(200, 32%, 60%)","hsl(222, 41%, 58%)",6171329,False,8596B7,2F988E,41A0AA
S06E17 Unnamed Earth Stallion #4,earth,stallion,"hsl(21, 34%, 54%)","hsl(262, 9%, 75%)","hsl(241, 34%, 35%)",6171330,False,E0CC76,AE4755,ED961D
S06E17 Unnamed Earth Stallion #5,earth,stallion,"hsl(120, 22%, 90%)","hsl(38, 33%, 18%)","hsl(178, 36%, 70%)",6171349,False,DFAA6D,DFA143,6A90D2
S06E17 Unnamed Earth Stallion #6,earth,stallion,"hsl(285, 24%, 49%)","hsl(11, 16%, 19%)","hsl(293, 51%, 24%)",6171349,False,C4B37E,9E3024,FFFFFF
S06E17 Unnamed Earth Stallion #7,earth,stallion,"hsl(29, 25%, 55%)","hsl(23, 34%, 33%)","hsl(89, 51%, 61%)",6171349,False,B5F386,D9C368,96BEDE
S06E17 Unnamed Earth Stallion #8,earth,stallion,"hsl(68, 58%, 88%)","hsl(333, 25%, 33%)","hsl(78, 33%, 53%)",6171404,False,FFF9DB,4E4875,B13E93
S06E18 Unnamed Earth Stallion #1,earth,stallion,"hsl(72, 70%, 71%)","hsl(181, 61%, 32%)","hsl(179, 31%, 55%)",6181256,False,A19DBE,8D4D11,80BDFF
Student 4S06E20 Unnamed Earth Stallion #1,earth,stallion,"hsl(58, 73%, 80%)","hsl(118, 75%, 68%)","hsl(202, 47%, 49%)",6200043,False,DFBD68,B9A15F,CC8C5C
S06E20 Unnamed Earth Stallion #2,earth,stallion,"hsl(215, 50%, 69%)","hsl(51, 67%, 90%)","hsl(52, 48%, 55%)",6200043,False,D86F74,4B5F8B,C978A7
Tacky ResortgoerS06E20 Unnamed Earth Stallion #5,earth,stallion,"hsl(242, 19%, 69%)","hsl(23, 44%, 36%)","hsl(44, 70%, 42%)",6200043,False,A2E2C5,C5651B,78E3D5
Barker/Carnival BarkerS06E20 Unnamed Earth Stallion #8,earth,stallion,"hsl(80, 54%, 66%)","hsl(184, 28%, 35%)","hsl(13, 70%, 41%)",6200154,False,23B388,B4E6F4,B0CED4
S06E22 Unnamed Earth Stallion #1,earth,stallion,"hsl(21, 43%, 56%)","hsl(41, 86%, 74%)","hsl(76, 49%, 65%)",6220417,False,457E87,F5F7A1,76A7A3
S06E22 Unnamed Earth Stallion #2,earth,stallion,"hsl(49, 80%, 65%)","hsl(295, 13%, 64%)","hsl(202, 83%, 77%)",6220901,False,CDCBCC,38C4E0,59C592
S06E22 Unnamed Earth Stallion #3,earth,stallion,"hsl(85, 59%, 77%)","hsl(196, 38%, 68%)","hsl(184, 14%, 45%)",6220901,False,90B4EA,F48A93,FFF38A
S06E22 Unnamed Earth Stallion #4,earth,stallion,"hsl(29, 79%, 60%)","hsl(333, 34%, 42%)","hsl(271, 41%, 46%)",6220901,False,DDD4C5,E3F2E6,39C6F9
S06E22 Unnamed Earth Stallion #5,earth,stallion,"hsl(197, 40%, 61%)","hsl(44, 89%, 78%)","hsl(281, 33%, 68%)",6220901,False,E198BD,F6E9F3,DAA8DC
S06E22 Unnamed Earth Stallion #6,earth,stallion,"hsl(291, 15%, 58%)","hsl(225, 37%, 38%)","hsl(188, 85%, 82%)",6220901,False,B48CD4,C6B462,9C4944
S06E22 Unnamed Earth Stallion #7,earth,stallion,"hsl(63, 51%, 93%)","hsl(163, 39%, 55%)","hsl(166, 42%, 54%)",6220901,False,C8DEE5,699FBA,5B45C9
S06E22 Unnamed Earth Stallion #8,earth,stallion,"hsl(166, 41%, 63%)","hsl(351, 78%, 65%)","hsl(285, 34%, 59%)",6220901,False,BBB4E9,7D5E1C,624FBA
S06E22 Unnamed Earth Stallion #9,earth,stallion,"hsl(64, 75%, 73%)","hsl(242, 20%, 47%)","hsl(285, 35%, 65%)",6220927,False,AD75AE,D37836,B3E55D
S06E22 Unnamed Earth Stallion #10,earth,stallion,"hsl(217, 12%, 79%)","hsl(0, 0%, 19%)","hsl(207, 83%, 75%)",6220930,False,FBFCE8,E8DEAB,406691
S06E22 Unnamed Earth Stallion #11,earth,stallion,"hsl(58, 72%, 79%)","hsl(60, 43%, 99%)","hsl(175, 36%, 64%)",6220932,False,D59876,9493B4,8F57CB
S06E23 Unnamed Earth Stallion #1,earth,stallion,"hsl(225, 9%, 74%)","hsl(220, 12%, 25%)","hsl(201, 89%, 76%)",6230001,False,F8ED87,DBFFEF,7FA0FA
S06E23 Unnamed Earth Stallion #2,earth,stallion,"hsl(180, 33%, 99%)","hsl(37, 80%, 61%)","hsl(200, 45%, 71%)",6231741,False,BEE2FE,472C1F,860454
S06E23 Unnamed Earth Stallion #3,earth,stallion,"hsl(251, 25%, 66%)","hsl(214, 34%, 40%)","hsl(40, 59%, 49%)",6231754,False,D1CA4D,1D675C,3BA9BF
S06E23 Unnamed Earth Stallion #4,earth,stallion,"hsl(43, 89%, 71%)","hsl(20, 33%, 36%)","hsl(127, 38%, 23%)",6231754,False,FEFFC2,B7DBFA,2A5479
S07E10 Unnamed Earth Stallion #1,earth,stallion,"hsl(59, 70%, 78%)","hsl(39, 35%, 85%)","hsl(112, 72%, 67%)",7100936,False,649DBE,946229,CC3E9A
S07E10 Unnamed Earth Stallion #2,earth,stallion,"hsl(233, 18%, 81%)","hsl(232, 60%, 61%)","hsl(214, 100%, 78%)",7100936,False,CEA75A,892B29,C94A90
S07E13 Unnamed Earth Stallion #1,earth,stallion,"hsl(44, 84%, 66%)","hsl(98, 83%, 64%)","hsl(120, 54%, 42%)",7130439,False,83D8CE,B3FA99,5F7DB4
S07E13 Unnamed Earth Stallion #2,earth,stallion,"hsl(56, 75%, 80%)","hsl(354, 58%, 54%)","hsl(187, 42%, 50%)",7130440,False,6D569F,D7B50F,84DBE7
S07E13 Unnamed Earth Stallion #4,earth,stallion,"hsl(58, 90%, 84%)","hsl(9, 62%, 55%)","hsl(28, 57%, 58%)",7130544,False,A2A2BE,9594B3,24D6A0
S07E13 Unnamed Earth Stallion #6,earth,stallion,"hsl(77, 66%, 60%)","hsl(60, 86%, 83%)","hsl(51, 71%, 76%)",7130544,False,E5AA5D,95694B,4C9E61
S07E13 Unnamed Earth Stallion #7,earth,stallion,"hsl(160, 42%, 51%)","hsl(63, 84%, 75%)","hsl(182, 49%, 44%)",7131416,False,CB5763,DFAA26,8F6C56
S07E14 Unnamed Earth Stallion #1,earth,stallion,"hsl(285, 4%, 79%)","hsl(285, 4%, 19%)","hsl(131, 44%, 31%)",7140617,False,C67B39,3A302C,B7A457
S07E16 Unnamed Earth Stallion #1,earth,stallion,"hsl(220, 26%, 62%)","hsl(212, 36%, 39%)","hsl(108, 54%, 55%)",7160450,False,B6F2FB,FEFFCC,D25028
S07E16 Unnamed Earth Stallion #2,earth,stallion,"hsl(49, 63%, 67%)","hsl(355, 47%, 46%)","hsl(109, 66%, 32%)",7160450,False,F6F092,FEFCE7,76538D
S07E16 Unnamed Earth Stallion #5,earth,stallion,"hsl(32, 64%, 65%)","hsl(352, 58%, 44%)","hsl(244, 62%, 66%)",7161334,False,C7CCD6,8CC4F3,79A7C3
Grateful SomnambulanS07E18 Unnamed Earth Stallion #3,earth,stallion,"hsl(46, 37%, 63%)","hsl(57, 100%, 83%)","hsl(192, 100%, 84%)",7180639,False,BB9572,BCA7C3,81C9DF
Outdoorsy SomnambulanS07E18 Unnamed Earth Stallion #4,earth,stallion,"hsl(94, 82%, 74%)","hsl(174, 53%, 39%)","hsl(55, 71%, 66%)",7180743,False,497FAB,FAF0BD,E6D56B
S07E18 Unnamed Earth Stallion #5,earth,stallion,"hsl(50, 100%, 93%)","hsl(352, 42%, 48%)","hsl(81, 40%, 57%)",7181257,False,7FCACC,C2A9D6,4F35B6
S07E19 Unnamed Earth Stallion #1,earth,stallion,"hsl(248, 20%, 68%)","hsl(36, 71%, 57%)","hsl(200, 45%, 57%)",7191920,False,CBC1E1,9B94E0,B66DA1
S07E22 Unnamed Earth Stallion #1,earth,stallion,"hsl(43, 65%, 64%)","hsl(6, 63%, 38%)","hsl(101, 71%, 56%)",7220203,False,DEDEDE,525CCB,92D6ED
S07E22 Unnamed Earth Stallion #2,earth,stallion,"hsl(357, 57%, 64%)","hsl(48, 60%, 63%)","hsl(186, 37%, 63%)",7220534,False,B1E0E7,F9EAAE,60C95E
S07E22 Unnamed Earth Stallion #4,earth,stallion,"hsl(153, 52%, 76%)","hsl(248, 24%, 37%)","hsl(117, 55%, 57%)",7221415,False,7FCBD7,567DB8,E1CD4C
S07E26 Unnamed Earth Stallion #1,earth,stallion,"hsl(162, 67%, 42%)","hsl(29, 79%, 31%)","hsl(192, 69%, 34%)",7260719,False,E3BAD6,274962,85E4FF
S07E26 Unnamed Earth Stallion #2,earth,stallion,"hsl(188, 32%, 40%)","hsl(44, 39%, 55%)","hsl(186, 19%, 42%)",7260720,False,F1CFFC,485765,629D89
S07E26 Unnamed Earth Stallion #3,earth,stallion,"hsl(330, 2%, 80%)","hsl(221, 30%, 42%)","hsl(254, 39%, 51%)",7261124,False,D08458,DFCA9B,C36213
S07E26 Unnamed Earth Stallion #4,earth,stallion,"hsl(216, 68%, 74%)","hsl(26, 76%, 44%)","hsl(108, 48%, 56%)",7261124,False,758CAE,E7E797,817ACD
S08E05 Unnamed Earth Stallion #1,earth,stallion,"hsl(38, 26%, 82%)","hsl(193, 74%, 83%)","hsl(52, 16%, 45%)",8050951,False,68AFC4,746139,77A3EE
S08E08 Unnamed Earth Stallion #1,earth,stallion,"hsl(330, 55%, 74%)","hsl(61, 84%, 80%)","hsl(269, 27%, 33%)",8080328,False,8598B7,BD283A,8B0953
S08E08 Unnamed Earth Stallion #3,earth,stallion,"hsl(273, 46%, 69%)","hsl(190, 73%, 55%)",,8080843,False,C9CCE4,FFB375,CDBB56
Dapper HollowvianS08E08 Unnamed Earth Stallion #4,earth,stallion,"hsl(194, 36%, 84%)","hsl(355, 83%, 75%)","hsl(220, 9%, 32%)",8081350,False,C698E1,EDFF9E,3E7E8E
S08E09 Unnamed Earth Stallion #1,earth,stallion,"hsl(248, 55%, 81%)","hsl(132, 35%, 92%)",,8090013,False,D2CDA7,454545,3CDDD2
Chill Friendship StudentS08E14 Unnamed Earth Stallion #1,earth,stallion,"hsl(299, 26%, 57%)","hsl(314, 42%, 94%)","hsl(321, 60%, 54%)",8141040,False,BEAEEF,64D896,F8C244
Tall PonyS08E19 Unnamed Earth Stallion #1,earth,stallion,"hsl(63, 78%, 95%)","hsl(49, 47%, 58%)","hsl(192, 54%, 54%)",8190956,False,F4FFB2,E772EE,DFA730
BGE Unnamed Earth Stallion #1,earth,stallion,"hsl(21, 53%, 65%)","hsl(200, 37%, 57%)","hsl(184, 40%, 53%)",BGE0047,False,ABC6ED,F25836,D8864F
Pony Vendor 1BGE Unnamed Earth Stallion #2,earth,stallion,"hsl(54, 89%, 75%)","hsl(41, 63%, 30%)","hsl(194, 54%, 49%)",BGE0215,False,8A776A,99EBE9,52BE37
Server PonyS09E04 Unnamed Earth Stallion #1,earth,stallion,,,,9040718,False,F68897,9ADCDF,F6B53C
Meathead PonyS09E05 Unnamed Earth Stallion #1,earth,stallion,"hsl(206, 97%, 87%)","hsl(25, 64%, 52%)","hsl(190, 64%, 39%)",9051033,False,A4C6DB,A5E3A0,FFFFFF
S09E05 Unnamed Earth Stallion #2,earth,stallion,"hsl(57, 59%, 56%)","hsl(50, 57%, 79%)","hsl(105, 58%, 54%)",9051153,False,EBE684,EBEEF4,FFFFFF
S09E05 Unnamed Earth Stallion #5,earth,stallion,"hsl(61, 100%, 88%)","hsl(242, 18%, 64%)","hsl(110, 53%, 55%)",9051505,False,A47D56,E08F42,FFFFFF
Guard Pony 1S09E14 Unnamed Earth Stallion #1,earth,stallion,"hsl(202, 41%, 57%)","hsl(153, 100%, 93%)","hsl(193, 51%, 44%)",9140310,False,6BAFD1,F1DB6A,FFFFFF
S09E14 Unnamed Earth Stallion #2,earth,stallion,"hsl(40, 54%, 58%)","hsl(19, 40%, 20%)","hsl(15, 55%, 53%)",9140451,False,C2A6E3,FCFF9E,FFFFFF
Factory PonyS09E14 Unnamed Earth Stallion #3,earth,stallion,"hsl(173, 52%, 68%)","hsl(171, 56%, 26%)","hsl(44, 69%, 62%)",9140451,False,B49A74,EDEF8F,FFFFFF
S09E14 Unnamed Earth Stallion #4,earth,stallion,"hsl(259, 30%, 48%)","hsl(208, 87%, 85%)","hsl(179, 55%, 47%)",9140451,False,CFBEFE,C2ACCD,FFFFFF
S09E14 Unnamed Earth Stallion #5,earth,stallion,"hsl(240, 18%, 69%)","hsl(32, 57%, 37%)","hsl(41, 61%, 45%)",9140451,False,8ADBC9,8F739C,FFFFFF
S09E14 Unnamed Earth Stallion #6,earth,stallion,"hsl(34, 72%, 63%)","hsl(1, 54%, 35%)","hsl(187, 57%, 67%)",9140451,False,FFE0E8,616161,5582A5
S09E14 Unnamed Earth Stallion #7,earth,stallion,"hsl(354, 53%, 57%)","hsl(104, 91%, 79%)","hsl(106, 57%, 51%)",9140451,False,F5EFD6,6ABEB7,D13D8A
S09E14 Unnamed Earth Stallion #8,earth,stallion,"hsl(28, 55%, 50%)","hsl(50, 87%, 45%)","hsl(180, 69%, 27%)",9140529,False,E1DFE0,1C51A0,67A9F9
S09E22 Unnamed Earth Stallion #1,earth,stallion,"hsl(188, 90%, 85%)","hsl(242, 17%, 64%)","hsl(193, 70%, 71%)",922,False,A59173,CCCCC7,FFFFFF
S09E22 Unnamed Earth Stallion #2,earth,stallion,"hsl(56, 85%, 77%)","hsl(24, 33%, 44%)","hsl(192, 70%, 74%)",922,False,FFE0E8,B894BC,903BC4
Fruit SellerS09E24 Unnamed Earth Stallion #1,earth,stallion,"hsl(220, 15%, 81%)","hsl(43, 74%, 51%)","hsl(225, 100%, 70%)",924,False,5F91B9,012656,E28B28
Baker PonyS09E26 Unnamed Earth Stallion #1,earth,stallion,"hsl(29, 35%, 59%)","hsl(18, 13%, 20%)","hsl(29, 92%, 34%)",926,False,7AB7C7,EDCD7D,968FB7
S09E26 Unnamed Earth Stallion #2,earth,stallion,"hsl(207, 40%, 48%)","hsl(61, 100%, 90%)","hsl(322, 62%, 56%)",926,False,B9CDDA,6FFBDF,9A83A0
Future-Looking Friendship StudentS09E26 Unnamed Earth Stallion #3,earth,stallion,"hsl(182, 43%, 65%)","hsl(55, 92%, 95%)","hsl(46, 56%, 50%)",926,False,562047,7C5841,998BA7
S01E04 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(259, 34%, 82%)","hsl(207, 81%, 75%)","hsl(000, 100%, 100%)",1040451,True,ECEDAB,ECADA2,9C9EC4
S01E04 Unnamed Pegasus Mare #2,pegasus,mare,"hsl(000, 0%, 87%)","hsl(285, 19%, 71%)","hsl(186, 55%, 73%)",1041505,True,F3AFD9,D66F4C,72A199
S01E11 Unnamed Pegasus Mare #5,pegasus,mare,"hsl(187, 52%, 80%)","hsl(050, 86%, 86%)","hsl(178, 53%, 66%)",1111907,True,F4C862,904F0E,B8328C
S01E11 Unnamed Pegasus Mare #7,pegasus,mare,"hsl(188, 52%, 67%)","hsl(274, 35%, 75%)","hsl(310, 42%, 47%)",1111908,True,FAF7B7,7F7066,95A5C1
S01E14 Unnamed Pegasus Mare #2,pegasus,mare,"hsl(319, 43%, 81%)","hsl(245, 55%, 73%)","hsl(000, 100%, 100%)",1141356,True,FAFBE9,8D1B2A,8EF5E9
S01E16 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(285, 88%, 90%)","hsl(235, 54%, 56%)","hsl(271, 28%, 52%)",1160627,True,F7B973,46A08C,71FEEB
S01E16 Unnamed Pegasus Stallion #1,pegasus,stallion,"hsl(022, 56%, 58%)","hsl(048, 86%, 83%)","hsl(045, 96%, 72%)",1161025,True,AEC9AB,39335B,7ECACD
S01E20 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(216, 26%, 57%)","hsl(216, 41%, 53%)","hsl(069, 18%, 50%)",1201001,True,989BA4,EBC1DA,45982A
S01E20 Unnamed Pegasus Mare #2,pegasus,mare,"hsl(194, 44%, 59%)","hsl(206, 43%, 27%)","hsl(000, 100%, 100%)",1201003,True,F7CE7E,9594B3,677DD5
S01E20 Unnamed Pegasus Mare #3,pegasus,mare,"hsl(217, 26%, 62%)","hsl(209, 17%, 34%)","hsl(000, 100%, 100%)",1201003,True,5B899F,3CAFA9,44A245
S02E11 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(233, 33%, 84%)","hsl(042, 51%, 74%)","hsl(186, 45%, 46%)",2110617,False,BCB3CB,D97B68,3D8BB8
S02E18 Unnamed Pegasus Mare #3,pegasus,mare,"hsl(278, 55%, 74%)","hsl(060, 63%, 75%)","hsl(035, 85%, 52%)",2180545,False,CFCCB9,EFED8A,B95096
S02E22 Unnamed Pegasus Mare #8,pegasus,mare,"hsl(053, 32%, 74%)","hsl(040, 34%, 34%)","hsl(218, 54%, 62%)",2221650,False,8DE2A7,488A47,7D2160
S03E07 Unnamed Pegasus Mare #3,pegasus,mare,"hsl(255, 67%, 81%)","hsl(353, 65%, 45%)","hsl(000, 100%, 100%)",3070857,False,DFC581,C7755C,4D4D93
S04E08 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(069, 100%, 85%)","hsl(027, 100%, 73%)","hsl(207, 52%, 73%)",4080220,False,BFB0ED,5B71AE,B55F21
S04E08 Unnamed Pegasus Mare #2,pegasus,mare,"hsl(215, 65%, 80%)","hsl(071, 100%, 81%)","hsl(316, 48%, 47%)",4080307,False,A2F99F,383CA8,60C3B6
S04E08 Unnamed Pegasus Stallion #1,pegasus,stallion,"hsl(023, 13%, 48%)","hsl(000, 0%, 27%)","hsl(211, 100%, 75%)",4080307,False,EFF6F1,406458,99E82C
S04E10 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(352, 86%, 75%)","hsl(146, 60%, 62%)","hsl(026, 52%, 58%)",4100415,False,C4D9F8,F2916E,AAC02A
S04E10 Unnamed Pegasus Mare #3,pegasus,mare,"hsl(203, 43%, 75%)","hsl(297, 78%, 69%)","hsl(325, 43%, 63%)",4100423,False,EF9AE5,685997,88D85A
S04E10 Unnamed Pegasus Stallion #1,pegasus,stallion,"hsl(057, 72%, 72%)","hsl(011, 88%, 58%)","hsl(172, 66%, 68%)",4100423,False,BEAA9D,854E42,5BD2B8
S04E10 Unnamed Pegasus Stallion #2,pegasus,stallion,"hsl(030, 31%, 49%)","hsl(179, 67%, 76%)","hsl(190, 29%, 76%)",4100530,False,BEEAE5,DD5A97,4B76AA
S04E13 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(200, 53%, 62%)","hsl(183, 52%, 74%)","hsl(174, 22%, 56%)",4130010,False,DFBD68,46A08C,BA1C6E
S04E20 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(268, 52%, 77%)","hsl(116, 55%, 76%)","hsl(152, 48%, 56%)",4200305,False,AFDFD8,B6AC7C,2C8C49
Grizzled Old WonderboltS04E21 Unnamed Pegasus Stallion #1,pegasus,stallion,"hsl(036, 30%, 58%)","hsl(222, 31%, 94%)","hsl(054, 100%, 77%)",4211952,False,F9CDE4,68CD4C,115C00
S04E21 Unnamed Pegasus Stallion #2,pegasus,stallion,white,"hsl(029, 72%, 57%)","hsl(196, 94%, 60%)",4211953,False,D9F2DA,F9D971,50C8D3
S04E24 Unnamed Pegasus Mare #2,pegasus,mare,"hsl(256, 97%, 87%)","hsl(050, 83%, 68%)","hsl(298, 42%, 76%)",4240721,False,728FB6,ECDB98,334799
S04E24 Unnamed Pegasus Mare #3,pegasus,mare,"hsl(167, 53%, 70%)","hsl(062, 100%, 81%)","hsl(003, 39%, 44%)",4241348,False,D0ECEC,ED87B3,F9D571
S05E01 Unnamed Pegasus Mare #3,pegasus,mare,"hsl(346, 100%, 94%)","hsl(061, 75%, 75%)","hsl(250, 55%, 53%)",5010502,False,80D6D3,FA99C0,509091
S05E01 Unnamed Pegasus Mare #5,pegasus,mare,"hsl(048, 61%, 90%)","hsl(280, 25%, 74%)","hsl(251, 44%, 52%)",5011117,False,BF87C4,CB7CDF,A168CA
S05E01 Unnamed Pegasus Mare #6,pegasus,mare,"hsl(330, 3%, 88%)","hsl(282, 17%, 53%)","hsl(082, 72%, 63%)",5011117,False,B7C1EB,866578,401B07
Eager TownsponyS05E01 Unnamed Pegasus Stallion #1,pegasus,stallion,"hsl(36, 22%, 55%)","hsl(0, 0%, 38%)","hsl(212, 39%, 41%)",5010502,False,C4B6EC,9788B9,37BECD
S05E01 Unnamed Pegasus Stallion #4,pegasus,stallion,"hsl(346, 100%, 94%)","hsl(175, 39%, 58%)","hsl(269, 53%, 57%)",5010609,False,89FBD5,8767AD,5BD0FB
S05E05 Unnamed Pegasus Stallion #1,pegasus,stallion,"hsl(207, 39%, 55%)","hsl(216, 70%, 37%)","hsl(224, 93%, 74%)",5050916,False,A371D6,9F6F9E,434570
S05E21 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(193, 41%, 63%)","hsl(60, 5%, 79%)","hsl(323, 94%, 27%)",5210101,False,A07376,6167BD,6BBE41
Glitter PonyS05E21 Unnamed Pegasus Mare #2,pegasus,mare,"hsl(203, 30%, 79%)","hsl(294, 23%, 66%)","hsl(190, 53%, 49%)",5210624,False,90A0D5,A29486,615266
S05E24 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(316, 46%, 23%)","hsl(214, 98%, 17%)","hsl(208, 48%, 32%)",5241756,False,9F71A8,8DB77B,BD84A2
S06E07 Unnamed Pegasus Mare #2,pegasus,mare,"hsl(61, 65%, 80%)","hsl(43, 76%, 71%)","hsl(321, 58%, 52%)",6071622,False,806EA0,75AED1,86F3E6
S06E07 Unnamed Pegasus Mare #3,pegasus,mare,"hsl(323, 74%, 82%)","hsl(168, 95%, 71%)","hsl(327, 54%, 54%)",6071622,False,7672BB,875AB5,59C59D
S06E07 Unnamed Pegasus Stallion #2,pegasus,stallion,"hsl(42, 87%, 67%)","hsl(23, 31%, 37%)","hsl(219, 36%, 54%)",6071407,False,A372AC,D978A0,509B50
S06E08 Unnamed Pegasus Mare #1,pegasus,mare,"hsl(57, 87%, 85%)","hsl(9, 66%, 78%)","hsl(187, 67%, 71%)",6080128,False,9779C3,8E76EF,5496A6
