Name,Location,Stir/Shaken,PDF,Score,Created On,Updated On,Unnamed: 7
Southwest Texas Telephone CompanyDBA: Southwest Texas Communications,Rocksprings TX,No S/S,RMP,LR,2021-06-24,,(5)
"Southwestern Bell Telephone CompanyDBA: AT&T Southwest SBC Internet Services, Inc.",Washington DC,Partial S/S,RMP,LR,2021-06-29,2021-07-05,(5)
Southwestern Telephone CompanyDBA: TDS,MADISON WI,Partial S/S,RMP,LR,2021-06-29,2021-11-30,(5)
Spanish Fork City,Spanish Fork City UT,IntermedProvider,,,2021-06-29,,(4)
SPARK I/T Services LLCDBA: SPARK Services,Muskogee OK,No S/S,RMP,NYS,2021-09-14,2021-09-16,(2)
Spark Trading NEw Zealand Ltd,New ZealandFOREIGN,No S/S,RMP,LR,2021-08-24,,
Sparko CorporationDBA: USTelekom,Webster TX,IntermedProvider,,,2021-09-29,,
"Sparkplug IP, LLCDBA: Data Consulting Inc",Alexandria VA,No S/S,RMP,NYS,2021-09-17,,(1)
Speakup B.V.,NetherlandsFOREIGN,No S/S,RMP,1,2021-09-22,,
SpectraPrev: Citycom Networks,IndiaFOREIGN,Complete S/S,,,2021-06-23,2021-09-17,(1)
"Spectra Communications Group, LLCDBA: CenturyLink",Monroe LA,Partial S/S,RMP,8,2021-09-16,,(1)
"Spectrotel, Inc.DBA: Spectrotel Holding Company LLC Spectrotel of New York LLC Spectrotel of Virginia LLC Spectrotel of New Jersey LLC Spectrotel of Pennsylvania LLC Spectrotel of Maryland LLC Spectrotel of Alabama LLC Spectrotel of New England LLC Spectrotel of Florida LLC Spectrotel of California LLC Spectrotel of Texas LLC Spectrotel of Illinois LLC Spectrotel of the West LLC Spectrotel of the South LLC Spectrotel of the Midwest LLC Spectrotel of the East LLC Spectrotel of Canada LLC SurftonePrev: Plan B Communications, Inc.",Neptune NJ,No S/S,RMP,LR,2021-06-30,2021-07-02,(5)
"Spectrotel, Inc.Prev: Plan B Communications, Inc.",Neptune New Jersey,IntermedProvider,,,2021-04-19,2021-06-19,(5)
Spectrum Business TechnologiesPrev: Nathan Kennedy Enterprises,Aberdeen WA,Complete S/S,,,2021-09-15,,(1)
"Spectrum VoIP, Inc.",Plano TX,Partial S/S,RMP,6,2021-08-24,,(4)
Speech Mobility Inc.,CanadaFOREIGN,No S/S,RMP,NYS,2021-09-13,2021-09-17,(1)
Speed Of Light Broadband,Denton TX,Complete S/S,,,2021-06-30,,(4)
"SpeedCast Americas, Inc.Prev: Harris CapRock Communications; NewComm International","Texas 77048 Houston, United States",No S/S,RMP,LR,2021-09-10,2021-09-17,(2)
Speedflow Communications Limited,United KingdomFOREIGN,No S/S,RMP,5,2021-06-29,2021-09-17,(1)
SPEEDFLOW SOLUTIONS LIMITED,"China, Hong Kong SARFOREIGN",No S/S,RMP,5,2021-06-30,2021-09-17,(1)
Spencer Municipal Utilities,Spencer IA,No S/S,RMP,LR,2021-06-28,2021-06-29,(4)
SpherePBXDBA: Ubix Ubix Technologies Ubix Studios,West Islip NY,Complete S/S,,,2021-10-01,,(1)
Spherexx LLC,Tulsa OK,No S/S,RMP,NYS,2021-09-27,,(1)
Spikko Telecom Ltd.,IsraelFOREIGN,No S/S,RMP,LR,2021-06-29,2021-09-17,(1)
Splicetel Inc,Sacramento CA,Partial S/S,RMP,LR,2021-06-15,,(5)
"Spok, Inc.DBA: USA Mobility WirelessPrev: USA Mobility Wireless",Plano TX,No S/S,RMP,NYS,2021-09-28,,(1)
SpoofCard LLCDBA: Momentum Technology,Holmdel NJ,Partial S/S,RMP,LR,2021-10-05,,(1)
"Spreetail, LLCPrev: Lapkosoft, VMInnovations",Lincoln NE,Complete S/S,,,2021-09-13,,(1)
spring creek cable,Montrose CO,Complete S/S,,,2021-10-20,,(1)
Spring Grove Cooperative Telephone Co,Spring Grove MN,Partial S/S,RMP,LR,2021-06-25,,(5)
"Spring I.T. Services, LLC.",Spring TX,Complete S/S,,,2021-09-26,,(1)
"Spring Valley Telephone Company, Inc.",Spring Valley WI,No S/S,RMP,LR,2021-06-08,,(5)
"Springboard Telecom, LLCDBA: Comporium",Rock Hill SC,Partial S/S,RMP,LR,2021-06-29,,(5)
Springfield Cellular Telephone CompanyDBA: Verizon Wireless,Alpharetta GA,Partial S/S,RMP,12,2021-06-25,,(4)
Springport Telephone Company,Springport MI,No S/S,RMP,LR,2021-06-08,,(5)
"Springtel LLCPrev: Springtel #2, LLC The Original Springtel, Inc",Taylorville IL,Complete S/S,,,2021-08-20,,(4)
"Springville Cooperative Telephone Association, Inc.",Springville IA,Partial S/S,RMP,LR,2021-06-24,,(5)
"Sprint CorporationDBA: T-Mobile USA, Inc.",Bellevue WA,Complete S/S,,,2021-06-29,,(4)
"Sprint Spectrum LLCDBA: Sprint Spectrum LP, Sprint Communications Co. LP",Bellevue Washington,IntermedProvider,,,2021-04-19,2021-06-23,(6)
"Sprocket Communications, LLC",Tucson AZ,No S/S,RMP,NYS,2021-09-22,,(1)
"Spruce Knob Seneca Rocks Telephone, Inc.",RIVERTON WV,No S/S,RMP,LR,2021-06-21,,(5)
SPSA LLC,Melville NY,Complete S/S,,,2021-08-27,,(3)
"Squaretalk LTDPrev: Innitel, Deskforce",United States of AmericaFOREIGN,Partial S/S,RMP,3,2021-08-15,2021-12-19,(5)
Sri Lanka Telecom PLC,Sri LankaFOREIGN,No S/S,RMP,1,2021-09-28,,
"SRS Pharmacy Systems, Inc.Prev: Scientific Retails Systems",Caro MI,Complete S/S,,,2021-09-09,,(1)
"SRT Communications, Inc.DBA: SRT;SRT WirelessPrev: Souris River Telecommunications Cooperative;Souris River Telecommunications Company;Souris River Cooperative;Souris River Telephone;Souris River Mutual Aid Cooperative",Minot ND,No S/S,RMP,LR,2021-06-15,2021-06-21,(5)
SRV Communication LLCDBA: SRV Communication,Meridian ID,Complete S/S,,,2021-09-27,,(1)
SRVC.US LLCDBA: IguanaCALL,MIAMI FL,Partial S/S,RMP,0,2021-09-21,,(1)
ST PAUL COOPERATIVE TELEPHONE ASSOCIATION,St Paul OR,No S/S,RMP,LR,2021-06-23,,(5)
ST WIRELESSDBA: st wireless incPrev: st wireless,BROOKLYN New York,IntermedProvider,,,2021-11-26,,
"St. John Telephone, Inc.DBA: St John TelcoPrev: Saint John Telephone and Telegraph Company",St. John WA,No S/S,RMP,LR,2021-06-28,,(4)
St. Joseph CellTelcoDBA: Verizon Wireless,Alpharetta GA,Partial S/S,RMP,12,2021-06-25,,(4)
St. Lawrence Seaway RSA Cellular PartnershipDBA: Verizon Wireless,Alpharetta GA,Partial S/S,RMP,12,2021-06-25,,(4)
St. Stephen Telephone CompanyDBA: TDS,Madison WI,Partial S/S,RMP,LR,2021-06-29,2021-11-30,(5)
Stack8 Technologies (USA) Inc.,Denver CO,No S/S,RMP,NYS,2021-09-20,,(1)
StackTech LLC,Flower Mound TX,Complete S/S,,,2021-10-22,,(1)
"Stage 2 Networks, LLC",New York NY,Complete S/S,,,2021-09-27,,(1)
"Standard Bell Communication Services, Inc.DBA: SBCS, Inc.",Saint George UT,No S/S,RMP,NYS,2021-09-23,,(1)
"Standing Rock Telecommunications, Inc.",Fort Yates ND,No S/S,RMP,LR,2021-06-29,,(4)
"Stanton Telecom, Inc.DBA: Stanton Telecom Inc.",Stanton NE,No S/S,RMP,LR,2021-06-02,2021-06-23,(6)
"Star Telephone Company, Inc.",Maringouin LA,No S/S,RMP,LR,2021-06-02,2021-06-23,(6)
Star Telephone Membership CorpDBA: Star Communications,Clinton NC,No S/S,RMP,LR,2021-06-13,2021-06-14,(5)
"Star2Star Communications, LLCPrev: Nonoe",Sarasota FL,Partial S/S,RMP,2,2021-06-29,,(4)
Starbuck Telephone Company,Clara City MN,No S/S,RMP,LR,2021-06-23,,(5)
"Starion Host, LLC",Belton MO,Complete S/S,,,2021-08-25,,(4)
StarnikDBA: Starnik Solutions,Lubbock TX,Complete S/S,,,2021-10-13,,(1)
"StarTechTel.com, Inc.",Pomona CA,Partial S/S,RMP,LR,2021-06-29,,(4)
StarterStep LLC,Irving TX,No S/S,RMP,NYS,2021-09-27,,(1)
"State Telephone Company, Inc.",Coxsackie NY,No S/S,RMP,7,2021-05-11,2021-06-23,(6)
"State Telephone Long Distance Company, Inc.DBA: dba State Tel-Athens",Coxsackie NY,No S/S,RMP,LR,2021-05-11,2021-06-23,(6)
Staticflux Inc,Levittown NY,Complete S/S,,,2021-11-09,,
"Status Share, LLCDBA: Rainoutline.com",Tampa FL,No S/S,RMP,NYS,2021-09-28,,(1)
Stayton Cooperative Telephone CompanyDBA: SCTC PTC SCS,Stayton OR,No S/S,RMP,LR,2021-06-30,,(4)
Steady Connections & Security Inc.DBA: Steady Connections,Pomona NY,Complete S/S,,,2021-08-27,,(3)
Steelville Telephone Exchange IncDBA: STE Communications,Steelville MO,No S/S,RMP,LR,2021-06-29,,(4)
"Stellar Private Cable Systems, Inc.",Akron OH,Partial S/S,RMP,LR,2021-06-30,,(4)
Stellarc Communications,Stockton CA,Partial S/S,RMP,8,2021-09-10,,(1)
Stelle Telephone Company,Stelle IL,No S/S,RMP,LR,2021-06-25,,(5)
Stephens Network Services LLC,staten island NY,Complete S/S,,,2021-09-28,,(1)
"Sterling Communications, Inc.",Portland OR,Complete S/S,,,2021-06-15,,(5)
Steve Shea IncDBA: 7 Circuits SheaBeach Computer Systems,ANAHEIM CA,Complete S/S,,,2021-09-27,,(1)
"Stitched Tech, LLC",Mesa AZ,No S/S,RMP,0,2021-09-28,,(1)
STL Communications Inc,Chesterfield MO,IntermedProvider,,,2021-09-28,,
"STOCKBRIDGE & SHERWOOD TELEPHONE COMPANY, LLCDBA: TDS",Madison WI,Partial S/S,RMP,LR,2021-06-29,2021-11-30,(5)
Stoneham Cooperative Telephone Corporation,Stoneham Colorado,No S/S,RMP,LR,2021-05-26,2021-09-13,(7)
Storacall Technology Ltd,United KingdomFOREIGN,No S/S,RMP,4,2021-07-30,2021-09-17,(1)
Storm Data Protection,Miami FL,Partial S/S,RMP,NYS,2021-10-08,,(1)
Stow Customs LLC,Stow OH,Complete S/S,,,2021-10-22,,(1)
"Stowe Communications LLCDBA: Stowe Cable Systems, LLCPrev: Stowe Cablevision, Inc.",Stowe VT,Complete S/S,,,2021-09-27,,(1)
"Strada Communications, L.L.C.",Moline IL,Partial S/S,RMP,NYS,2021-09-28,,(1)
"Straight Path Spectrum, LLCDBA: Verizon WirelessPrev: IDT Spectrum, LLC",Alpharetta GA,Partial S/S,RMP,12,2021-06-25,,(4)
Strasburg Telephone CompanyDBA: TDS,MADISON WI,Partial S/S,RMP,LR,2021-06-29,2021-11-30,(5)
"Strata Pointe Technologies, LLC",Louisville Kentucky,IntermedProvider,,,2021-04-19,2021-06-19,(5)
"Strata Pointe Technologies, LLC",Louisville KY,No S/S,RMP,4,2021-06-29,,(4)
"Strategic Support Systems, Inc.",Plano TX,Partial S/S,RMP,6,2021-06-11,,(5)
Stratford Mutual Telephone Company,Stratford IA,No S/S,RMP,LR,2021-06-22,,(5)
Strathcore Inc,Sheridan Wyoming,IntermedProvider,,,2021-11-23,,
Strathcore Inc,Sheridan WY,Partial S/S,RMP,3,2021-12-05,,
StratoSwitch LLC,Houston TX,Partial S/S,RMP,NYS,2021-09-17,,(1)
"Stratus Networks, Inc.Prev: Access2Go, Inc",Peoria Heights IL,Complete S/S,,,2021-06-01,,(5)
"Stratus Networks, Inc.DBA: RJ Enterprises, Inc. and Access Business, Inc.",Peoria Heights Illinois,IntermedProvider,,,2021-04-19,2021-06-19,(5)
StratusTalk,Reston VA,No S/S,RMP,LR,2021-09-28,,(1)
STRAWBERRY COMMUNICATIONS,DRAPER UT,Partial S/S,RMP,LR,2021-09-24,,(1)
Stream TechnologiesDBA: Call LogicPrev: Stream Telecom,Washington UT,No S/S,RMP,NYS,2021-09-28,,(1)
STREAMLINE SELLERS PTY LTD,AustraliaFOREIGN,No S/S,RMP,NYS,2021-09-28,,
STREAMLINE SELLERS PTY LTD,AustraliaFOREIGN,IntermedProvider,,,2021-08-24,,
"Strongcord Infrastructure Systems Management, LLCDBA: StrongCord Systems StrongComm",Clayton GA,No S/S,RMP,4,2021-06-23,,(5)
"Strongcord Infrastructure Systems Management, LLCDBA: StrongCord Systems, StrongComm",Alpharetta Georgia,IntermedProvider,,,2021-04-19,2021-06-25,(6)
StrongTel Communications,Pensacola FL,Complete S/S,,,2021-09-28,,(1)
StudioCart LLC DBA: Heartland Web DevelopmentDBA: Heartland Web Development Heartland VOIP,Papillion NE,Complete S/S,,,2021-09-11,2021-09-15,(2)
Subrigo Corporation,Las Vegas NV,Complete S/S,,,2021-09-26,,(1)
"Succeed, Inc.",Roseville CA,No S/S,RMP,LR,2021-06-18,2021-06-21,(5)
Successful Cultures Inc,Motto Bay CA,No S/S,RMP,LR,2021-10-20,,(1)
Sugar Valley Telephone CompanyDBA: TDS,Madison WI,Partial S/S,RMP,LR,2021-06-29,2021-11-30,(5)
Sully Telephone Association,Sully IA,No S/S,RMP,LR,2021-05-27,2021-06-02,(5)
Summit Tech Services,Summit NJ,Complete S/S,,,2021-06-09,2021-06-23,(6)
"Summit Telecom, LLCPrev: Unistick Communications, llc",Windsor CO,Partial S/S,RMP,LR,2021-06-28,,(4)
"Sumner Cable TV, Inc.DBA: Sumner Communications",Wellington KS,Complete S/S,,,2021-10-20,,(1)
"Sun America Communications, L.L.C.",Charlotte NC,Partial S/S,RMP,LR,2021-06-30,,(4)
Sun Star Telecom Corp.,Weston FL,Partial S/S,RMP,LR,2021-07-20,,(4)
"Sun Tech Solutions, Inc.DBA: DFW Business Phone Systems",Richardson TX,No S/S,RMP,6,2021-09-26,,(1)
Sunman Telecommunications LLCDBA: Great Plains CommunicationsPrev: Enhanced Telecommunications Corporation; ETC,Sunman IN,No S/S,RMP,LR,2021-06-30,,(4)
Sunman Telecommunications Long Distance LLCDBA: Great Plains CommunicationsPrev: Enhanced Telecommunications Corporation; ETC,Sunman IN,No S/S,RMP,LR,2021-06-30,,(4)
Sunset HB,Britton SD,No S/S,RMP,NYS,2021-09-17,,(1)
Super-Net Inc.DBA: MCTV,Massillon OH,No S/S,RMP,LR,2021-06-24,,(5)
Superior IT Solutions IncDBA: Superior-IT Solutions Inc,Jacksonville FL,No S/S,RMP,LR,2021-10-11,,(1)
Superior Telephone Cooperative,Superior IA,No S/S,RMP,LR,2021-06-07,,(5)
SUPERONLINE ILETISIM HIZMETLERI A.S.Prev: Tellcom Iletisim Hizmetleri A.S.,TurkeyFOREIGN,No S/S,RMP,LR,2021-06-28,2021-09-17,(1)
Supersource IncDBA: Supersource California Supersource Inc,Brea CA,Partial S/S,RMP,NYS,2021-09-23,2021-10-07,(2)
SupportCloud,Saint Louis MO,Complete S/S,,,2021-08-25,,(4)
Supreme Dealer Services LLC,Las Vegas NV,IntermedProvider,,,2021-11-10,,
SureTel LLC,Tigard OR,Complete S/S,,,2021-08-25,,(4)
"Surf Air Wireless, LLCDBA: Surf Broadband Solutions",La Porte IN,No S/S,RMP,LR,2021-06-25,,(5)
"Surpport Services GroupDBA: Legacy Support Group LTD, S2g, Support Services Group",Waco TX,Complete S/S,,,2021-09-13,,(1)
Surry Telephone Membership CorporationDBA: Surry Communications Piedmont Communications,Dobson NC,No S/S,RMP,LR,2021-04-29,2021-06-23,(6)
SUURV Inc.,San Antonio TX,No S/S,RMP,LR,2021-10-10,,(1)
"SVE Connect, LLC",South Pittsburg TN,No S/S,RMP,LR,2021-08-02,,(4)
"SW DinehNet, LLC.",Albuquerque NM,Partial S/S,RMP,LR,2021-06-28,,(5)
"SwayPC, Corp",Miami FL,Complete S/S,,,2021-08-20,,(4)
Swayzee Telephone Co Inc,Swayzee IN,No S/S,RMP,LR,2021-06-28,,(4)
Sweetser Telephone Company Inc.,Sweetser IN,No S/S,RMP,LR,2021-06-15,,(5)
"Swell Broadband, Inc.DBA: Swell",Sacramento CA,Complete S/S,,,2021-09-28,,(1)
SwiftReach Networks Inc,Mahwah NJ,No S/S,RMP,6,2021-06-29,,(4)
"SwiftReach Wholesale Services, LLC",Framingham MA,No S/S,RMP,LR,2021-06-24,,(5)
SwissLink Carrier AG,SwitzerlandFOREIGN,Complete S/S,,,2021-06-25,2021-09-17,(1)
Switchboard Communications Inc.,CanadaFOREIGN,No S/S,RMP,NYS,2021-09-23,,
"Switchboard Labs, LLCDBA: RumbleUp My SwitchboardPrev: Political Social Media LLC",Washington DC,Partial S/S,RMP,NYS,2021-09-27,,(1)
Sycamore DevelopmentDBA: Exchange Communications,Santa Fe NM,Complete S/S,,,2021-09-29,,(1)
"SYCAMORE TELEPHONE COMPANYDBA: STC Long Distance, STC Fiber",SYCAMORE OH,No S/S,RMP,LR,2021-06-28,,(4)
Sycure CorpDBA: CBIT,Kennewick WA,Complete S/S,,,2021-06-22,,(5)
Sylvia Systems,ROCKLAND MA,Complete S/S,,,2021-09-14,2021-10-18,(2)
"Symple MarketPrev: Apex Paradigm, Symple Market, Palm Valley Montessori",Phoenix AZ,Complete S/S,,,2021-10-20,,(1)
"SymplyFiDBA: SymplyFi JBurgess Two, LLC",Atlanta GA,No S/S,RMP,LR,2021-08-24,2021-10-18,(5)
Synapse Global Corporation,Lake Oswego OR,No S/S,RMP,5,2021-06-30,,(4)
"SynCells, Inc.",Boston MA,Complete S/S,,,2021-10-19,,(1)
Synconex Limited,United KingdomFOREIGN,No S/S,RMP,1,2021-07-11,2021-09-17,(1)
SyncWave LLC,Scottville MI,IntermedProvider,,,2021-09-24,,
"Syndeo, LLC",Northridge CA,No S/S,RMP,10,2021-06-08,2021-06-23,(6)
SyneteksDBA: CirrusLine,Littleton CO,Complete S/S,,,2021-09-15,,(1)
Syngenex LLCDBA: Syngenx,Wilson NC,Complete S/S,,,2021-10-25,,
"Syniverse Technologies, LLCPrev: Syniverse Technologies, Inc.",Tampa FL,No S/S,RMP,6,2021-09-27,,(1)
Syntec Business Systems Inc.,Forest VA,Complete S/S,,,2021-10-07,,(1)
Syntracom LLCPrev: HTKB LLC,Wichita KS,Complete S/S,,,2021-09-21,,(1)
"Syringa Networks, LLC",Boise ID,Complete S/S,,,2021-06-09,,(5)
"Syscom Technologies, IncDBA: Syscom Business Technologies",Traverse City MI,Complete S/S,,,2021-11-03,,
Sysnet Communications,Silver Spring MD,No S/S,RMP,4,2021-09-27,,(1)
"System and Market Services of America, Inc.DBA: SAMSA, Inc.",Saginaw MI,IntermedProvider,,,2021-09-17,,
"Systems & Software USA, IncDBA: ConnetrixPrev: Metropage",Plainview NY,Complete S/S,,,2021-09-16,,(1)
SYSTEMSEVEN Services LLC,Round Rock TX,No S/S,RMP,NYS,2021-09-24,,(1)
Systemverse,Austin TX,Complete S/S,,,2021-09-15,,(1)
"T C N, Incorporated",St George UT,Complete S/S,,,2021-05-11,2021-06-23,(6)
T C Telephone LLCPrev: T C Telephone LLC,Red Bluff California,IntermedProvider,,,2021-04-19,2021-06-19,(5)
T G Ferguson Co dba Complete Computers,Batesville MS,No S/S,RMP,NYS,2021-09-17,,(1)
T V Service IncDBA: TVS CablePrev: United Cable,Hindman KY,No S/S,RMP,LR,2021-06-24,,(5)
T-Max Phone Systems CorpPrev: TRV Corp,Hutchinson KS,No S/S,RMP,LR,2021-06-29,,(4)
"T-Mobile USA, Inc.DBA: Metro by T-Mobile",Bellevue Washington,IntermedProvider,,,2021-04-19,2021-06-19,(5)
"T-Mobile USA, Inc.DBA: Metro by T-Mobile",Bellevue WA,Complete S/S,,,2021-06-29,,(4)
T4 Telecom LLC,Chula Vista CA,No S/S,RMP,NYS,2021-09-27,,(1)
TA Resources N.V.DBA: SETAR N.V.; SETAR,ArubaFOREIGN,No S/S,RMP,LR,2021-06-28,2021-09-17,(1)
TABLE TOP TELEPHONE COMPANY,O'Neals CA,No S/S,RMP,LR,2021-06-24,,(5)
Table's Ready LLCDBA: TablesReady,Rye NH,No S/S,RMP,LR,2021-09-24,,(1)
"Tadiran Telecom, Inc.",Kennesaw GA,Partial S/S,RMP,0,2021-09-13,,(1)
"Tahoe Interactive Systems, Inc.",Punta Gorda FL,Partial S/S,RMP,LR,2021-10-27,,
Tailored Management Services LLC,Post Falls ID,Complete S/S,,,2021-10-11,,(1)
Taiwan Fixed Network Co. Ltd.,TaiwanFOREIGN,No S/S,RMP,0,2021-08-18,2021-09-17,(1)
Taler,Middletown DE,Complete S/S,,,2021-09-03,,(3)
Talk It Pro,Farmington Hills MI,Partial S/S,RMP,NYS,2021-08-20,,(4)
Talk Telecom,Doral FL,No S/S,RMP,2,2021-05-28,2021-06-23,(6)
Talk360 Group B.V.,NetherlandsFOREIGN,No S/S,RMP,LR,2021-09-17,,
"TalkAsiaVoip, LLC",Middletown DE,No S/S,RMP,0,2021-08-03,,(5)
TalkCycle LLC,Phoenix AZ,Partial S/S,RMP,NYS,2021-09-15,,(1)
"Talkie Communications, Inc.Prev: Sonicy Systems, Inc.",Chestertown Maryland,IntermedProvider,,,2021-04-19,2021-06-19,(5)
"Talkie Communications, Inc.Prev: Sonic Systems, Inc.",Chestertown MD,No S/S,RMP,LR,2021-06-28,,(4)
"Talking Platforms, LLCDBA: Talking Platforms USA",Lewes PA,No S/S,RMP,NYS,2021-08-23,,(4)
Talknet Telecom,CanadaFOREIGN,Complete S/S,,,2021-12-10,,
Talkpath LLCDBA: Talkpath,Winter Park FL,No S/S,RMP,NYS,2021-09-24,,(1)
Talkroute Inc,Tinley Park IL,Complete S/S,,,2021-09-28,,(1)
TalkTalk Telecom Group Limited,United KingdomFOREIGN,No S/S,RMP,0,2021-06-30,2021-09-17,(1)
"TALKTONE, INC.DBA: Tiger Liu",SAN JOSE CA,Complete S/S,,,2021-06-24,,(5)
"Talton Communications, Inc.",Selma AL,No S/S,RMP,LR,2021-09-28,,(1)
Tampa VoIP LLC,Odessa FL,No S/S,RMP,LR,2021-06-23,,(5)
TampaBay DSL IncDBA: PBX-Change,Tampa FL,Complete S/S,,,2021-09-15,,(1)
"Tango Networks, IncPrev: TNI",FOREIGN,IntermedProvider,,,2021-09-27,2021-11-04,(3)
TANZANIA TELECOMMUNICATIONS CORPORATION,United Republic of TanzaniaFOREIGN,Complete S/S,,,2021-07-13,2021-09-17,(1)
TapClassifieds,SAN JOSE CA,No S/S,RMP,LR,2021-10-19,,(1)
Tarrytech Computer ConsultantsDBA: Tarrytech Security Inc,Tarrytown NY,Complete S/S,,,2021-09-29,,(1)
TAS Solutions,Irmo SC,Complete S/S,,,2021-10-12,,(1)
Tata Communications (America) Inc.Prev: Teleglobe America Inc.,Herndon VA,No S/S,RMP,LR,2021-06-24,,(5)
Tata Communications (America) Inc.Prev: Teleglobe America Inc.,Herndon Virginia,IntermedProvider,,,2021-04-19,2021-06-19,(5)
Tata Communications (Australia) Pty Limited,AustraliaFOREIGN,No S/S,RMP,LR,2021-06-29,,(4)
Tata Communications (Canada) Ltd.Prev: Teleglobe Canada ULC,CanadaFOREIGN,No S/S,RMP,LR,2021-06-04,2021-06-18,(5)
Tata Communications (Hong Kong) Limited,"China, Hong Kong SARFOREIGN",No S/S,RMP,LR,2021-06-30,,(4)
"Tata Communications (Spain), S.L.",SpainFOREIGN,No S/S,RMP,LR,2021-06-30,,(4)
Tata Communications (UK) Limited,United KingdomFOREIGN,No S/S,RMP,LR,2021-06-24,,(5)
Tata Communications Deutschland GMBHPrev: Tyco Networks (Germany) GmbH,GermanyFOREIGN,No S/S,RMP,LR,2021-06-24,,(5)
Tata Communications International PTE LTD,SingaporeFOREIGN,No S/S,RMP,LR,2021-06-29,,(4)
Tata Communications Lanka Limited,Sri LankaFOREIGN,No S/S,RMP,LR,2021-07-13,,(4)
Tata Communications Limited,IndiaFOREIGN,No S/S,RMP,LR,2021-07-01,,(4)
"Tatum Telephone CompanyDBA: Hilliary Communications, LLC",Lawton Oklahoma,No S/S,RMP,LR,2021-06-30,2021-12-16,(5)
Tavoca Inc,Dallas TX,No S/S,RMP,LR,2021-07-13,,(4)
"Taylor Telephone Cooperative, Inc.DBA: Taylor TelecomPrev: Taylor Telephone Cooperative",Merkel TX,No S/S,RMP,LR,2021-06-24,,(6)
"Tbass, LLCDBA: Otubio",Houston TX,No S/S,RMP,NYS,2021-09-24,2021-09-25,(2)
Tbs Integracion S.L.,SpainFOREIGN,No S/S,RMP,NYS,2021-09-18,,
TC GLOBAL SYSTEMS INC,Hallandale FL,Complete S/S,,,2021-09-27,,(1)
"TC Telecom, LLCDBA: Advanced VoIP Solutions",Abilene TX,Complete S/S,,,2021-06-04,2021-06-23,(6)
TCC Networks Inc,Bridgewater MA,Complete S/S,,,2021-09-20,,(1)
"TCE Company, Inc.DBA: TCE Services TCE Communicatons",Maryville TN,No S/S,RMP,NYS,2021-09-28,,(1)
TCK Solutions LLC,Naalehu HI,Complete S/S,,,2021-10-07,,(1)
"TCRO Systems, LLCDBA: TrackStar",Chandler AZ,Complete S/S,,,2021-11-11,,
TDC netDBA: NuudayPrev: Tdc group,DenmarkFOREIGN,No S/S,RMP,LR,2021-09-24,,
TDS BROADBAND LLCDBA: TDS,Madison WI,Complete S/S,,,2021-06-28,2021-12-01,(6)
TDS LONG DISTANCE CORPORATIONDBA: TDS,Madison WI,Partial S/S,RMP,LR,2021-06-28,2021-12-01,(6)
"TDS METROCOM, LLCDBA: TDS",Madison WI,Partial S/S,RMP,LR,2021-06-25,2021-06-29,(5)
TDS TELECOMMUNICATIONS LLCDBA: TDSPrev: TDS Telecommunications Corporation,Madison WI,Partial S/S,RMP,LR,2021-06-25,2021-06-29,(5)
"Teal Networks, LLC",Woodland CA,Complete S/S,,,2021-10-11,,(1)
"Team ITS, LLC",Mattoon IL,Complete S/S,,,2021-09-20,,(1)
"TEC of Jackson, IncPrev: Communigroup of Jackson, Inc.",Jackson MS,No S/S,RMP,LR,2021-06-15,2021-06-23,(6)
Tech 911 Group Inc.DBA: Fahillion Technologies,Rexburg ID,Complete S/S,,,2021-09-15,,(1)
Tech Bizz Solutions,Lewes DE,No S/S,RMP,0,2021-09-29,2021-09-30,(2)
"Tech By Andrew, LLC",Maynard MN,Complete S/S,,,2021-06-25,,(5)
Tech Connection Incorporated,Honolulu HI,Complete S/S,,,2021-09-26,,(1)
"Tech Friends, Inc.",Jonesboro AR,No S/S,RMP,LR,2021-06-30,,(4)
Tech IT Easy Inc,CanadaFOREIGN,Complete S/S,,,2021-10-14,,
"Tech Strategies, Inc.",Filer ID,Complete S/S,,,2021-09-09,,(1)
Tech Support Inc.,Monroe MI,Complete S/S,,,2021-09-16,,(1)
"Tech-Com, Inc.DBA: Genuine Tel",Richland Center WI,No S/S,RMP,LR,2021-06-14,,(5)
TechCore Concepts LLC,Las Vegas NV,IntermedProvider,RMP,NYS,2021-09-13,,(1)
Techfuse Holdings,South AfricaFOREIGN,No S/S,RMP,2,2021-11-16,,
TECHKNOWLEDGE OPEN SYSTEMS CC,,IntermedProvider,,,2021-04-19,2021-06-19,(5)
TECHKNOWLEDGE OPEN SYSTEMS CC,South AfricaFOREIGN,No S/S,RMP,NYS,2021-09-28,,
TechMAX Business SolutionsDBA: DiMAX Office Solutions,Janesville WI,Complete S/S,,,2021-09-24,,(1)
"Techmode, LLC",Auburn Hills MI,No S/S,RMP,NYS,2021-09-23,,(1)
TechNet Computing LLC,Haddam CT,Complete S/S,,,2021-09-30,,(1)
"Technically Awesome, LLCDBA: NISHNANET",Atlantic IA,Complete S/S,,,2021-06-24,,(5)
Technifax Business Systems,Mendota heights MN,Complete S/S,,,2021-09-23,,(1)
Techno Advantage,Mooresville IN,Complete S/S,,,2021-09-28,,(1)
Technocentra Group LLCDBA: Beetexting,Bloomington IL,Complete S/S,,,2021-10-19,,(1)
"Technogenium, IncDBA: ArchiTechture Technical Services",Naperville IL,Complete S/S,,,2021-06-30,,(4)
